_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-3.3,C0206638,M1,1,0,DisGeNET,35,Giant Cell Tumor of Bone,,-3.3,20,7.4,30304,113,40,3,7.5,4.2,864|3479|9242,RUNX3|IGF1|MSC,-1,0
1,-3.3,C2931456,M1,1,0,DisGeNET,35,"Prostate cancer, familial",,-3.3,20,7.3,30304,116,40,3,7.5,4.2,2078|2122|8537,ERG|MECOM|BCAS1,-0.99,0
1,-3.3,C0684337,M1,1,0,DisGeNET,35,Ewings sarcoma-primitive neuroectodermal tumor (PNET),,-3.3,19,7.3,30304,117,40,3,7.5,4.2,2078|2146|3479,ERG|EZH2|IGF1,-0.99,0
1,-3.3,C0151779,M1,1,0,DisGeNET,35,Cutaneous Melanoma,,-3.3,7.5,5.3,30304,507,40,5,12,5.2,864|2146|3479|6256|63976,RUNX3|EZH2|IGF1|RXRA|PRDM16,-0.98,0
1,-3.3,C0280141,M1,1,0,DisGeNET,35,Acute Undifferentiated Leukemia,,-3.3,19,7.2,30304,119,40,3,7.5,4.2,2078|2146|3479,ERG|EZH2|IGF1,-0.98,0
1,-3.3,C1850049,M1,1,0,DisGeNET,35,Clinodactyly of the 5th finger,,-3.3,11,6,30304,284,40,4,10,4.7,2122|3479|6913|63976,MECOM|IGF1|TBX15|PRDM16,-0.98,0
1,-3.3,C0018784,M1,1,0,DisGeNET,35,Sensorineural Hearing Loss (disorder),,-3.3,5.8,5,30304,783,40,6,15,5.6,2122|2138|3479|9242|63976|65217,MECOM|EYA1|IGF1|MSC|PRDM16|PCDH15,-0.98,0
1,-3.3,C1333064,M1,1,0,DisGeNET,35,Classical Hodgkin's Lymphoma,,-3.3,11,5.9,30304,285,40,4,10,4.7,639|2146|3479|9242,PRDM1|EZH2|IGF1|MSC,-0.98,0
1,-3.3,C0221369,M1,1,0,DisGeNET,35,Acquired Camptodactyly,,-3.3,19,7.2,30304,120,40,3,7.5,4.2,2146|3479|6913,EZH2|IGF1|TBX15,-0.98,0
1,-3.3,C1378511,M1,1,0,DisGeNET,35,Undifferentiated leukemia,,-3.3,19,7.2,30304,120,40,3,7.5,4.2,2122|2146|3479,MECOM|EZH2|IGF1,-0.98,0
1,-3.3,C0023448,M1,1,0,DisGeNET,35,Lymphoid leukemia,,-3.3,11,5.9,30304,288,40,4,10,4.7,2078|2122|2146|3479,ERG|MECOM|EZH2|IGF1,-0.97,0
1,-3.2,C0685409,M1,1,0,DisGeNET,35,Congenital Camptodactyly,,-3.2,18,7.1,30304,123,40,3,7.5,4.2,2146|3479|6913,EZH2|IGF1|TBX15,-0.96,0
1,-3.2,C0018498,M1,1,0,DisGeNET,35,Hair Color,,-3.2,17,6.8,30304,130,40,3,7.5,4.2,8537|9586|55553,BCAS1|CREB5|SOX6,-0.9,0
1,-3.2,C0020507,M1,1,0,DisGeNET,35,Hyperplasia,,-3.2,17,6.8,30304,131,40,3,7.5,4.2,2146|3479|6256,EZH2|IGF1|RXRA,-0.89,0
1,-3.1,C0007766,M1,1,0,DisGeNET,35,Intracranial Aneurysm,,-3.1,9.7,5.6,30304,311,40,4,10,4.7,3479|6938|9760|10365,IGF1|TCF12|TOX|KLF2,-0.86,0
1,-3.1,C0005940,M1,1,0,DisGeNET,35,Bone Diseases,,-3.1,9.6,5.6,30304,317,40,4,10,4.7,3479|9242|10365|63976,IGF1|MSC|KLF2|PRDM16,-0.84,0
1,-3.1,C0026998,M1,1,0,DisGeNET,35,"Acute Myeloid Leukemia, M1",,-3.1,16,6.6,30304,138,40,3,7.5,4.2,864|2078|2122,RUNX3|ERG|MECOM,-0.84,0
1,-3.1,C0221354,M1,1,0,DisGeNET,35,Frontal bossing,,-3.1,9.4,5.5,30304,321,40,4,10,4.7,6660|6913|6938|63976,SOX5|TBX15|TCF12|PRDM16,-0.82,0
1,-3.1,C4721208,M1,1,0,DisGeNET,35,Metastatic castration-resistant prostate cancer,,-3.1,16,6.6,30304,140,40,3,7.5,4.2,2078|2146|6660,ERG|EZH2|SOX5,-0.82,0
1,-3.1,C0221357,M1,1,0,DisGeNET,35,Brachydactyly,,-3.1,9.3,5.5,30304,325,40,4,10,4.7,6913|6938|63976|170691,TBX15|TCF12|PRDM16|ADAMTS17,-0.81,0
1,-3,C0238301,M1,1,0,DisGeNET,35,Cancer of Nasopharynx,,-3,16,6.4,30304,145,40,3,7.5,4.2,2122|2146|3479,MECOM|EZH2|IGF1,-0.79,0
1,-3,C0279680,M1,1,0,DisGeNET,35,Transitional cell carcinoma of bladder,,-3,9.1,5.4,30304,333,40,4,10,4.7,2146|3479|6256|23213,EZH2|IGF1|RXRA|SULF1,-0.78,0
1,-3,C4551649,M1,1,0,DisGeNET,35,Congenital Dysplasia Of The Hip,,-3,15,6.4,30304,147,40,3,7.5,4.2,2138|3479|6913,EYA1|IGF1|TBX15,-0.78,0
1,-3,C0424605,M1,1,0,DisGeNET,35,Developmental delay (disorder),,-3,6.5,4.9,30304,584,40,5,12,5.2,2138|3479|6660|6938|65217,EYA1|IGF1|SOX5|TCF12|PCDH15,-0.78,0
1,-3,C0013363,M1,1,0,DisGeNET,35,Dysautonomia,,-3,15,6.4,30304,148,40,3,7.5,4.2,2571|3479|10365,GAD1|IGF1|KLF2,-0.78,0
1,-3,C4551485,M1,1,0,DisGeNET,35,Clinodactyly,,-3,15,6.4,30304,148,40,3,7.5,4.2,2146|3479|6660,EZH2|IGF1|SOX5,-0.78,0
1,-3,C0007112,M1,1,0,DisGeNET,35,Adenocarcinoma of prostate,,-3,8.9,5.3,30304,342,40,4,10,4.7,2078|2571|3479|6256,ERG|GAD1|IGF1|RXRA,-0.75,0
1,-2.9,C0751956,M1,1,0,DisGeNET,35,Acute Cerebrovascular Accidents,,-2.9,15,6.2,30304,155,40,3,7.5,4.2,3479|6256|10365,IGF1|RXRA|KLF2,-0.73,0
1,-2.9,C0949690,M1,1,0,DisGeNET,35,Spondylarthritis,,-2.9,14,6.1,30304,158,40,3,7.5,4.2,864|3479|9242,RUNX3|IGF1|MSC,-0.71,0
1,-2.9,C0023051,M1,1,0,DisGeNET,35,Laryngeal Diseases,,-2.9,14,6.1,30304,159,40,3,7.5,4.2,2146|3479|9242,EZH2|IGF1|MSC,-0.71,0
1,-2.9,C4733092,M1,1,0,DisGeNET,35,estrogen receptor-negative breast cancer,,-2.9,8.5,5.2,30304,356,40,4,10,4.7,2122|2146|3479|84959,MECOM|EZH2|IGF1|UBASH3B,-0.71,0
1,-2.9,C0162770,M1,1,0,DisGeNET,35,Right Ventricular Hypertrophy,,-2.9,14,6.1,30304,160,40,3,7.5,4.2,2146|3479|5649,EZH2|IGF1|RELN,-0.71,0
1,-2.9,C0220615,M1,1,0,DisGeNET,35,Adult Acute Myeloblastic Leukemia,,-2.9,14,6.1,30304,160,40,3,7.5,4.2,2078|2122|63976,ERG|MECOM|PRDM16,-0.71,0
1,-2.9,C0265610,M1,1,0,DisGeNET,35,Clinodactyly of fingers,,-2.9,14,6.1,30304,160,40,3,7.5,4.2,2146|3479|6660,EZH2|IGF1|SOX5,-0.71,0
1,-2.9,C0175754,M1,1,0,DisGeNET,35,Agenesis of corpus callosum,,-2.9,6.2,4.7,30304,615,40,5,12,5.2,864|2146|3479|4603|63976,RUNX3|EZH2|IGF1|MYBL1|PRDM16,-0.71,0
1,-2.9,C0041956,M1,1,0,DisGeNET,35,Ureteral obstruction,,-2.9,8.4,5.2,30304,359,40,4,10,4.7,2146|3479|9242|51705,EZH2|IGF1|MSC|EMCN,-0.7,0
1,-2.9,C0018923,M1,1,0,DisGeNET,35,Hemangiosarcoma,,-2.9,14,6,30304,162,40,3,7.5,4.2,2078|51705|84959,ERG|EMCN|UBASH3B,-0.7,0
1,-2.9,C0162298,M1,1,0,DisGeNET,35,Joint stiffness,,-2.9,14,6,30304,163,40,3,7.5,4.2,2146|63976|170691,EZH2|PRDM16|ADAMTS17,-0.7,0
1,-2.9,C0346429,M1,1,0,DisGeNET,35,Multiple malignancy,,-2.9,14,6,30304,163,40,3,7.5,4.2,2078|2146|3479,ERG|EZH2|IGF1,-0.7,0
1,-2.9,C0027022,M1,1,0,DisGeNET,35,Myeloproliferative disease,,-2.9,8.3,5.1,30304,365,40,4,10,4.7,864|2122|2146|55553,RUNX3|MECOM|EZH2|SOX6,-0.69,0
1,-2.9,C0338831,M1,1,0,DisGeNET,35,Manic,,-2.9,14,6,30304,166,40,3,7.5,4.2,2571|3479|5649,GAD1|IGF1|RELN,-0.68,0
1,-2.9,C0023465,M1,1,0,DisGeNET,35,Acute monocytic leukemia,,-2.9,6,4.6,30304,633,40,5,12,5.2,2078|2122|2146|55553|63976,ERG|MECOM|EZH2|SOX6|PRDM16,-0.67,0
1,-2.8,C0086692,M1,1,0,DisGeNET,35,Benign Neoplasm,,-2.8,8.2,5.1,30304,371,40,4,10,4.7,2078|2122|2146|3479,ERG|MECOM|EZH2|IGF1,-0.67,0
1,-2.8,C1292753,M1,1,0,DisGeNET,35,Primary Effusion Lymphoma,,-2.8,13,5.9,30304,169,40,3,7.5,4.2,639|9242|22806,PRDM1|MSC|IKZF3,-0.67,0
1,-2.8,C0032000,M1,1,0,DisGeNET,35,Pituitary Adenoma,,-2.8,13,5.9,30304,170,40,3,7.5,4.2,2146|3479|65217,EZH2|IGF1|PCDH15,-0.66,0
1,-2.8,C0039538,M1,1,0,DisGeNET,35,Teratoma,,-2.8,13,5.9,30304,171,40,3,7.5,4.2,6938|9242|10365,TCF12|MSC|KLF2,-0.66,0
1,-2.8,C0349204,M1,1,0,DisGeNET,35,Nonorganic psychosis,,-2.8,8.1,5,30304,376,40,4,10,4.7,1745|2571|3479|5649,DLX1|GAD1|IGF1|RELN,-0.66,0
1,-2.8,C0035078,M1,1,0,DisGeNET,35,Kidney Failure,,-2.8,8,5,30304,378,40,4,10,4.7,2138|3479|30010|221395,EYA1|IGF1|NXPH1|ADGRF5,-0.65,0
1,-2.8,C1334274,M1,1,0,DisGeNET,35,Invasive Carcinoma,,-2.8,13,5.8,30304,173,40,3,7.5,4.2,2078|2146|3479,ERG|EZH2|IGF1,-0.65,0
1,-2.8,C0085207,M1,1,0,DisGeNET,35,Gestational Diabetes,,-2.8,5.8,4.5,30304,649,40,5,12,5.2,2146|2571|3479|6256|9242,EZH2|GAD1|IGF1|RXRA|MSC,-0.65,0
1,-2.8,C0023487,M1,1,0,DisGeNET,35,Acute Promyelocytic Leukemia,,-2.8,5.8,4.5,30304,651,40,5,12,5.2,2078|2122|2146|6256|9242,ERG|MECOM|EZH2|RXRA|MSC,-0.65,0
1,-2.8,C0038868,M1,1,0,DisGeNET,35,Progressive supranuclear palsy,,-2.8,13,5.8,30304,176,40,3,7.5,4.2,1745|3479|84959,DLX1|IGF1|UBASH3B,-0.64,0
1,-2.8,C0037369,M1,1,0,DisGeNET,35,Smoking,,-2.8,7.8,4.9,30304,391,40,4,10,4.7,6913|9760|65217|285987,TBX15|TOX|PCDH15|DLX6-AS1,-0.62,0
1,-2.8,C1535939,M1,1,0,DisGeNET,35,Pneumocystis jiroveci pneumonia,,-2.8,13,5.7,30304,180,40,3,7.5,4.2,2078|2571|84959,ERG|GAD1|UBASH3B,-0.62,0
1,-2.8,C0282160,M1,1,0,DisGeNET,35,Aplasia Cutis Congenita,,-2.8,7.7,4.9,30304,392,40,4,10,4.7,864|2146|3479|4603,RUNX3|EZH2|IGF1|MYBL1,-0.62,0
1,-2.8,C0026985,M1,1,0,DisGeNET,35,Myelodysplasia,,-2.8,13,5.7,30304,181,40,3,7.5,4.2,2122|2146|3479,MECOM|EZH2|IGF1,-0.62,0
1,-2.8,C0399526,M1,1,0,DisGeNET,35,Class III malocclusion,,-2.8,13,5.7,30304,181,40,3,7.5,4.2,2146|3479|84959,EZH2|IGF1|UBASH3B,-0.62,0
1,-2.7,C4721579,M1,1,0,DisGeNET,35,Secondary malignant neoplasm of colon and/or rectum,,-2.7,7.6,4.8,30304,397,40,4,10,4.7,2146|3479|22806|84959,EZH2|IGF1|IKZF3|UBASH3B,-0.6,0
1,-2.7,C0026277,M1,1,0,DisGeNET,35,Mixed Salivary Gland Tumor,,-2.7,12,5.6,30304,185,40,3,7.5,4.2,864|3479|4603,RUNX3|IGF1|MYBL1,-0.6,0
1,-2.7,C0221356,M1,1,0,DisGeNET,35,Brachycephaly,,-2.7,12,5.6,30304,186,40,3,7.5,4.2,2146|6938|63976,EZH2|TCF12|PRDM16,-0.59,0
1,-2.7,C0878500,M1,1,0,DisGeNET,35,Intraepithelial Neoplasia,,-2.7,12,5.6,30304,186,40,3,7.5,4.2,864|2146|3479,RUNX3|EZH2|IGF1,-0.59,0
1,-2.7,C0031099,M1,1,0,DisGeNET,35,Periodontitis,,-2.7,5.6,4.4,30304,680,40,5,12,5.2,639|2571|3479|6256|6938,PRDM1|GAD1|IGF1|RXRA|TCF12,-0.59,0
1,-2.7,C1654637,M1,1,0,DisGeNET,35,androgen independent prostate cancer,,-2.7,12,5.5,30304,190,40,3,7.5,4.2,2078|2146|63976,ERG|EZH2|PRDM16,-0.57,0
1,-2.7,C0024115,M1,1,0,DisGeNET,35,Lung diseases,,-2.7,5.4,4.3,30304,700,40,5,12,5.2,2146|3479|9242|10365|221395,EZH2|IGF1|MSC|KLF2|ADGRF5,-0.54,0
1,-2.7,C0740394,M1,1,0,DisGeNET,35,Hyperuricemia,,-2.7,12,5.4,30304,196,40,3,7.5,4.2,2146|8537|10365,EZH2|BCAS1|KLF2,-0.54,0
1,-2.6,C1836542,M1,1,0,DisGeNET,35,Depressed nasal bridge,,-2.6,7.1,4.6,30304,426,40,4,10,4.7,2138|2146|6660|63976,EYA1|EZH2|SOX5|PRDM16,-0.52,0
1,-2.6,C4552766,M1,1,0,DisGeNET,35,Miscarriage,,-2.6,7.1,4.6,30304,426,40,4,10,4.7,2146|3479|6256|23213,EZH2|IGF1|RXRA|SULF1,-0.52,0
1,-2.6,C0542476,M1,1,0,DisGeNET,35,Forgetful,,-2.6,7.1,4.6,30304,429,40,4,10,4.7,2146|2571|3479|5649,EZH2|GAD1|IGF1|RELN,-0.51,0
1,-2.6,C0042834,M1,1,0,DisGeNET,35,Vital capacity,,-2.6,7,4.6,30304,430,40,4,10,4.7,2122|3479|9586|55553,MECOM|IGF1|CREB5|SOX6,-0.51,0
1,-2.6,C0524910,M1,1,0,DisGeNET,35,"Hepatitis C, Chronic",,-2.6,7,4.6,30304,430,40,4,10,4.7,2078|2571|3479|5649,ERG|GAD1|IGF1|RELN,-0.51,0
1,-2.6,C0333983,M1,1,0,DisGeNET,35,Hyperplastic Polyp,,-2.6,11,5.3,30304,204,40,3,7.5,4.2,864|2146|3479,RUNX3|EZH2|IGF1,-0.5,0
1,-2.6,C0035222,M1,1,0,DisGeNET,35,"Respiratory Distress Syndrome, Adult",,-2.6,7,4.6,30304,434,40,4,10,4.7,2078|2571|3479|10365,ERG|GAD1|IGF1|KLF2,-0.5,0
1,-2.6,C1384666,M1,1,0,DisGeNET,35,hearing impairment,,-2.6,5.1,4.1,30304,739,40,5,12,5.2,2138|3479|6913|6938|65217,EYA1|IGF1|TBX15|TCF12|PCDH15,-0.46,0
1,-2.6,C1843013,M1,1,0,DisGeNET,35,"Alzheimer disease, familial, type 3",,-2.6,11,5.1,30304,213,40,3,7.5,4.2,2146|3479|6660,EZH2|IGF1|SOX5,-0.46,0
1,-2.5,C0011615,M1,1,0,DisGeNET,35,"Dermatitis, Atopic",,-2.5,5,4.1,30304,751,40,5,12,5.2,9242|9760|22806|51705|84959,MSC|TOX|IKZF3|EMCN|UBASH3B,-0.44,0
1,-2.5,C0006012,M1,1,0,DisGeNET,35,Borderline Personality Disorder,,-2.5,10,5,30304,221,40,3,7.5,4.2,2138|2571|5649,EYA1|GAD1|RELN,-0.42,0
1,-2.5,C0233794,M1,1,0,DisGeNET,35,Memory impairment,,-2.5,5,4,30304,763,40,5,12,5.2,2146|2571|3479|5649|9242,EZH2|GAD1|IGF1|RELN|MSC,-0.41,0
1,-2.5,C0200665,M1,1,0,DisGeNET,35,Platelet mean volume determination (procedure),,-2.5,10,5,30304,223,40,3,7.5,4.2,6938|63976|221395,TCF12|PRDM16|ADGRF5,-0.41,0
1,-2.5,C0030297,M1,1,0,DisGeNET,35,Pancreatic Neoplasm,,-2.5,5,4,30304,764,40,5,12,5.2,864|2146|3479|5649|23213,RUNX3|EZH2|IGF1|RELN|SULF1,-0.41,0
1,-2.5,C0013080,M1,1,0,DisGeNET,35,Down Syndrome,,-2.5,5,4,30304,765,40,5,12,5.2,2078|2146|2571|5649|63976,ERG|EZH2|GAD1|RELN|PRDM16,-0.41,0
1,-2.5,C0027796,M1,1,0,DisGeNET,35,Neuralgia,,-2.5,4.9,4,30304,766,40,5,12,5.2,864|2146|2571|6938|9242,RUNX3|EZH2|GAD1|TCF12|MSC,-0.41,0
