_MEMBER_data_imp_1 - 94.0-96.0,_MEMBER_data_imp_1 - 96.0-98.0,_MEMBER_data_imp_1 - 98.0-100.0,_LogP_data_imp_1 - 94.0-96.0,_LogP_data_imp_1 - 96.0-98.0,_LogP_data_imp_1 - 98.0-100.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,1,1,-2.6,-8.6,-2.4,WP4540,Hippo signaling regulation pathways,M111,3,0
1,1,1,-2.1,-2.2,-2.3,GO:0032715,negative regulation of interleukin-6 production,M111,3,0
1,1,1,-2.1,-2.3,-5.4,GO:0048709,oligodendrocyte differentiation,M111,3,0
1,1,1,-6.1,-7.2,-6.2,WP3945,TYROBP causal network in microglia,M111,3,0
1,1,1,-6.9,-3.5,-3.2,R-HSA-2871796,FCERI mediated MAPK activation,M111,3,0
1,1,1,-4.2,-4.4,-5.4,WP5198,Inflammatory bowel disease signaling,M111,3,0
1,1,1,-5.3,-5.3,-5.9,GO:0045619,regulation of lymphocyte differentiation,M111,3,0
1,1,1,-15,-18,-7.8,GO:0002521,leukocyte differentiation,M111,3,0
1,1,1,-3.8,-2,-2.2,hsa04921,Oxytocin signaling pathway,M111,3,0
1,1,1,-2.8,-3.6,-3.3,GO:0002761,regulation of myeloid leukocyte differentiation,M111,3,0
1,1,1,-2.6,-3.7,-2.5,GO:0006366,transcription by RNA polymerase II,M111,3,0
1,1,1,-7.2,-6,-3.9,R-HSA-1280215,Cytokine Signaling in Immune system,M111,3,0
1,1,1,-4,-6,-4.6,GO:0002573,myeloid leukocyte differentiation,M111,3,0
1,1,1,-4,-8.7,-3.6,GO:0021700,developmental maturation,M111,3,0
1,1,1,-2.1,-2.8,-2.3,GO:0014013,regulation of gliogenesis,M111,3,0
1,1,1,-14,-16,-6.7,GO:1903131,mononuclear cell differentiation,M111,3,0
1,1,1,-15,-16,-6.4,GO:0045321,leukocyte activation,M111,3,0
1,1,1,-3.2,-2.5,-2.8,M186,PID PDGFRB PATHWAY,M111,3,0
1,1,1,-7.9,-6,-8.3,WP23,B cell receptor signaling pathway,M111,3,0
1,1,1,-5.7,-5.3,-3.8,WP5130,Th17 cell differentiation pathway,M111,3,0
1,1,1,-4,-4.5,-2.9,GO:0048863,stem cell differentiation,M111,3,0
1,1,1,-4.2,-3.8,-3,GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",M111,3,0
1,1,1,-2.7,-2.5,-2.2,M2,PID SMAD2 3NUCLEAR PATHWAY,M111,3,0
1,1,1,-2.8,-2.6,-3.5,GO:0045666,positive regulation of neuron differentiation,M111,3,0
1,1,1,-3.6,-3.6,-5.5,GO:0050777,negative regulation of immune response,M111,3,0
1,1,1,-5.7,-4.4,-3.8,GO:0045646,regulation of erythrocyte differentiation,M111,3,0
1,1,1,-4.1,-5,-4.5,GO:1902107,positive regulation of leukocyte differentiation,M111,3,0
1,1,1,-2.4,-2.6,-2.6,GO:0042088,T-helper 1 type immune response,M111,3,0
1,1,1,-2.5,-2.6,-3.2,GO:0003416,endochondral bone growth,M111,3,0
1,1,1,-4.5,-6.3,-4.7,WP5218,Extrafollicular and follicular B cell activation by SARS CoV 2,M111,3,0
1,1,1,-5.5,-5.2,-6,GO:0051251,positive regulation of lymphocyte activation,M111,3,0
1,1,1,-5.2,-6.8,-5.6,GO:0035239,tube morphogenesis,M111,3,0
1,1,1,-3.2,-4.1,-3,GO:0120035,regulation of plasma membrane bounded cell projection organization,M111,3,0
1,1,1,-5.4,-4.5,-2.7,GO:0050866,negative regulation of cell activation,M111,3,0
1,1,1,-4.2,-4.5,-2.7,GO:0042471,ear morphogenesis,M111,3,0
1,1,1,-2.8,-2.2,-2.3,M141,PID PI3KCI PATHWAY,M111,3,0
1,1,1,-2.6,-3.4,-2.2,GO:0032655,regulation of interleukin-12 production,M111,3,0
1,1,1,-3,-2.2,-3.7,GO:0048821,erythrocyte development,M111,3,0
1,1,1,-3.1,-2.4,-2.1,M22,PID GMCSF PATHWAY,M111,3,0
1,1,1,-2,-4.5,-4.7,GO:0045588,positive regulation of gamma-delta T cell differentiation,M111,3,0
1,1,1,-5.5,-8.4,-5.1,GO:0030900,forebrain development,M111,3,0
1,1,1,-3.5,-5.9,-3,GO:0060537,muscle tissue development,M111,3,0
1,1,1,-4.7,-3.9,-3.9,hsa04664,Fc epsilon RI signaling pathway,M111,3,0
1,1,1,-2.5,-3.2,-2.7,GO:0002720,positive regulation of cytokine production involved in immune response,M111,3,0
1,1,1,-4.7,-4,-2.9,GO:0019221,cytokine-mediated signaling pathway,M111,3,0
1,1,1,-9.3,-3.8,-2.1,GO:1901699,cellular response to nitrogen compound,M111,3,0
1,1,1,-2.9,-3.8,-3.5,GO:0021872,forebrain generation of neurons,M111,3,0
1,1,1,-3.5,-6.4,-3.9,GO:1902895,positive regulation of miRNA transcription,M111,3,0
1,1,1,-4.5,-3.3,-3.9,GO:0032944,regulation of mononuclear cell proliferation,M111,3,0
1,1,1,-3.3,-2.8,-2.5,GO:0042129,regulation of T cell proliferation,M111,3,0
1,1,1,-17,-18,-5.9,GO:0046649,lymphocyte activation,M111,3,0
1,1,1,-4.2,-3.9,-2.2,GO:0050868,negative regulation of T cell activation,M111,3,0
1,1,1,-5.3,-6.4,-4.9,GO:0061061,muscle structure development,M111,3,0
1,1,1,-7.8,-6,-4.5,R-HSA-449147,Signaling by Interleukins,M111,3,0
1,1,1,-4.1,-4.4,-5.5,GO:0045621,positive regulation of lymphocyte differentiation,M111,3,0
1,1,1,-2.8,-4.7,-5.2,GO:0072091,regulation of stem cell proliferation,M111,3,0
1,1,1,-2.3,-2.4,-3,GO:0098868,bone growth,M111,3,0
1,1,1,-2.2,-4.7,-2.8,GO:0001892,embryonic placenta development,M111,3,0
1,1,1,-3.1,-4.2,-2.9,GO:0031344,regulation of cell projection organization,M111,3,0
1,1,1,-3.3,-5,-4.2,GO:0021795,cerebral cortex cell migration,M111,3,0
1,1,1,-2.9,-7.1,-3.6,GO:0007389,pattern specification process,M111,3,0
1,1,1,-2.3,-3.1,-3.5,GO:0046651,lymphocyte proliferation,M111,3,0
1,1,1,-2.8,-4.6,-4.1,GO:0021799,cerebral cortex radially oriented cell migration,M111,3,0
1,1,1,-5.6,-5.4,-2.5,GO:0046632,alpha-beta T cell differentiation,M111,3,0
1,1,1,-2.2,-3.3,-2.3,GO:0032675,regulation of interleukin-6 production,M111,3,0
1,1,1,-3.6,-3.8,-2.4,WP395,IL 4 signaling pathway,M111,3,0
1,1,1,-4.7,-4,-2,GO:0035108,limb morphogenesis,M111,3,0
1,1,1,-3.1,-2.8,-3.5,hsa05321,Inflammatory bowel disease,M111,3,0
1,1,1,-6.6,-6.4,-5,GO:0050863,regulation of T cell activation,M111,3,0
1,1,1,-3.4,-2.3,-2.8,GO:0002520,immune system development,M111,3,0
1,1,1,-2.4,-3.5,-4,GO:0045586,regulation of gamma-delta T cell differentiation,M111,3,0
1,1,1,-3.1,-5.4,-2.8,GO:0035050,embryonic heart tube development,M111,3,0
1,1,1,-7.8,-4.1,-2.9,WP286,IL 3 signaling pathway,M111,3,0
1,1,1,-2.5,-2.4,-2.9,GO:0071241,cellular response to inorganic substance,M111,3,0
1,1,1,-2.1,-2.3,-2.4,M255,PID HIF1 TFPATHWAY,M111,3,0
1,1,1,-2.1,-3.7,-5.2,WP4844,Influence of laminopathies on Wnt signaling,M111,3,0
1,1,1,-2.9,-4.2,-4.2,GO:0050728,negative regulation of inflammatory response,M111,3,0
1,1,1,-4.1,-5.5,-3.5,WP5083,Neuroinflammation and glutamatergic signaling,M111,3,0
1,1,1,-9.4,-12,-7.9,GO:0048568,embryonic organ development,M111,3,0
1,1,1,-4.4,-5.4,-2.7,GO:0002757,immune response-activating signaling pathway,M111,3,0
1,1,1,-5.1,-2.4,-3,M17200,SA B CELL RECEPTOR COMPLEXES,M111,3,0
1,1,1,-5.7,-2.6,-2.1,R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",M111,3,0
1,1,1,-4.6,-4,-2.7,GO:0051250,negative regulation of lymphocyte activation,M111,3,0
1,1,1,-2.9,-3.8,-2.7,GO:0046638,positive regulation of alpha-beta T cell differentiation,M111,3,0
1,1,1,-3.9,-4.3,-3,GO:0030855,epithelial cell differentiation,M111,3,0
1,1,1,-2.6,-2.6,-3.6,CORUM:2694,ERG-JUN-FOS DNA-protein complex,M111,3,0
1,1,1,-7,-8.8,-4.5,GO:0007420,brain development,M111,3,0
1,1,1,-5.5,-2.6,-2.3,R-HSA-912631,Regulation of signaling by CBL,M111,3,0
1,1,1,-2.1,-3,-3.9,WP5102,Familial partial lipodystrophy,M111,3,0
1,1,1,-7.2,-10,-4.9,GO:0021537,telencephalon development,M111,3,0
1,1,1,-3.9,-3.5,-2.2,GO:0048872,homeostasis of number of cells,M111,3,0
1,1,1,-3.8,-4.7,-2.5,R-HSA-8878159,Transcriptional regulation by RUNX3,M111,3,0
1,1,1,-4.5,-4.1,-3.6,GO:0030218,erythrocyte differentiation,M111,3,0
1,1,1,-7.3,-5.1,-2.5,GO:0002285,lymphocyte activation involved in immune response,M111,3,0
1,1,1,-3.6,-2.8,-3.2,R-HSA-76002,"Platelet activation, signaling and aggregation",M111,3,0
1,1,1,-5.1,-4.1,-3,GO:0002695,negative regulation of leukocyte activation,M111,3,0
1,1,1,-2.3,-3.1,-3.5,GO:0032943,mononuclear cell proliferation,M111,3,0
1,1,1,-3.5,-4.9,-4.2,GO:0045582,positive regulation of T cell differentiation,M111,3,0
1,1,1,-2.3,-3.7,-2.3,GO:0043383,negative T cell selection,M111,3,0
1,1,1,-7.2,-12,-8.5,GO:0030099,myeloid cell differentiation,M111,3,0
1,1,1,-2.2,-2.9,-3.6,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,M111,3,0
1,1,1,-3.4,-4.3,-4,GO:0046635,positive regulation of alpha-beta T cell activation,M111,3,0
1,1,1,-2.7,-3.8,-3.4,WP3599,Transcription factor regulation in adipogenesis,M111,3,0
1,1,1,-17,-18,-6.5,GO:0001775,cell activation,M111,3,0
1,1,1,-3,-2.4,-2.5,GO:0045648,positive regulation of erythrocyte differentiation,M111,3,0
1,1,1,-2.4,-2.3,-3.2,GO:1903530,regulation of secretion by cell,M111,3,0
1,1,1,-4.8,-3.9,-3.7,GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",M111,3,0
1,1,1,-5.1,-6.9,-4.5,GO:0045596,negative regulation of cell differentiation,M111,3,0
1,1,1,-7,-9.2,-7.8,GO:0010720,positive regulation of cell development,M111,3,0
1,1,1,-3.7,-5.4,-2.7,GO:0002009,morphogenesis of an epithelium,M111,3,0
1,1,1,-3.1,-5.5,-4.7,GO:2000628,regulation of miRNA metabolic process,M111,3,0
1,1,1,-2.8,-3.6,-2.2,GO:0071559,response to transforming growth factor beta,M111,3,0
1,1,1,-5.8,-6.2,-3.2,GO:0051960,regulation of nervous system development,M111,3,0
1,1,1,-3,-3.2,-3.4,GO:0072132,mesenchyme morphogenesis,M111,3,0
1,1,1,-7,-4.8,-3.1,GO:0002263,cell activation involved in immune response,M111,3,0
1,1,1,-6.4,-2,-3.4,hsa04611,Platelet activation,M111,3,0
1,1,1,-2.9,-2,-2.3,GO:0001936,regulation of endothelial cell proliferation,M111,3,0
1,1,1,-3.2,-2.6,-3.5,GO:0002828,regulation of type 2 immune response,M111,3,0
1,1,1,-3.4,-5.3,-3.7,GO:0048514,blood vessel morphogenesis,M111,3,0
1,1,1,-3.1,-2.9,-4.9,GO:0070665,positive regulation of leukocyte proliferation,M111,3,0
1,1,1,-3.6,-2.6,-2.9,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M111,3,0
1,1,1,-5.8,-3.9,-2.9,WP366,TGF beta signaling pathway,M111,3,0
1,1,1,-8.4,-5.2,-3,hsa04928,"Parathyroid hormone synthesis, secretion and action",M111,3,0
1,1,1,-4.2,-4.2,-3.5,GO:0002819,regulation of adaptive immune response,M111,3,0
1,1,1,-2.7,-2.9,-3.4,WP3892,Development of pulmonary dendritic cells and macrophage subsets,M111,3,0
1,1,1,-5.2,-4,-5.3,M10,PID BCR 5PATHWAY,M111,3,0
1,1,1,-3.5,-2.9,-3.2,GO:0071396,cellular response to lipid,M111,3,0
1,1,1,-2.3,-2.4,-4.1,GO:0046641,positive regulation of alpha-beta T cell proliferation,M111,3,0
1,1,1,-4.6,-4.5,-5.9,GO:0045580,regulation of T cell differentiation,M111,3,0
1,1,1,-2.2,-6.1,-2.1,GO:0040007,growth,M111,3,0
1,1,1,-3.6,-5.9,-4.7,GO:0031348,negative regulation of defense response,M111,3,0
1,1,1,-13,-7.8,-8.2,GO:0001501,skeletal system development,M111,3,0
1,1,1,-6.2,-4.5,-2.4,GO:0002286,T cell activation involved in immune response,M111,3,0
1,1,1,-3.3,-4.2,-2.9,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,M111,3,0
1,1,1,-2,-2.6,-2.4,GO:0048754,branching morphogenesis of an epithelial tube,M111,3,0
1,1,1,-2.4,-3.5,-2.8,WP5174,Ulcerative colitis signaling,M111,3,0
1,1,1,-3.7,-3.3,-3.6,GO:0050853,B cell receptor signaling pathway,M111,3,0
1,1,1,-4.2,-4.6,-3.5,GO:0002703,regulation of leukocyte mediated immunity,M111,3,0
1,1,1,-7.6,-9.5,-8.6,GO:0008283,cell population proliferation,M111,3,0
1,1,1,-2.8,-2.7,-3.6,GO:0050671,positive regulation of lymphocyte proliferation,M111,3,0
1,1,1,-4.1,-5,-4.5,GO:1903708,positive regulation of hemopoiesis,M111,3,0
1,1,1,-5.6,-5.1,-5,hsa04662,B cell receptor signaling pathway,M111,3,0
1,1,1,-5.2,-6.7,-5,WP236,Adipogenesis,M111,3,0
1,1,1,-4.3,-4.1,-2.5,GO:1903038,negative regulation of leukocyte cell-cell adhesion,M111,3,0
1,1,1,-5.7,-6.2,-4.3,GO:0045637,regulation of myeloid cell differentiation,M111,3,0
1,1,1,-6.5,-6.1,-7.5,GO:0061448,connective tissue development,M111,3,0
1,1,1,-3.7,-5.8,-3.8,GO:0048880,sensory system development,M111,3,0
1,1,1,-3.2,-4,-3.7,GO:0002702,positive regulation of production of molecular mediator of immune response,M111,3,0
1,1,1,-8,-8.3,-5,GO:0050865,regulation of cell activation,M111,3,0
1,1,1,-3.9,-6.5,-6,GO:0042063,gliogenesis,M111,3,0
1,1,1,-5.3,-5.8,-2.9,GO:0002768,immune response-regulating cell surface receptor signaling pathway,M111,3,0
1,1,1,-2.3,-6.8,-4.1,WP2857,Mesodermal commitment pathway,M111,3,0
1,1,1,-12,-15,-4.5,GO:0030098,lymphocyte differentiation,M111,3,0
1,1,1,-5.6,-7.6,-3.3,GO:0007167,enzyme-linked receptor protein signaling pathway,M111,3,0
1,1,1,-5.7,-4.1,-2.8,GO:0060021,roof of mouth development,M111,3,0
1,1,1,-5.4,-4.3,-2,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,M111,3,0
1,1,1,-3.9,-3.2,-5.3,GO:0050864,regulation of B cell activation,M111,3,0
1,1,1,-6.8,-4.7,-4.1,GO:0048705,skeletal system morphogenesis,M111,3,0
1,1,1,-3.6,-3.8,-2,GO:0042093,T-helper cell differentiation,M111,3,0
1,1,1,-3.1,-3.9,-3.1,GO:0061138,morphogenesis of a branching epithelium,M111,3,0
1,1,1,-2,-2.1,-3.3,R-HSA-4411364,Binding of TCF/LEF:CTNNB1 to target gene promoters,M111,3,0
1,1,1,-5.5,-8.8,-4,hsa05200,Pathways in cancer,M111,3,0
1,1,1,-2,-2.1,-2.1,GO:1901739,regulation of myoblast fusion,M111,3,0
1,1,1,-2.4,-3.1,-2.5,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,M111,3,0
1,1,1,-2.1,-2.8,-3,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,M111,3,0
1,1,1,-6.6,-4.4,-3.8,GO:0045058,T cell selection,M111,3,0
1,1,1,-3.5,-6.4,-4.6,GO:0001944,vasculature development,M111,3,0
1,1,1,-4,-3.8,-4,GO:0002700,regulation of production of molecular mediator of immune response,M111,3,0
1,1,1,-3.9,-7.2,-4.3,GO:1903039,positive regulation of leukocyte cell-cell adhesion,M111,3,0
1,1,1,-2.4,-2.6,-2,GO:0002821,positive regulation of adaptive immune response,M111,3,0
1,1,1,-4,-2.6,-2.6,GO:0021895,cerebral cortex neuron differentiation,M111,3,0
1,1,1,-4.3,-5.8,-3.3,GO:0002429,immune response-activating cell surface receptor signaling pathway,M111,3,0
1,1,1,-4.1,-5.4,-3.8,GO:0001701,in utero embryonic development,M111,3,0
1,1,1,-3.6,-6.2,-3.1,GO:0048729,tissue morphogenesis,M111,3,0
1,1,1,-5.6,-5.9,-5.7,GO:0050867,positive regulation of cell activation,M111,3,0
1,1,1,-8.8,-8.9,-3.1,GO:0070848,response to growth factor,M111,3,0
1,1,1,-4.8,-2,-2.4,R-HSA-9006335,Signaling by Erythropoietin,M111,3,0
1,1,1,-2.4,-3.5,-2.8,GO:0045061,thymic T cell selection,M111,3,0
1,1,1,-4.9,-2.9,-2.3,GO:0007405,neuroblast proliferation,M111,3,0
1,1,1,-5.8,-5.8,-6.3,GO:0051216,cartilage development,M111,3,0
1,1,1,-2.8,-5.2,-3.8,GO:0061515,myeloid cell development,M111,3,0
1,1,1,-4,-3.7,-4.3,GO:0070663,regulation of leukocyte proliferation,M111,3,0
1,1,1,-2.1,-2.9,-2.3,R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,M111,3,0
1,1,1,-3.5,-7,-4,GO:0022409,positive regulation of cell-cell adhesion,M111,3,0
1,1,1,-3.8,-4.1,-3.8,WP2840,Hair follicle development cytodifferentiation part 3 of 3,M111,3,0
1,1,1,-2.4,-2.1,-3.3,WP170,Nuclear receptors,M111,3,0
1,1,1,-2.7,-2.6,-3,GO:0051046,regulation of secretion,M111,3,0
1,1,1,-3.9,-3.6,-2.5,GO:0035710,"CD4-positive, alpha-beta T cell activation",M111,3,0
1,1,1,-2.8,-4.9,-3.9,GO:0022030,telencephalon glial cell migration,M111,3,0
1,1,1,-6,-6.4,-6.1,GO:0002683,negative regulation of immune system process,M111,3,0
1,1,1,-5,-9,-8.2,WP4149,White fat cell differentiation,M111,3,0
1,1,1,-5.8,-4.9,-2.9,GO:0045639,positive regulation of myeloid cell differentiation,M111,3,0
1,1,1,-4.1,-2.7,-3,GO:0043368,positive T cell selection,M111,3,0
1,1,1,-3.5,-7.3,-5.8,hsa05202,Transcriptional misregulation in cancer,M111,3,0
1,1,1,-2.5,-2.1,-2.1,GO:0031346,positive regulation of cell projection organization,M111,3,0
1,1,1,-3.2,-2.5,-2.2,GO:0002262,myeloid cell homeostasis,M111,3,0
1,1,1,-5.3,-5.1,-6,GO:0009792,embryo development ending in birth or egg hatching,M111,3,0
1,1,1,-2.6,-2.6,-3.6,CORUM:2693,NFAT-JUN-FOS DNA-protein complex,M111,3,0
1,1,1,-2.6,-2,-2.7,M1315,SIG PIP3 SIGNALING IN B LYMPHOCYTES,M111,3,0
1,1,1,-2.4,-3.7,-2,GO:0045665,negative regulation of neuron differentiation,M111,3,0
1,1,1,-2.7,-5.3,-4.3,GO:0046645,positive regulation of gamma-delta T cell activation,M111,3,0
1,1,1,-3,-4.2,-3.7,GO:0046643,regulation of gamma-delta T cell activation,M111,3,0
1,1,1,-6.7,-7.1,-3.8,GO:0022407,regulation of cell-cell adhesion,M111,3,0
1,1,1,-6,-4.8,-3.4,GO:0050678,regulation of epithelial cell proliferation,M111,3,0
1,1,1,-2,-3.2,-3.3,GO:2001187,"positive regulation of CD8-positive, alpha-beta T cell activation",M111,3,0
1,1,1,-3,-3.3,-3.3,GO:0048762,mesenchymal cell differentiation,M111,3,0
1,1,1,-5.1,-6.3,-2.7,M183,PID IL6 7 PATHWAY,M111,3,0
1,1,1,-5.2,-4.5,-3.8,GO:1902075,cellular response to salt,M111,3,0
1,1,1,-3.2,-2.1,-2.5,GO:0002698,negative regulation of immune effector process,M111,3,0
1,1,1,-5.6,-6.4,-3.3,GO:0050767,regulation of neurogenesis,M111,3,0
1,1,1,-3.1,-4.7,-3.5,GO:0051962,positive regulation of nervous system development,M111,3,0
1,1,1,-4,-4.9,-3.1,GO:0048839,inner ear development,M111,3,0
1,1,1,-2.2,-4.3,-5.1,GO:0050727,regulation of inflammatory response,M111,3,0
1,1,1,-3,-4.9,-4.9,GO:0045444,fat cell differentiation,M111,3,0
1,1,1,-2.7,-4.5,-2.5,GO:0098727,maintenance of cell number,M111,3,0
1,1,1,-5.4,-8.3,-3.4,hsa05167,Kaposi sarcoma-associated herpesvirus infection,M111,3,0
1,1,1,-2.2,-6.1,-2.1,GO:0048589,developmental growth,M111,3,0
1,1,1,-8.2,-5.2,-6.4,WP2849,Hematopoietic stem cell differentiation,M111,3,0
1,1,1,-7,-4.8,-3.1,GO:0002366,leukocyte activation involved in immune response,M111,3,0
1,1,1,-4.9,-7.8,-3.7,GO:0021543,pallium development,M111,3,0
1,1,1,-3,-3.8,-3,GO:0051101,regulation of DNA binding,M111,3,0
1,1,1,-3,-4.2,-3.4,GO:0001503,ossification,M111,3,0
1,1,1,-5.1,-4.3,-2.3,R-HSA-9658195,Leishmania infection,M111,3,0
1,1,1,-4.9,-5.1,-4.1,GO:0002697,regulation of immune effector process,M111,3,0
1,1,1,-3.6,-3.8,-2,GO:0002294,"CD4-positive, alpha-beta T cell differentiation involved in immune response",M111,3,0
1,1,1,-4,-4.5,-2.9,GO:0043010,camera-type eye development,M111,3,0
1,1,1,-5.2,-5.6,-3.8,GO:0050778,positive regulation of immune response,M111,3,0
1,1,1,-4.3,-6.2,-3.6,GO:0045664,regulation of neuron differentiation,M111,3,0
1,1,1,-3.8,-5.1,-3.2,GO:0001654,eye development,M111,3,0
1,1,1,-4.7,-4,-2,GO:0035107,appendage morphogenesis,M111,3,0
1,1,1,-2.6,-2.6,-3.6,GO:1901741,positive regulation of myoblast fusion,M111,3,0
1,1,1,-7.8,-9.2,-7.6,GO:1903706,regulation of hemopoiesis,M111,3,0
1,1,1,-4.1,-5,-2.2,GO:0002253,activation of immune response,M111,3,0
1,1,1,-2.6,-2.6,-3.6,CORUM:2695,ETS2-FOS-JUN complex,M111,3,0
1,1,1,-3.9,-2.3,-4,WP2858,Ectoderm differentiation,M111,3,0
1,1,1,-17,-21,-12,GO:0030097,hemopoiesis,M111,3,0
1,1,1,-2.8,-2.9,-2.7,GO:0045577,regulation of B cell differentiation,M111,3,0
1,1,1,-2.7,-2.9,-2.5,WP4341,Non genomic actions of 1 25 dihydroxyvitamin D3,M111,3,0
1,1,1,-5.6,-4.8,-3.8,hsa04659,Th17 cell differentiation,M111,3,0
1,1,1,-5.5,-4.7,-4.6,GO:0046634,regulation of alpha-beta T cell activation,M111,3,0
1,1,1,-5.9,-4.8,-2.5,GO:0048704,embryonic skeletal system morphogenesis,M111,3,0
1,1,1,-3.1,-4.4,-2.1,GO:0007498,mesoderm development,M111,3,0
1,1,1,-9.1,-6.4,-3.9,M167,PID AP1 PATHWAY,M111,3,0
1,1,1,-12,-12,-5,GO:0042110,T cell activation,M111,3,0
1,1,1,-7.4,-8.6,-2.7,GO:0042113,B cell activation,M111,3,0
1,1,1,-6.1,-4,-4,GO:0048706,embryonic skeletal system development,M111,3,0
1,1,1,-3.2,-5.5,-3.2,GO:0003002,regionalization,M111,3,0
1,1,1,-2.7,-2.9,-2.4,WP2023,Cell differentiation expanded index,M111,3,0
1,1,1,-3.7,-4.7,-3.1,GO:0021885,forebrain cell migration,M111,3,0
1,1,1,-7.6,-5.2,-3.8,M7,PID FCER1 PATHWAY,M111,3,0
1,1,1,-5.1,-3.8,-4,M28,PID IL4 2PATHWAY,M111,3,0
1,1,1,-3.9,-3.9,-4.5,GO:0010001,glial cell differentiation,M111,3,0
1,1,1,-8.3,-11,-12,GO:0045165,cell fate commitment,M111,3,0
1,1,1,-3.7,-4.9,-2.1,GO:0009611,response to wounding,M111,3,0
1,1,1,-2.1,-3.2,-2.5,GO:0009952,anterior/posterior pattern specification,M111,3,0
1,1,1,-2.9,-3.8,-2.4,GO:0001709,cell fate determination,M111,3,0
1,1,1,-3.8,-4.2,-2.6,GO:0043583,ear development,M111,3,0
1,1,1,-3.5,-2.4,-2.3,GO:0021892,cerebral cortex GABAergic interneuron differentiation,M111,3,0
1,1,1,-6.7,-7.9,-5.3,GO:0046631,alpha-beta T cell activation,M111,3,0
1,1,1,-2,-2.1,-2.1,GO:1904936,interneuron migration,M111,3,0
1,1,1,-6,-3.8,-4,M60,PID NFAT TFPATHWAY,M111,3,0
1,1,1,-6.9,-5.4,-3.5,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,M111,3,0
