_MEMBER_data_imp_1 - 1.8-2.2,_MEMBER_data_imp_1 - 4.5-5.5,_MEMBER_data_imp_1 - 9.0-11.0,_LogP_data_imp_1 - 1.8-2.2,_LogP_data_imp_1 - 4.5-5.5,_LogP_data_imp_1 - 9.0-11.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,1,1,-3.2,-3,-2.2,M63,PID AVB3 OPN PATHWAY,M111,3,0
1,1,1,-4.3,-5.5,-3.4,hsa05321,Inflammatory bowel disease,M111,3,0
1,1,1,-2.4,-4.1,-3.6,M122,PID IL2 1PATHWAY,M111,3,0
1,1,1,-3.8,-3.4,-2.5,GO:0048545,response to steroid hormone,M111,3,0
1,1,1,-6.4,-4.2,-2.1,GO:0048844,artery morphogenesis,M111,3,0
1,1,1,-3.8,-2.4,-3.4,GO:0048483,autonomic nervous system development,M111,3,0
1,1,1,-3.7,-2.8,-5.6,GO:1903708,positive regulation of hemopoiesis,M111,3,0
1,1,1,-3.6,-3.8,-3.4,GO:0048663,neuron fate commitment,M111,3,0
1,1,1,-6.1,-2.5,-6.5,GO:0045637,regulation of myeloid cell differentiation,M111,3,0
1,1,1,-3.7,-3.8,-2.7,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,M111,3,0
1,1,1,-3.6,-2.2,-3.4,WP2526,PDGF pathway,M111,3,0
1,1,1,-3.9,-5.6,-2.7,GO:0001892,embryonic placenta development,M111,3,0
1,1,1,-4.4,-4.9,-2.1,GO:0051090,regulation of DNA-binding transcription factor activity,M111,3,0
1,1,1,-2.4,-2.2,-2.5,WP4258,lncRNA in canonical Wnt signaling and colorectal cancer,M111,3,0
1,1,1,-5,-5.1,-4.3,M183,PID IL6 7 PATHWAY,M111,3,0
1,1,1,-8.5,-6.2,-8.6,GO:0010720,positive regulation of cell development,M111,3,0
1,1,1,-5.4,-4.2,-6.4,GO:0050865,regulation of cell activation,M111,3,0
1,1,1,-7.5,-6.2,-6.4,GO:0021700,developmental maturation,M111,3,0
1,1,1,-3.7,-2.8,-5.6,GO:1902107,positive regulation of leukocyte differentiation,M111,3,0
1,1,1,-8.9,-7.5,-8.2,GO:0030098,lymphocyte differentiation,M111,3,0
1,1,1,-2.1,-2.8,-2.2,GO:0045058,T cell selection,M111,3,0
1,1,1,-2.3,-3.5,-3.2,R-HSA-4411364,Binding of TCF/LEF:CTNNB1 to target gene promoters,M111,3,0
1,1,1,-3.5,-2.2,-3.3,GO:0001649,osteoblast differentiation,M111,3,0
1,1,1,-4,-2.1,-3.5,hsa05215,Prostate cancer,M111,3,0
1,1,1,-11,-5.5,-4.6,GO:2000628,regulation of miRNA metabolic process,M111,3,0
1,1,1,-2.6,-4.2,-3.7,GO:0021954,central nervous system neuron development,M111,3,0
1,1,1,-5.8,-5.1,-3.9,GO:1903037,regulation of leukocyte cell-cell adhesion,M111,3,0
1,1,1,-2.2,-2.6,-2.8,GO:0046651,lymphocyte proliferation,M111,3,0
1,1,1,-5.3,-5.4,-2.9,GO:0043583,ear development,M111,3,0
1,1,1,-2.2,-2.4,-3.4,hsa05417,Lipid and atherosclerosis,M111,3,0
1,1,1,-11,-8,-10,GO:0030099,myeloid cell differentiation,M111,3,0
1,1,1,-6.6,-4.9,-3.5,GO:0030218,erythrocyte differentiation,M111,3,0
1,1,1,-3.6,-3,-5,GO:0019221,cytokine-mediated signaling pathway,M111,3,0
1,1,1,-10,-7.6,-4.3,GO:0007423,sensory organ development,M111,3,0
1,1,1,-7.4,-9,-5.9,GO:0071363,cellular response to growth factor stimulus,M111,3,0
1,1,1,-11,-8,-6,WP4149,White fat cell differentiation,M111,3,0
1,1,1,-11,-4.5,-4,GO:0060322,head development,M111,3,0
1,1,1,-4.8,-2,-4,GO:0031348,negative regulation of defense response,M111,3,0
1,1,1,-4.8,-4.5,-3.3,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,M111,3,0
1,1,1,-4.3,-3.5,-4.5,GO:0046631,alpha-beta T cell activation,M111,3,0
1,1,1,-6.5,-4.1,-2.3,GO:0001654,eye development,M111,3,0
1,1,1,-9.9,-5.4,-3.9,GO:0007420,brain development,M111,3,0
1,1,1,-4,-3,-2.1,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,M111,3,0
1,1,1,-8,-6,-8.9,GO:0042110,T cell activation,M111,3,0
1,1,1,-5.8,-3,-4.4,GO:0060173,limb development,M111,3,0
1,1,1,-11,-8.9,-7.7,GO:0008283,cell population proliferation,M111,3,0
1,1,1,-7.7,-5.7,-6.5,GO:0030217,T cell differentiation,M111,3,0
1,1,1,-2.1,-2.8,-3.5,CORUM:2693,NFAT-JUN-FOS DNA-protein complex,M111,3,0
1,1,1,-14,-9.1,-4.5,GO:0009792,embryo development ending in birth or egg hatching,M111,3,0
1,1,1,-4.8,-2.6,-5.5,GO:0050867,positive regulation of cell activation,M111,3,0
1,1,1,-3.1,-3.2,-2.1,R-HSA-8878166,Transcriptional regulation by RUNX2,M111,3,0
1,1,1,-4,-3.2,-5.6,GO:0050778,positive regulation of immune response,M111,3,0
1,1,1,-5.1,-4.3,-4.3,GO:0010001,glial cell differentiation,M111,3,0
1,1,1,-2.4,-5.7,-3,R-HSA-8878159,Transcriptional regulation by RUNX3,M111,3,0
1,1,1,-4,-2.1,-3.5,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M111,3,0
1,1,1,-2.7,-2.5,-3,GO:2000177,regulation of neural precursor cell proliferation,M111,3,0
1,1,1,-10,-5.1,-3.2,GO:0030900,forebrain development,M111,3,0
1,1,1,-4.2,-3.4,-4.7,GO:0006954,inflammatory response,M111,3,0
1,1,1,-9,-4,-2.6,GO:0001568,blood vessel development,M111,3,0
1,1,1,-6.2,-2,-4.5,GO:0048704,embryonic skeletal system morphogenesis,M111,3,0
1,1,1,-3.9,-3.2,-3.2,R-HSA-2559583,Cellular Senescence,M111,3,0
1,1,1,-4,-3.4,-2.1,GO:0051345,positive regulation of hydrolase activity,M111,3,0
1,1,1,-6.5,-4.1,-3.5,GO:0007517,muscle organ development,M111,3,0
1,1,1,-3.1,-2.1,-3,GO:0070665,positive regulation of leukocyte proliferation,M111,3,0
1,1,1,-3.1,-3.2,-3.7,GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",M111,3,0
1,1,1,-8.3,-8,-3.6,hsa04659,Th17 cell differentiation,M111,3,0
1,1,1,-2.7,-2.3,-5.9,GO:0030851,granulocyte differentiation,M111,3,0
1,1,1,-4.7,-3.6,-6.1,GO:0051249,regulation of lymphocyte activation,M111,3,0
1,1,1,-4.3,-3,-2.5,GO:2000736,regulation of stem cell differentiation,M111,3,0
1,1,1,-8.3,-3.7,-2.4,GO:0001944,vasculature development,M111,3,0
1,1,1,-4.2,-3.4,-3.5,GO:0050727,regulation of inflammatory response,M111,3,0
1,1,1,-8.8,-6,-5.3,GO:1902895,positive regulation of miRNA transcription,M111,3,0
1,1,1,-3,-3.7,-4.3,GO:0050870,positive regulation of T cell activation,M111,3,0
1,1,1,-2.4,-2.4,-2.4,GO:0045622,regulation of T-helper cell differentiation,M111,3,0
1,1,1,-7.2,-4.9,-5.3,R-HSA-449147,Signaling by Interleukins,M111,3,0
1,1,1,-3.6,-3.8,-3.7,WP5293,Acute myeloid leukemia,M111,3,0
1,1,1,-2.3,-2.5,-3.4,GO:0002274,myeloid leukocyte activation,M111,3,0
1,1,1,-8.8,-7.2,-3.6,GO:0001701,in utero embryonic development,M111,3,0
1,1,1,-9.9,-7.9,-10,GO:1903131,mononuclear cell differentiation,M111,3,0
1,1,1,-3.4,-3.1,-4.9,GO:1902075,cellular response to salt,M111,3,0
1,1,1,-6,-2.7,-3,WP4211,Transcriptional cascade regulating adipogenesis,M111,3,0
1,1,1,-4.3,-4,-5.2,GO:1903039,positive regulation of leukocyte cell-cell adhesion,M111,3,0
1,1,1,-4.7,-2.7,-2.6,WP2355,Corticotropin releasing hormone signaling pathway,M111,3,0
1,1,1,-6.5,-2.6,-3.4,GO:0048872,homeostasis of number of cells,M111,3,0
1,1,1,-14,-13,-8.1,GO:0048568,embryonic organ development,M111,3,0
1,1,1,-8.3,-6.4,-3,WP2840,Hair follicle development cytodifferentiation part 3 of 3,M111,3,0
1,1,1,-2.8,-2.8,-2.7,hsa05170,Human immunodeficiency virus 1 infection,M111,3,0
1,1,1,-2.6,-3.1,-2.6,GO:0070661,leukocyte proliferation,M111,3,0
1,1,1,-4.5,-3.8,-2.5,GO:0010464,regulation of mesenchymal cell proliferation,M111,3,0
1,1,1,-6,-4,-5.3,GO:0035107,appendage morphogenesis,M111,3,0
1,1,1,-3.2,-3.9,-3.2,R-HSA-2871796,FCERI mediated MAPK activation,M111,3,0
1,1,1,-2.2,-3.2,-2.2,GO:0008593,regulation of Notch signaling pathway,M111,3,0
1,1,1,-8.7,-7.7,-13,GO:0001775,cell activation,M111,3,0
1,1,1,-6.6,-5.3,-3.9,M60,PID NFAT TFPATHWAY,M111,3,0
1,1,1,-6.9,-4.4,-2.1,GO:0043010,camera-type eye development,M111,3,0
1,1,1,-3.2,-2.1,-2.2,GO:0021783,preganglionic parasympathetic fiber development,M111,3,0
1,1,1,-2.2,-2.5,-2.5,GO:0048821,erythrocyte development,M111,3,0
1,1,1,-7.3,-4.2,-2.5,GO:0150063,visual system development,M111,3,0
1,1,1,-6,-5,-3.5,GO:0048839,inner ear development,M111,3,0
1,1,1,-4.7,-4.1,-2.4,WP5130,Th17 cell differentiation pathway,M111,3,0
1,1,1,-2.6,-2.8,-2.9,GO:0061515,myeloid cell development,M111,3,0
1,1,1,-4.5,-3.6,-2.9,R-HSA-9006925,Intracellular signaling by second messengers,M111,3,0
1,1,1,-3.8,-2.7,-5.8,GO:0051251,positive regulation of lymphocyte activation,M111,3,0
1,1,1,-4.3,-3.8,-3,GO:0046632,alpha-beta T cell differentiation,M111,3,0
1,1,1,-6.1,-2.2,-3.2,M2,PID SMAD2 3NUCLEAR PATHWAY,M111,3,0
1,1,1,-4,-3,-3,GO:0002263,cell activation involved in immune response,M111,3,0
1,1,1,-3.1,-3.8,-2.4,GO:0050679,positive regulation of epithelial cell proliferation,M111,3,0
1,1,1,-5.7,-3.2,-2.8,WP366,TGF beta signaling pathway,M111,3,0
1,1,1,-3.2,-3.5,-5.5,GO:0045646,regulation of erythrocyte differentiation,M111,3,0
1,1,1,-4.7,-3.2,-2.4,WP3599,Transcription factor regulation in adipogenesis,M111,3,0
1,1,1,-5,-2.9,-3.7,GO:0071560,cellular response to transforming growth factor beta stimulus,M111,3,0
1,1,1,-2.5,-2.7,-4.5,hsa04660,T cell receptor signaling pathway,M111,3,0
1,1,1,-3.4,-2.5,-4.9,WP5102,Familial partial lipodystrophy,M111,3,0
1,1,1,-3.8,-6.2,-2.1,GO:0071773,cellular response to BMP stimulus,M111,3,0
1,1,1,-5.9,-3.6,-5.8,GO:0035113,embryonic appendage morphogenesis,M111,3,0
1,1,1,-7.8,-4.6,-6.7,GO:0048469,cell maturation,M111,3,0
1,1,1,-11,-6.9,-3.8,hsa05200,Pathways in cancer,M111,3,0
1,1,1,-3.4,-4.6,-6.3,GO:0045639,positive regulation of myeloid cell differentiation,M111,3,0
1,1,1,-10,-4.2,-4.6,R-HSA-9616222,Transcriptional regulation of granulopoiesis,M111,3,0
1,1,1,-3.9,-4.2,-6.5,M7,PID FCER1 PATHWAY,M111,3,0
1,1,1,-5.8,-3,-4.4,GO:0048736,appendage development,M111,3,0
1,1,1,-4.2,-3.8,-2.9,GO:0001818,negative regulation of cytokine production,M111,3,0
1,1,1,-4.7,-3.2,-2.2,M195,PID CMYB PATHWAY,M111,3,0
1,1,1,-15,-9,-4.6,GO:0043009,chordate embryonic development,M111,3,0
1,1,1,-3.4,-3,-5.9,GO:0046634,regulation of alpha-beta T cell activation,M111,3,0
1,1,1,-7.8,-5.2,-4.2,WP5373,Role of hypoxia angiogenesis and FGF pathway in OA chondrocyte hypertrophy,M111,3,0
1,1,1,-4.1,-3.5,-2.5,M235,PID TCR CALCIUM PATHWAY,M111,3,0
1,1,1,-9.1,-3,-3.4,hsa05202,Transcriptional misregulation in cancer,M111,3,0
1,1,1,-2.5,-3.4,-4.8,GO:0042113,B cell activation,M111,3,0
1,1,1,-3.9,-4.4,-3.9,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,M111,3,0
1,1,1,-3.7,-2.4,-2.4,M236,PID DELTA NP63 PATHWAY,M111,3,0
1,1,1,-3.9,-2.2,-2.9,M151,PID AR TF PATHWAY,M111,3,0
1,1,1,-2.4,-2.7,-3,GO:0050866,negative regulation of cell activation,M111,3,0
1,1,1,-8.5,-4.1,-3.1,GO:0061061,muscle structure development,M111,3,0
1,1,1,-2.9,-2.2,-2.4,GO:0010721,negative regulation of cell development,M111,3,0
1,1,1,-7.4,-6.4,-3.9,GO:0007167,enzyme-linked receptor protein signaling pathway,M111,3,0
1,1,1,-7.5,-4.1,-2.5,GO:0048880,sensory system development,M111,3,0
1,1,1,-5.9,-4.6,-6.1,GO:0002062,chondrocyte differentiation,M111,3,0
1,1,1,-10,-3.1,-6,hsa04380,Osteoclast differentiation,M111,3,0
1,1,1,-7.3,-6,-5.4,GO:0071345,cellular response to cytokine stimulus,M111,3,0
1,1,1,-3.8,-2.6,-3.1,R-HSA-2871809,FCERI mediated Ca+2 mobilization,M111,3,0
1,1,1,-3.3,-3.5,-2,GO:0002703,regulation of leukocyte mediated immunity,M111,3,0
1,1,1,-17,-8.9,-7.9,GO:0001501,skeletal system development,M111,3,0
1,1,1,-2.4,-3.3,-6,GO:0002768,immune response-regulating cell surface receptor signaling pathway,M111,3,0
1,1,1,-5.6,-3.6,-4.7,GO:0071559,response to transforming growth factor beta,M111,3,0
1,1,1,-4.5,-2.6,-4.6,R-HSA-9824443,Parasitic Infection Pathways,M111,3,0
1,1,1,-6.9,-4.7,-3,GO:0051960,regulation of nervous system development,M111,3,0
1,1,1,-7.6,-3.3,-11,GO:1903706,regulation of hemopoiesis,M111,3,0
1,1,1,-4.6,-3.2,-3.9,WP3945,TYROBP causal network in microglia,M111,3,0
1,1,1,-5.6,-3.8,-7.5,GO:0002694,regulation of leukocyte activation,M111,3,0
1,1,1,-4.5,-3.8,-4.6,GO:0045785,positive regulation of cell adhesion,M111,3,0
1,1,1,-3.2,-5.8,-2.4,GO:0071407,cellular response to organic cyclic compound,M111,3,0
1,1,1,-13,-13,-6.3,GO:0045165,cell fate commitment,M111,3,0
1,1,1,-16,-11,-15,GO:0030097,hemopoiesis,M111,3,0
1,1,1,-4.3,-2.7,-6,GO:0002696,positive regulation of leukocyte activation,M111,3,0
1,1,1,-5.8,-3,-9,GO:1902105,regulation of leukocyte differentiation,M111,3,0
1,1,1,-3.7,-2.7,-4.7,GO:0045621,positive regulation of lymphocyte differentiation,M111,3,0
1,1,1,-3.9,-2.4,-4.2,R-HSA-983705,Signaling by the B Cell Receptor (BCR),M111,3,0
1,1,1,-5.6,-3.4,-4.1,M272,PID CD8 TCR DOWNSTREAM PATHWAY,M111,3,0
1,1,1,-4,-4.8,-2.9,GO:1901699,cellular response to nitrogen compound,M111,3,0
1,1,1,-7.8,-5.4,-8.5,hsa05167,Kaposi sarcoma-associated herpesvirus infection,M111,3,0
1,1,1,-3.8,-2.9,-6.4,GO:0045619,regulation of lymphocyte differentiation,M111,3,0
1,1,1,-3.3,-2.7,-2.5,R-HSA-1257604,PIP3 activates AKT signaling,M111,3,0
1,1,1,-2.4,-2.9,-4.5,WP4304,Oligodendrocyte specification and differentiation leading to myelin components for CNS,M111,3,0
1,1,1,-7.6,-2.5,-2.7,WP706,Sudden infant death syndrome SIDS susceptibility pathways,M111,3,0
1,1,1,-10,-5.9,-2.1,GO:0035239,tube morphogenesis,M111,3,0
1,1,1,-7.1,-5.6,-7.2,WP23,B cell receptor signaling pathway,M111,3,0
1,1,1,-5.5,-3.5,-2.9,GO:0051962,positive regulation of nervous system development,M111,3,0
1,1,1,-3,-2.9,-4,WP69,T cell receptor signaling pathway,M111,3,0
1,1,1,-2.1,-3.4,-2.1,hsa05140,Leishmaniasis,M111,3,0
1,1,1,-4.4,-4.6,-2.8,GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,M111,3,0
1,1,1,-8.4,-7.7,-13,GO:0046649,lymphocyte activation,M111,3,0
1,1,1,-8.2,-2.4,-2.3,GO:0045444,fat cell differentiation,M111,3,0
1,1,1,-2.9,-2.8,-2.5,GO:1902692,regulation of neuroblast proliferation,M111,3,0
1,1,1,-8.4,-2.8,-4.5,GO:0048705,skeletal system morphogenesis,M111,3,0
1,1,1,-5.7,-5,-3.1,GO:0050767,regulation of neurogenesis,M111,3,0
1,1,1,-6.9,-5.2,-5.8,GO:0061351,neural precursor cell proliferation,M111,3,0
1,1,1,-2.1,-2.8,-3.5,CORUM:2694,ERG-JUN-FOS DNA-protein complex,M111,3,0
1,1,1,-8.5,-4.4,-4.6,GO:0045596,negative regulation of cell differentiation,M111,3,0
1,1,1,-6.3,-2.3,-4.1,GO:1904888,cranial skeletal system development,M111,3,0
1,1,1,-2.9,-3.2,-2.5,hsa05207,Chemical carcinogenesis - receptor activation,M111,3,0
1,1,1,-3.7,-4,-2.7,GO:0035050,embryonic heart tube development,M111,3,0
1,1,1,-5.4,-3.6,-5.1,GO:0045664,regulation of neuron differentiation,M111,3,0
1,1,1,-8.7,-8.5,-13,GO:0045321,leukocyte activation,M111,3,0
1,1,1,-2,-2.6,-2.5,hsa05211,Renal cell carcinoma,M111,3,0
1,1,1,-6,-8.1,-4.9,hsa04658,Th1 and Th2 cell differentiation,M111,3,0
1,1,1,-8.2,-3.9,-4.2,GO:0021537,telencephalon development,M111,3,0
1,1,1,-5.6,-3.3,-3.1,GO:0060538,skeletal muscle organ development,M111,3,0
1,1,1,-4.2,-3,-2.2,WP3972,PDGFR beta pathway,M111,3,0
1,1,1,-12,-6.7,-7.9,GO:0061448,connective tissue development,M111,3,0
1,1,1,-4.1,-5.8,-3.5,GO:0021953,central nervous system neuron differentiation,M111,3,0
1,1,1,-2.4,-4.5,-2.4,GO:0001890,placenta development,M111,3,0
1,1,1,-3.8,-3,-3.3,GO:0001503,ossification,M111,3,0
1,1,1,-5.9,-3.6,-5.8,GO:0030326,embryonic limb morphogenesis,M111,3,0
1,1,1,-3.4,-2.9,-4.8,GO:0045582,positive regulation of T cell differentiation,M111,3,0
1,1,1,-2.2,-5.2,-3.4,GO:0021872,forebrain generation of neurons,M111,3,0
1,1,1,-4.6,-5,-3.7,GO:0007405,neuroblast proliferation,M111,3,0
1,1,1,-5,-5.1,-2.2,GO:0090596,sensory organ morphogenesis,M111,3,0
1,1,1,-12,-5.5,-5,GO:1902893,regulation of miRNA transcription,M111,3,0
1,1,1,-6,-4,-5.3,GO:0035108,limb morphogenesis,M111,3,0
1,1,1,-6.6,-7.3,-4.2,WP3527,Pre implantation embryo,M111,3,0
1,1,1,-3.1,-3.2,-2.8,GO:0045666,positive regulation of neuron differentiation,M111,3,0
1,1,1,-2.7,-4.3,-3.8,WP5218,Extrafollicular and follicular B cell activation by SARS CoV 2,M111,3,0
1,1,1,-2.1,-3,-2.5,GO:0021895,cerebral cortex neuron differentiation,M111,3,0
1,1,1,-4,-3,-3,GO:0002366,leukocyte activation involved in immune response,M111,3,0
1,1,1,-2.4,-2.3,-4.3,GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",M111,3,0
1,1,1,-4.7,-3.1,-2.9,GO:0001708,cell fate specification,M111,3,0
1,1,1,-6,-5.6,-5.1,R-HSA-1280215,Cytokine Signaling in Immune system,M111,3,0
1,1,1,-3.9,-3.1,-6.4,GO:0046637,regulation of alpha-beta T cell differentiation,M111,3,0
1,1,1,-9.4,-7.7,-3.9,GO:0048598,embryonic morphogenesis,M111,3,0
1,1,1,-4,-2.1,-2.9,GO:0021987,cerebral cortex development,M111,3,0
1,1,1,-5.6,-3.9,-2.7,M10,PID BCR 5PATHWAY,M111,3,0
1,1,1,-4.8,-4.5,-6.3,GO:0002250,adaptive immune response,M111,3,0
1,1,1,-3.5,-2.7,-3.4,WP5198,Inflammatory bowel disease signaling,M111,3,0
1,1,1,-3.4,-4.4,-6.8,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,M111,3,0
1,1,1,-8.4,-3.8,-4.6,GO:0048706,embryonic skeletal system development,M111,3,0
1,1,1,-6.6,-4,-2.6,WP4659,Gastrin signaling pathway,M111,3,0
1,1,1,-8.3,-4.2,-2.3,WP2064,Neural crest differentiation,M111,3,0
1,1,1,-12,-9.7,-14,GO:0002521,leukocyte differentiation,M111,3,0
1,1,1,-3,-2.2,-2,GO:2000179,positive regulation of neural precursor cell proliferation,M111,3,0
1,1,1,-3.8,-6.2,-2.1,GO:0071772,response to BMP,M111,3,0
1,1,1,-2.6,-2.2,-2.1,GO:0050868,negative regulation of T cell activation,M111,3,0
1,1,1,-3.4,-2.5,-2.3,WP5083,Neuroinflammation and glutamatergic signaling,M111,3,0
1,1,1,-4.7,-5.3,-3.2,GO:0042472,inner ear morphogenesis,M111,3,0
1,1,1,-4.8,-2.7,-2.1,WP4585,Cancer immunotherapy by PD 1 blockade,M111,3,0
1,1,1,-4.9,-2,-3,WP4879,Overlap between signal transduction pathways contributing to LMNA laminopathies,M111,3,0
1,1,0,-3.4,-2.2,0,GO:0090068,positive regulation of cell cycle process,M110,2,0
