_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-3.1,C0155626,M1,1,0,DisGeNET,35,Acute myocardial infarction,,-3.1,9.3,5.5,30304,766,17,4,24,10,864|9242|10365|55553,RUNX3|MSC|KLF2|SOX6,-0.33,0
1,-3.1,C0221357,M1,1,0,DisGeNET,35,Brachydactyly,,-3.1,16,6.6,30304,325,17,3,18,9.2,6913|6938|63976,TBX15|TCF12|PRDM16,-0.33,0
1,-3.1,C3887461,M1,1,0,DisGeNET,35,Head and Neck Carcinoma,,-3.1,9.1,5.4,30304,786,17,4,24,10,94|864|2146|6938,ACVRL1|RUNX3|EZH2|TCF12,-0.29,0
1,-3.1,C0002893,M1,1,0,DisGeNET,35,Refractory anemias,,-3.1,16,6.5,30304,340,17,3,18,9.2,2122|6256|10365,MECOM|RXRA|KLF2,-0.29,0
1,-3,C0221355,M1,1,0,DisGeNET,35,Macrocephaly,,-3,15,6.2,30304,366,17,3,18,9.2,2146|6913|6938,EZH2|TBX15|TCF12,-0.21,0
1,-2.9,C0023470,M1,1,0,DisGeNET,35,Myeloid Leukemia,,-2.9,14,6,30304,385,17,3,18,9.2,2122|2146|63976,MECOM|EZH2|PRDM16,-0.15,0
1,-2.8,C0006287,M1,1,0,DisGeNET,35,Bronchopulmonary Dysplasia,,-2.8,13,5.7,30304,423,17,3,18,9.2,94|2146|9242,ACVRL1|EZH2|MSC,-0.045,0
1,-2.7,C2607914,M1,1,0,DisGeNET,35,Allergic rhinitis (disorder),,-2.7,12,5.5,30304,446,17,3,18,9.2,639|2146|63976,PRDM1|EZH2|PRDM16,-0.0011,0
1,-2.7,C4721414,M1,1,0,DisGeNET,35,Mantle cell lymphoma,,-2.7,11,5.4,30304,466,17,3,18,9.2,639|2146|10365,PRDM1|EZH2|KLF2,0,0
1,-2.7,C0345905,M1,1,0,DisGeNET,35,Intrahepatic Cholangiocarcinoma,,-2.7,11,5.4,30304,470,17,3,18,9.2,864|2122|2146,RUNX3|MECOM|EZH2,0,0
1,-2.7,C0032927,M1,1,0,DisGeNET,35,Precancerous Conditions,,-2.7,11,5.4,30304,471,17,3,18,9.2,864|2122|2146,RUNX3|MECOM|EZH2,0,0
1,-2.6,C1445957,M1,1,0,DisGeNET,35,Serum total cholesterol measurement,,-2.6,11,5.3,30304,486,17,3,18,9.2,2122|6256|6938,MECOM|RXRA|TCF12,0,0
1,-2.6,C0010278,M1,1,0,DisGeNET,35,Craniosynostosis,,-2.6,11,5.3,30304,488,17,3,18,9.2,2146|6938|55553,EZH2|TCF12|SOX6,0,0
1,-2.6,C0036220,M1,1,0,DisGeNET,35,Kaposi Sarcoma,,-2.6,11,5.3,30304,488,17,3,18,9.2,864|2146|9242,RUNX3|EZH2|MSC,0,0
1,-2.6,C0002170,M1,1,0,DisGeNET,35,Alopecia,,-2.6,11,5.2,30304,491,17,3,18,9.2,864|6913|6938,RUNX3|TBX15|TCF12,0,0
1,-2.6,C0280324,M1,1,0,DisGeNET,35,Laryngeal Squamous Cell Carcinoma,,-2.6,11,5.2,30304,504,17,3,18,9.2,864|2146|285987,RUNX3|EZH2|DLX6-AS1,0,0
1,-2.6,C1332201,M1,1,0,DisGeNET,35,Adult Diffuse Large B-Cell Lymphoma,,-2.6,11,5.2,30304,504,17,3,18,9.2,639|864|2146,PRDM1|RUNX3|EZH2,0,0
1,-2.6,C0553580,M1,1,0,DisGeNET,35,Ewings sarcoma,,-2.6,10,5.1,30304,517,17,3,18,9.2,864|2146|285987,RUNX3|EZH2|DLX6-AS1,0,0
1,-2.5,C0281361,M1,1,0,DisGeNET,35,Adenocarcinoma of pancreas,,-2.5,10,5.1,30304,518,17,3,18,9.2,864|2146|6256,RUNX3|EZH2|RXRA,0,0
1,-2.5,C0024131,M1,1,0,DisGeNET,35,Lupus Vulgaris,,-2.5,10,5,30304,526,17,3,18,9.2,639|2146|6452,PRDM1|EZH2|SH3BP2,0,0
1,-2.5,C0029925,M1,1,0,DisGeNET,35,Ovarian Carcinoma,,-2.5,9.9,5,30304,539,17,3,18,9.2,864|2122|2146,RUNX3|MECOM|EZH2,0,0
1,-2.5,C0024138,M1,1,0,DisGeNET,35,"Lupus Erythematosus, Discoid",,-2.5,9.7,4.9,30304,552,17,3,18,9.2,639|2146|6452,PRDM1|EZH2|SH3BP2,0,0
1,-2.5,C0006413,M1,1,0,DisGeNET,35,Burkitt Lymphoma,,-2.5,9.6,4.9,30304,556,17,3,18,9.2,639|2146|9242,PRDM1|EZH2|MSC,0,0
1,-2.5,C0409974,M1,1,0,DisGeNET,35,Lupus Erythematosus,,-2.5,9.6,4.8,30304,558,17,3,18,9.2,639|2146|6452,PRDM1|EZH2|SH3BP2,0,0
1,-2.4,C0205682,M1,1,0,DisGeNET,35,Waist-Hip Ratio,,-2.4,9.5,4.8,30304,565,17,3,18,9.2,2122|6913|63976,MECOM|TBX15|PRDM16,0,0
1,-2.4,C0042133,M1,1,0,DisGeNET,35,Uterine Fibroids,,-2.4,9.4,4.8,30304,569,17,3,18,9.2,94|2146|6256,ACVRL1|EZH2|RXRA,0,0
1,-2.4,C0020534,M1,1,0,DisGeNET,35,Orbital separation excessive,,-2.4,9.1,4.7,30304,590,17,3,18,9.2,2146|6913|6938,EZH2|TBX15|TCF12,0,0
1,-2.4,C0427460,M1,1,0,DisGeNET,35,Red cell distribution width determination,,-2.4,9,4.7,30304,593,17,3,18,9.2,2122|2146|55553,MECOM|EZH2|SOX6,0,0
1,-2.4,C1304746,M1,1,0,DisGeNET,35,RDW - Red blood cell distribution width result,,-2.4,9,4.7,30304,593,17,3,18,9.2,2122|2146|55553,MECOM|EZH2|SOX6,0,0
1,-2.3,C0175754,M1,1,0,DisGeNET,35,Agenesis of corpus callosum,,-2.3,8.7,4.6,30304,615,17,3,18,9.2,864|2146|63976,RUNX3|EZH2|PRDM16,0,0
1,-2.3,C0004623,M1,1,0,DisGeNET,35,Bacterial Infections,,-2.3,8.7,4.6,30304,616,17,3,18,9.2,864|2146|9242,RUNX3|EZH2|MSC,0,0
1,-2.3,C0085669,M1,1,0,DisGeNET,35,Acute leukemia,,-2.3,8.4,4.5,30304,639,17,3,18,9.2,864|2122|2146,RUNX3|MECOM|EZH2,0,0
1,-2.3,C1961099,M1,1,0,DisGeNET,35,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,,-2.3,8.3,4.4,30304,644,17,3,18,9.2,2122|2146|63976,MECOM|EZH2|PRDM16,0,0
1,-2.3,C0085207,M1,1,0,DisGeNET,35,Gestational Diabetes,,-2.3,8.2,4.4,30304,649,17,3,18,9.2,2146|6256|9242,EZH2|RXRA|MSC,0,0
1,-2.2,C0023508,M1,1,0,DisGeNET,35,White Blood Cell Count procedure,,-2.2,7.9,4.3,30304,681,17,3,18,9.2,94|864|55553,ACVRL1|RUNX3|SOX6,0,0
1,-2.2,C0042373,M1,1,0,DisGeNET,35,Vascular Diseases,,-2.2,7.8,4.3,30304,688,17,3,18,9.2,94|2122|10365,ACVRL1|MECOM|KLF2,0,0
1,-2.2,C0024115,M1,1,0,DisGeNET,35,Lung diseases,,-2.2,7.6,4.2,30304,700,17,3,18,9.2,2146|9242|10365,EZH2|MSC|KLF2,0,0
1,-2.2,C0014772,M1,1,0,DisGeNET,35,Red Blood Cell Count measurement,,-2.2,7.5,4.1,30304,717,17,3,18,9.2,2122|55553|63976,MECOM|SOX6|PRDM16,0,0
1,-2.1,C0220641,M1,1,0,DisGeNET,35,Lip and Oral Cavity Carcinoma,,-2.1,7.3,4.1,30304,734,17,3,18,9.2,864|2146|10365,RUNX3|EZH2|KLF2,0,0
1,-2.1,C0153381,M1,1,0,DisGeNET,35,Malignant neoplasm of mouth,,-2.1,7.1,4,30304,756,17,3,18,9.2,864|2146|10365,RUNX3|EZH2|KLF2,0,0
1,-2.1,C0030297,M1,1,0,DisGeNET,35,Pancreatic Neoplasm,,-2.1,7,4,30304,764,17,3,18,9.2,94|864|2146,ACVRL1|RUNX3|EZH2,0,0
1,-2.1,C0278996,M1,1,0,DisGeNET,35,Malignant Head and Neck Neoplasm,,-2.1,7,4,30304,767,17,3,18,9.2,94|864|2146,ACVRL1|RUNX3|EZH2,0,0
1,-2.1,C3203102,M1,1,0,DisGeNET,35,Idiopathic pulmonary arterial hypertension,,-2.1,6.9,3.9,30304,776,17,3,18,9.2,94|2146|9242,ACVRL1|EZH2|MSC,0,0
1,-2,C0018784,M1,1,0,DisGeNET,35,Sensorineural Hearing Loss (disorder),,-2,6.8,3.9,30304,783,17,3,18,9.2,2122|9242|63976,MECOM|MSC|PRDM16,0,0
