_MEMBER_data_imp_1 - 94.0-96.0,_MEMBER_data_imp_1 - 96.0-98.0,_MEMBER_data_imp_1 - 98.0-100.0,_LogP_data_imp_1 - 94.0-96.0,_LogP_data_imp_1 - 96.0-98.0,_LogP_data_imp_1 - 98.0-100.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,0,1,-2.9,0,-2.9,hsa05033,Nicotine addiction,M101,2,0
0,1,1,0,-2.9,-2.4,GO:0002263,cell activation involved in immune response,M011,2,0
0,1,1,0,-2,-2,GO:0051384,response to glucocorticoid,M011,2,0
1,0,1,-2.4,0,-2.4,GO:0001892,embryonic placenta development,M101,2,0
0,1,1,0,-4.4,-3.4,GO:0002252,immune effector process,M011,2,0
1,0,1,-3.2,0,-3.9,GO:0022407,regulation of cell-cell adhesion,M101,2,0
0,1,1,0,-3.6,-3.5,GO:0071385,cellular response to glucocorticoid stimulus,M011,2,0
0,1,1,0,-2.1,-2.4,GO:0006954,inflammatory response,M011,2,0
0,1,1,0,-2.3,-6.1,GO:1903706,regulation of hemopoiesis,M011,2,0
1,0,1,-2.1,0,-3.9,GO:0098916,anterograde trans-synaptic signaling,M101,2,0
1,0,1,-2.2,0,-2.1,GO:0001934,positive regulation of protein phosphorylation,M101,2,0
0,1,1,0,-2.3,-3.1,R-HSA-9012999,RHO GTPase cycle,M011,2,0
1,0,1,-2.4,0,-3.2,GO:0060078,regulation of postsynaptic membrane potential,M101,2,0
1,0,1,-2.7,0,-3.8,GO:0048568,embryonic organ development,M101,2,0
0,1,1,0,-2.9,-2.9,GO:2000107,negative regulation of leukocyte apoptotic process,M011,2,0
1,0,1,-2.1,0,-3.9,GO:0007268,chemical synaptic transmission,M101,2,0
1,0,1,-3.3,0,-3.2,GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",M101,2,0
0,1,1,0,-2.4,-3.1,GO:0044057,regulation of system process,M011,2,0
1,0,1,-2.5,0,-4.3,GO:0099536,synaptic signaling,M101,2,0
0,1,1,0,-2.6,-2.6,GO:0099177,regulation of trans-synaptic signaling,M011,2,0
0,1,1,0,-2.7,-2.1,GO:0002285,lymphocyte activation involved in immune response,M011,2,0
1,1,0,-2.6,-4,0,GO:0007167,enzyme-linked receptor protein signaling pathway,M110,2,0
0,1,1,0,-2,-2,GO:0001502,cartilage condensation,M011,2,0
0,1,1,0,-2.6,-2,hsa04380,Osteoclast differentiation,M011,2,0
1,0,1,-3,0,-3.3,GO:0007420,brain development,M101,2,0
1,0,1,-2.4,0,-3,GO:0046637,regulation of alpha-beta T cell differentiation,M101,2,0
1,0,1,-3.1,0,-2.7,GO:0061061,muscle structure development,M101,2,0
1,0,1,-2.1,0,-4.5,GO:0030217,T cell differentiation,M101,2,0
1,0,1,-2,0,-3.1,GO:0046634,regulation of alpha-beta T cell activation,M101,2,0
0,1,1,0,-2.9,-2.4,GO:0002366,leukocyte activation involved in immune response,M011,2,0
1,0,1,-2.3,0,-3.8,GO:0045580,regulation of T cell differentiation,M101,2,0
0,1,1,0,-3.2,-4,GO:0071384,cellular response to corticosteroid stimulus,M011,2,0
0,1,1,0,-3.3,-6.4,GO:0001775,cell activation,M011,2,0
0,1,1,0,-3,-6.2,GO:0045321,leukocyte activation,M011,2,0
1,0,1,-2.1,0,-2.1,GO:0043588,skin development,M101,2,0
1,0,1,-2.3,0,-3.3,GO:0045598,regulation of fat cell differentiation,M101,2,0
0,1,1,0,-2.6,-2.6,GO:0050804,modulation of chemical synaptic transmission,M011,2,0
0,1,1,0,-2.1,-2.5,GO:0030336,negative regulation of cell migration,M011,2,0
1,0,1,-2.6,0,-3.2,GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",M101,2,0
1,0,1,-2.3,0,-2.2,GO:0050764,regulation of phagocytosis,M101,2,0
1,1,0,-2.5,-3.8,0,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,M110,2,0
0,1,1,0,-2,-2.3,GO:0030036,actin cytoskeleton organization,M011,2,0
1,0,1,-2.4,0,-6.3,GO:0002521,leukocyte differentiation,M101,2,0
1,0,1,-2.1,0,-3.2,GO:0050863,regulation of T cell activation,M101,2,0
1,1,0,-2.6,-2.2,0,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,M110,2,0
1,0,1,-2.2,0,-2.2,R-HSA-73980,RNA Polymerase III Transcription Termination,M101,2,0
0,1,1,0,-2.2,-2.2,GO:0071407,cellular response to organic cyclic compound,M011,2,0
1,1,0,-2.9,-2.4,0,GO:0090068,positive regulation of cell cycle process,M110,2,0
0,1,1,0,-2.7,-2.7,M143,PID IL2 PI3K PATHWAY,M011,2,0
0,1,1,0,-2.4,-2,GO:0034762,regulation of transmembrane transport,M011,2,0
0,1,1,0,-2.6,-3.3,GO:0071363,cellular response to growth factor stimulus,M011,2,0
1,0,1,-2,0,-3.6,GO:0002697,regulation of immune effector process,M101,2,0
1,0,1,-2.3,0,-2.6,GO:0045785,positive regulation of cell adhesion,M101,2,0
1,0,1,-2.3,0,-2.3,GO:0060537,muscle tissue development,M101,2,0
1,0,1,-2.8,0,-2.7,GO:0008283,cell population proliferation,M101,2,0
0,1,1,0,-2.9,-3.6,GO:0070848,response to growth factor,M011,2,0
1,0,1,-2.2,0,-2.7,GO:0046632,alpha-beta T cell differentiation,M101,2,0
1,0,1,-2.5,0,-2.9,GO:0010721,negative regulation of cell development,M101,2,0
1,0,1,-2,0,-2,GO:0035235,ionotropic glutamate receptor signaling pathway,M101,2,0
1,0,0,-2,0,0,GO:0032271,regulation of protein polymerization,M100,1,0
1,0,0,-2.6,0,0,GO:0046639,negative regulation of alpha-beta T cell differentiation,M100,1,0
0,0,1,0,0,-3.6,GO:0098815,modulation of excitatory postsynaptic potential,M001,1,0
0,1,0,0,-3.1,0,GO:0042416,dopamine biosynthetic process,M010,1,0
0,0,1,0,0,-2.2,GO:0034250,positive regulation of amide metabolic process,M001,1,0
0,0,1,0,0,-2,GO:0071356,cellular response to tumor necrosis factor,M001,1,0
0,0,1,0,0,-2.7,GO:0060479,lung cell differentiation,M001,1,0
0,0,1,0,0,-2.5,GO:0030111,regulation of Wnt signaling pathway,M001,1,0
0,1,0,0,-3.1,0,GO:0038113,interleukin-9-mediated signaling pathway,M010,1,0
0,0,1,0,0,-2.1,GO:0035914,skeletal muscle cell differentiation,M001,1,0
0,0,1,0,0,-4.2,GO:0007512,adult heart development,M001,1,0
0,0,1,0,0,-2,GO:0002292,T cell differentiation involved in immune response,M001,1,0
0,1,0,0,-2.2,0,GO:0051282,regulation of sequestering of calcium ion,M010,1,0
0,0,1,0,0,-2.4,GO:0070301,cellular response to hydrogen peroxide,M001,1,0
0,0,1,0,0,-4.5,GO:0045619,regulation of lymphocyte differentiation,M001,1,0
0,0,1,0,0,-3.9,GO:0042110,T cell activation,M001,1,0
0,1,0,0,-2.9,0,GO:0006937,regulation of muscle contraction,M010,1,0
0,1,0,0,-2,0,GO:0060396,growth hormone receptor signaling pathway,M010,1,0
0,0,1,0,0,-2.7,GO:0071375,cellular response to peptide hormone stimulus,M001,1,0
1,0,0,-2.6,0,0,GO:0031334,positive regulation of protein-containing complex assembly,M100,1,0
0,0,1,0,0,-3.1,GO:0061158,3'-UTR-mediated mRNA destabilization,M001,1,0
0,0,1,0,0,-2.1,GO:0035710,"CD4-positive, alpha-beta T cell activation",M001,1,0
1,0,0,-2.6,0,0,GO:0050866,negative regulation of cell activation,M100,1,0
0,0,1,0,0,-2.1,WP366,TGF beta signaling pathway,M001,1,0
0,1,0,0,-2.1,0,GO:0042060,wound healing,M010,1,0
1,0,0,-2.2,0,0,GO:1901570,fatty acid derivative biosynthetic process,M100,1,0
1,0,0,-2.8,0,0,GO:0010518,positive regulation of phospholipase activity,M100,1,0
0,0,1,0,0,-2.2,GO:0051279,regulation of release of sequestered calcium ion into cytosol,M001,1,0
0,1,0,0,-2.2,0,GO:0070672,response to interleukin-15,M010,1,0
0,1,0,0,-3,0,GO:0071383,cellular response to steroid hormone stimulus,M010,1,0
0,1,0,0,-3.5,0,GO:0008016,regulation of heart contraction,M010,1,0
0,0,1,0,0,-2,R-HSA-2173791,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),M001,1,0
1,0,0,-2.4,0,0,GO:0007498,mesoderm development,M100,1,0
0,1,0,0,-2.5,0,GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,M010,1,0
0,1,0,0,-3.7,0,R-HSA-388396,GPCR downstream signalling,M010,1,0
0,1,0,0,-3,0,hsa04724,Glutamatergic synapse,M010,1,0
0,0,1,0,0,-3.1,GO:1990264,peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity,M001,1,0
0,1,0,0,-2.7,0,R-HSA-1266695,Interleukin-7 signaling,M010,1,0
0,1,0,0,-2.2,0,GO:0007589,body fluid secretion,M010,1,0
0,0,1,0,0,-2.7,GO:1905153,regulation of membrane invagination,M001,1,0
1,0,0,-2.4,0,0,GO:1903867,extraembryonic membrane development,M100,1,0
1,0,0,-3.6,0,0,GO:0050868,negative regulation of T cell activation,M100,1,0
1,0,0,-3.7,0,0,GO:0051140,regulation of NK T cell proliferation,M100,1,0
0,1,0,0,-3.2,0,WP5083,Neuroinflammation and glutamatergic signaling,M010,1,0
0,0,1,0,0,-2.4,GO:0050803,regulation of synapse structure or activity,M001,1,0
0,1,0,0,-2.7,0,GO:0038159,C-X-C chemokine receptor CXCR4 signaling pathway,M010,1,0
0,0,1,0,0,-2,WP4159,GABA receptor signaling,M001,1,0
1,0,0,-2.3,0,0,GO:0060324,face development,M100,1,0
0,1,0,0,-2,0,GO:0071559,response to transforming growth factor beta,M010,1,0
1,0,0,-2.9,0,0,GO:0097152,mesenchymal cell apoptotic process,M100,1,0
0,0,1,0,0,-2.8,GO:0007548,sex differentiation,M001,1,0
0,0,1,0,0,-3.3,R-HSA-112316,Neuronal System,M001,1,0
1,0,0,-2.2,0,0,GO:0003203,endocardial cushion morphogenesis,M100,1,0
0,1,0,0,-3.1,0,GO:0070669,response to interleukin-2,M010,1,0
0,1,0,0,-2.8,0,GO:0098660,inorganic ion transmembrane transport,M010,1,0
1,0,0,-2.1,0,0,GO:0002833,positive regulation of response to biotic stimulus,M100,1,0
0,0,1,0,0,-2.6,GO:0021772,olfactory bulb development,M001,1,0
0,1,0,0,-2.2,0,WP3931,Embryonic stem cell pluripotency pathways,M010,1,0
0,1,0,0,-2.2,0,WP22,IL 9 signaling pathway,M010,1,0
0,1,0,0,-2.4,0,GO:0072102,glomerulus morphogenesis,M010,1,0
0,0,1,0,0,-2,WP2813,Mammary gland development pathway Embryonic development Stage 1 of 4,M001,1,0
0,0,1,0,0,-2.2,GO:1900151,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",M001,1,0
0,1,0,0,-2.7,0,GO:2000736,regulation of stem cell differentiation,M010,1,0
0,0,1,0,0,-3.8,R-HSA-9725554,Differentiation of keratinocytes in interfollicular epidermis in mammalian skin,M001,1,0
1,0,0,-3.7,0,0,GO:0060021,roof of mouth development,M100,1,0
0,0,1,0,0,-2.4,GO:0048385,regulation of retinoic acid receptor signaling pathway,M001,1,0
1,0,0,-2.7,0,0,GO:0003198,epithelial to mesenchymal transition involved in endocardial cushion formation,M100,1,0
0,1,0,0,-2.7,0,GO:1904705,regulation of vascular associated smooth muscle cell proliferation,M010,1,0
0,1,0,0,-2.4,0,GO:0010919,regulation of inositol phosphate biosynthetic process,M010,1,0
0,1,0,0,-2.1,0,R-HSA-2172127,DAP12 interactions,M010,1,0
0,1,0,0,-2.1,0,R-HSA-112310,Neurotransmitter release cycle,M010,1,0
0,1,0,0,-2.8,0,GO:0055117,regulation of cardiac muscle contraction,M010,1,0
0,1,0,0,-2.4,0,GO:0032835,glomerulus development,M010,1,0
0,0,1,0,0,-2.9,WP4149,White fat cell differentiation,M001,1,0
0,1,0,0,-2.5,0,GO:0046839,phospholipid dephosphorylation,M010,1,0
0,0,1,0,0,-2.1,GO:0042326,negative regulation of phosphorylation,M001,1,0
0,0,1,0,0,-2.5,hsa05202,Transcriptional misregulation in cancer,M001,1,0
0,0,1,0,0,-2.5,GO:0014896,muscle hypertrophy,M001,1,0
0,0,1,0,0,-3.3,GO:0033077,T cell differentiation in thymus,M001,1,0
1,0,0,-2.7,0,0,M5885,NABA MATRISOME ASSOCIATED,M100,1,0
0,0,1,0,0,-3.3,GO:0007423,sensory organ development,M001,1,0
1,0,0,-2.2,0,0,GO:0006644,phospholipid metabolic process,M100,1,0
0,1,0,0,-2.4,0,GO:1903428,positive regulation of reactive oxygen species biosynthetic process,M010,1,0
0,0,1,0,0,-2.4,GO:0048663,neuron fate commitment,M001,1,0
0,1,0,0,-2.1,0,M54,PID IL12 2PATHWAY,M010,1,0
1,0,0,-2,0,0,R-HSA-156590,Glutathione conjugation,M100,1,0
0,0,1,0,0,-2.2,GO:0001822,kidney development,M001,1,0
1,0,0,-2.3,0,0,GO:0001704,formation of primary germ layer,M100,1,0
0,1,0,0,-3.5,0,GO:0010959,regulation of metal ion transport,M010,1,0
0,0,1,0,0,-2.5,GO:0050864,regulation of B cell activation,M001,1,0
1,0,0,-2.4,0,0,R-HSA-2243919,Crosslinking of collagen fibrils,M100,1,0
0,1,0,0,-2.4,0,hsa04350,TGF-beta signaling pathway,M010,1,0
0,1,0,0,-2.1,0,hsa04664,Fc epsilon RI signaling pathway,M010,1,0
0,0,1,0,0,-2.9,GO:0046638,positive regulation of alpha-beta T cell differentiation,M001,1,0
0,1,0,0,-3.1,0,R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",M010,1,0
0,0,1,0,0,-4,GO:0007409,axonogenesis,M001,1,0
1,0,0,-2.2,0,0,GO:2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,M100,1,0
0,0,1,0,0,-2.4,GO:1903539,protein localization to postsynaptic membrane,M001,1,0
0,1,0,0,-2.3,0,GO:0038093,Fc receptor signaling pathway,M010,1,0
1,0,0,-2.5,0,0,GO:0003279,cardiac septum development,M100,1,0
0,0,1,0,0,-2.7,M16,PID INSULIN PATHWAY,M001,1,0
0,1,0,0,-2.4,0,GO:0046903,secretion,M010,1,0
0,0,1,0,0,-2.4,GO:0051046,regulation of secretion,M001,1,0
1,0,0,-2.4,0,0,GO:0055057,neuroblast division,M100,1,0
1,0,0,-2.1,0,0,GO:0007202,activation of phospholipase C activity,M100,1,0
0,1,0,0,-3.6,0,GO:0010506,regulation of autophagy,M010,1,0
0,1,0,0,-2.4,0,GO:0001959,regulation of cytokine-mediated signaling pathway,M010,1,0
1,0,0,-2.3,0,0,GO:0071773,cellular response to BMP stimulus,M100,1,0
1,0,0,-2,0,0,GO:0051084,'de novo' post-translational protein folding,M100,1,0
0,0,1,0,0,-2,GO:0007610,behavior,M001,1,0
0,0,1,0,0,-4.5,GO:0097485,neuron projection guidance,M001,1,0
1,0,0,-2.2,0,0,GO:0060707,trophoblast giant cell differentiation,M100,1,0
1,0,0,-2.8,0,0,GO:0007517,muscle organ development,M100,1,0
0,1,0,0,-2.2,0,R-HSA-1280215,Cytokine Signaling in Immune system,M010,1,0
1,0,0,-2.5,0,0,GO:0003197,endocardial cushion development,M100,1,0
0,1,0,0,-3.8,0,GO:0060760,positive regulation of response to cytokine stimulus,M010,1,0
0,1,0,0,-2,0,GO:0055078,sodium ion homeostasis,M010,1,0
0,1,0,0,-2.9,0,R-HSA-9679191,Potential therapeutics for SARS,M010,1,0
0,1,0,0,-2.3,0,GO:0048661,positive regulation of smooth muscle cell proliferation,M010,1,0
0,0,1,0,0,-2.6,GO:1901655,cellular response to ketone,M001,1,0
0,0,1,0,0,-4.1,GO:0099537,trans-synaptic signaling,M001,1,0
0,0,1,0,0,-3.1,GO:0044344,cellular response to fibroblast growth factor stimulus,M001,1,0
0,0,1,0,0,-2,GO:0002830,positive regulation of type 2 immune response,M001,1,0
1,0,0,-2.2,0,0,GO:0072091,regulation of stem cell proliferation,M100,1,0
0,0,1,0,0,-2.4,R-HSA-9616222,Transcriptional regulation of granulopoiesis,M001,1,0
0,1,0,0,-2.4,0,WP4255,Non small cell lung cancer,M010,1,0
0,1,0,0,-2,0,R-HSA-9006925,Intracellular signaling by second messengers,M010,1,0
0,1,0,0,-3.1,0,GO:0003012,muscle system process,M010,1,0
0,1,0,0,-2.1,0,GO:0030335,positive regulation of cell migration,M010,1,0
0,1,0,0,-2.4,0,R-HSA-912526,Interleukin receptor SHC signaling,M010,1,0
0,1,0,0,-2.7,0,GO:0045932,negative regulation of muscle contraction,M010,1,0
0,1,0,0,-2.2,0,R-HSA-2029485,Role of phospholipids in phagocytosis,M010,1,0
0,1,0,0,-2.4,0,GO:0198738,cell-cell signaling by wnt,M010,1,0
0,0,1,0,0,-3.8,R-HSA-9734767,Developmental Cell Lineages,M001,1,0
1,0,0,-2.6,0,0,GO:0032273,positive regulation of protein polymerization,M100,1,0
1,0,0,-2.4,0,0,GO:0099171,presynaptic modulation of chemical synaptic transmission,M100,1,0
0,1,0,0,-3.4,0,hsa01521,EGFR tyrosine kinase inhibitor resistance,M010,1,0
0,0,1,0,0,-2.1,GO:0002287,alpha-beta T cell activation involved in immune response,M001,1,0
0,0,1,0,0,-2.3,GO:0045058,T cell selection,M001,1,0
0,0,1,0,0,-2.2,GO:0061157,mRNA destabilization,M001,1,0
1,0,0,-2.1,0,0,GO:0032675,regulation of interleukin-6 production,M100,1,0
0,0,1,0,0,-2.5,M28,PID IL4 2PATHWAY,M001,1,0
1,0,0,-2.4,0,0,GO:2000317,negative regulation of T-helper 17 type immune response,M100,1,0
0,1,0,0,-2.2,0,GO:0002764,immune response-regulating signaling pathway,M010,1,0
0,0,1,0,0,-2.1,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,M001,1,0
0,0,1,0,0,-2.2,GO:0034101,erythrocyte homeostasis,M001,1,0
1,0,0,-2.2,0,0,GO:0071216,cellular response to biotic stimulus,M100,1,0
0,0,1,0,0,-3.8,GO:0048880,sensory system development,M001,1,0
0,0,1,0,0,-2.1,GO:0120031,plasma membrane bounded cell projection assembly,M001,1,0
1,0,0,-2.7,0,0,R-HSA-189445,Metabolism of porphyrins,M100,1,0
0,1,0,0,-3.1,0,GO:0071355,cellular response to interleukin-9,M010,1,0
0,1,0,0,-2.8,0,GO:0033555,multicellular organismal response to stress,M010,1,0
0,0,1,0,0,-5.9,GO:0048667,cell morphogenesis involved in neuron differentiation,M001,1,0
0,1,0,0,-3.3,0,GO:0006936,muscle contraction,M010,1,0
0,0,1,0,0,-2.8,GO:0045577,regulation of B cell differentiation,M001,1,0
0,0,1,0,0,-2.9,GO:0099505,regulation of presynaptic membrane potential,M001,1,0
0,0,1,0,0,-2.1,R-HSA-9013409,RHOJ GTPase cycle,M001,1,0
1,0,0,-2.1,0,0,GO:0050670,regulation of lymphocyte proliferation,M100,1,0
0,0,1,0,0,-2.5,WP2849,Hematopoietic stem cell differentiation,M001,1,0
0,0,1,0,0,-4.8,GO:0030099,myeloid cell differentiation,M001,1,0
0,0,1,0,0,-2.4,GO:0072001,renal system development,M001,1,0
0,1,0,0,-2.9,0,GO:0010507,negative regulation of autophagy,M010,1,0
0,1,0,0,-3.2,0,GO:0098655,monoatomic cation transmembrane transport,M010,1,0
0,0,1,0,0,-2.3,GO:2000146,negative regulation of cell motility,M001,1,0
0,0,1,0,0,-2.3,M295,SIG PIP3 SIGNALING IN CARDIAC MYOCTES,M001,1,0
0,1,0,0,-2.9,0,GO:0006829,zinc ion transport,M010,1,0
0,1,0,0,-3.2,0,GO:0034765,regulation of monoatomic ion transmembrane transport,M010,1,0
0,0,1,0,0,-2.7,hsa04080,Neuroactive ligand-receptor interaction,M001,1,0
0,0,1,0,0,-2.3,hsa04218,Cellular senescence,M001,1,0
0,1,0,0,-3.7,0,GO:0038110,interleukin-2-mediated signaling pathway,M010,1,0
0,0,1,0,0,-2.6,hsa04390,Hippo signaling pathway,M001,1,0
0,0,1,0,0,-2,GO:0043065,positive regulation of apoptotic process,M001,1,0
0,1,0,0,-2.4,0,GO:0048545,response to steroid hormone,M010,1,0
0,1,0,0,-2,0,WP2261,Glioblastoma signaling pathways,M010,1,0
0,0,1,0,0,-2.9,GO:1901652,response to peptide,M001,1,0
1,0,0,-2.4,0,0,GO:0060193,positive regulation of lipase activity,M100,1,0
1,0,0,-3.4,0,0,GO:0010001,glial cell differentiation,M100,1,0
0,0,1,0,0,-3.4,GO:0061564,axon development,M001,1,0
0,0,1,0,0,-3.8,GO:1903708,positive regulation of hemopoiesis,M001,1,0
1,0,0,-2.7,0,0,GO:0051133,regulation of NK T cell activation,M100,1,0
1,0,0,-2.4,0,0,GO:0045657,positive regulation of monocyte differentiation,M100,1,0
0,1,0,0,-2,0,GO:0045986,negative regulation of smooth muscle contraction,M010,1,0
0,1,0,0,-2.2,0,R-HSA-416476,G alpha (q) signalling events,M010,1,0
0,1,0,0,-2.1,0,GO:0006939,smooth muscle contraction,M010,1,0
0,0,1,0,0,-3.6,GO:0002694,regulation of leukocyte activation,M001,1,0
0,0,1,0,0,-2.4,WP3527,Pre implantation embryo,M001,1,0
0,0,1,0,0,-3.9,GO:0150063,visual system development,M001,1,0
0,0,1,0,0,-2.3,GO:0045600,positive regulation of fat cell differentiation,M001,1,0
0,0,1,0,0,-5.1,GO:0048514,blood vessel morphogenesis,M001,1,0
1,0,0,-2.2,0,0,GO:0031214,biomineral tissue development,M100,1,0
1,0,0,-2.2,0,0,GO:0098727,maintenance of cell number,M100,1,0
0,1,0,0,-3,0,GO:0006584,catecholamine metabolic process,M010,1,0
0,0,1,0,0,-2.1,GO:0006897,endocytosis,M001,1,0
1,0,0,-2.2,0,0,GO:1905145,cellular response to acetylcholine,M100,1,0
0,0,1,0,0,-3,WP3945,TYROBP causal network in microglia,M001,1,0
1,0,0,-2,0,0,GO:0097066,response to thyroid hormone,M100,1,0
0,0,1,0,0,-2,hsa05130,Pathogenic Escherichia coli infection,M001,1,0
0,0,1,0,0,-2.4,GO:0060509,type I pneumocyte differentiation,M001,1,0
0,0,1,0,0,-2,WP5053,Development of ureteric collection system,M001,1,0
0,1,0,0,-3.2,0,R-HSA-936837,Ion transport by P-type ATPases,M010,1,0
0,0,1,0,0,-6.3,GO:0048812,neuron projection morphogenesis,M001,1,0
0,1,0,0,-3.6,0,GO:2001257,regulation of cation channel activity,M010,1,0
0,1,0,0,-2.4,0,R-HSA-186763,Downstream signal transduction,M010,1,0
0,1,0,0,-2.4,0,GO:0070391,response to lipoteichoic acid,M010,1,0
0,0,1,0,0,-2.1,GO:0045765,regulation of angiogenesis,M001,1,0
0,1,0,0,-2.5,0,GO:0050878,regulation of body fluid levels,M010,1,0
0,0,1,0,0,-2.8,GO:0010562,positive regulation of phosphorus metabolic process,M001,1,0
0,1,0,0,-2.2,0,GO:0007204,positive regulation of cytosolic calcium ion concentration,M010,1,0
0,0,1,0,0,-2.8,GO:0046635,positive regulation of alpha-beta T cell activation,M001,1,0
0,0,1,0,0,-2.6,GO:0034248,regulation of amide metabolic process,M001,1,0
0,1,0,0,-2.5,0,WP49,IL 2 signaling pathway,M010,1,0
0,1,0,0,-3.5,0,GO:1903522,regulation of blood circulation,M010,1,0
0,0,1,0,0,-2.3,GO:0032868,response to insulin,M001,1,0
0,1,0,0,-2.7,0,WP3929,Chemokine signaling pathway,M010,1,0
0,0,1,0,0,-2.4,GO:0001666,response to hypoxia,M001,1,0
1,0,0,-2.3,0,0,GO:0030902,hindbrain development,M100,1,0
0,0,1,0,0,-2.1,GO:0031348,negative regulation of defense response,M001,1,0
0,1,0,0,-2.2,0,GO:0070344,regulation of fat cell proliferation,M010,1,0
0,1,0,0,-2.2,0,GO:1901019,regulation of calcium ion transmembrane transporter activity,M010,1,0
1,0,0,-2.5,0,0,WP3932,Focal adhesion PI3K Akt mTOR signaling pathway,M100,1,0
0,1,0,0,-2.2,0,GO:0060759,regulation of response to cytokine stimulus,M010,1,0
0,0,1,0,0,-2.4,R-HSA-174143,APC/C-mediated degradation of cell cycle proteins,M001,1,0
0,0,1,0,0,-2.2,R-HSA-9013404,RAC2 GTPase cycle,M001,1,0
0,1,0,0,-2.2,0,GO:0071314,cellular response to cocaine,M010,1,0
1,0,0,-3.6,0,0,GO:0045581,negative regulation of T cell differentiation,M100,1,0
0,1,0,0,-3.2,0,WP4806,EGFR tyrosine kinase inhibitor resistance,M010,1,0
1,0,0,-2.8,0,0,hsa05417,Lipid and atherosclerosis,M100,1,0
0,0,1,0,0,-2.4,GO:0030011,maintenance of cell polarity,M001,1,0
0,0,1,0,0,-2,R-HSA-6807004,Negative regulation of MET activity,M001,1,0
0,1,0,0,-3.1,0,GO:0071577,zinc ion transmembrane transport,M010,1,0
1,0,0,-2.6,0,0,GO:0031663,lipopolysaccharide-mediated signaling pathway,M100,1,0
0,1,0,0,-3.8,0,GO:0042417,dopamine metabolic process,M010,1,0
0,1,0,0,-3.7,0,GO:0030001,metal ion transport,M010,1,0
0,0,1,0,0,-3.8,GO:0042092,type 2 immune response,M001,1,0
0,0,1,0,0,-2.4,GO:1903305,regulation of regulated secretory pathway,M001,1,0
0,0,1,0,0,-2.4,GO:2000106,regulation of leukocyte apoptotic process,M001,1,0
0,0,1,0,0,-2.6,hsa04360,Axon guidance,M001,1,0
0,0,1,0,0,-5.8,GO:0000902,cell morphogenesis,M001,1,0
0,1,0,0,-2.4,0,GO:0008277,regulation of G protein-coupled receptor signaling pathway,M010,1,0
0,0,1,0,0,-2.4,GO:0046426,negative regulation of receptor signaling pathway via JAK-STAT,M001,1,0
0,1,0,0,-2.2,0,GO:0009713,catechol-containing compound biosynthetic process,M010,1,0
