_MEMBER_AD Prioritization - 0.9-1.1%,_MEMBER_AD Prioritization - 4.5-5.5%,_MEMBER_AD Prioritization - 9.0-11.0%,_MEMBER_Data Prioritization - 0.9-1.1%,_MEMBER_Data Prioritization - 4.5-5.5%,_MEMBER_Data Prioritization - 9.0-11.0%,_MEMBER_M20337 - Micro - Data Prioritization,_MEMBER_M20337 - Micro - SCZ Prioritization,_MEMBER_M20337 - OPC - SCZ Prioritization,_MEMBER_M20337 - Oligo - AD Prioritization,_MEMBER_M20337 - Oligo - SCZ Prioritization,_MEMBER_M31969 - Micro - Data Prioritization,_MEMBER_M31969 - Micro - SCZ Prioritization,_MEMBER_M31969 - Oligo - AD Prioritization,_MEMBER_M31969 - Oligo - Data Prioritization,_MEMBER_M31969 - Oligo - SCZ Prioritization,_MEMBER_SCZ Prioritization - 0.9-1.1%,_MEMBER_SCZ Prioritization - 4.5-5.5%,_MEMBER_SCZ Prioritization - 9.0-11.0%,_LogP_AD Prioritization - 0.9-1.1%,_LogP_AD Prioritization - 4.5-5.5%,_LogP_AD Prioritization - 9.0-11.0%,_LogP_Data Prioritization - 0.9-1.1%,_LogP_Data Prioritization - 4.5-5.5%,_LogP_Data Prioritization - 9.0-11.0%,_LogP_M20337 - Micro - Data Prioritization,_LogP_M20337 - Micro - SCZ Prioritization,_LogP_M20337 - OPC - SCZ Prioritization,_LogP_M20337 - Oligo - AD Prioritization,_LogP_M20337 - Oligo - SCZ Prioritization,_LogP_M31969 - Micro - Data Prioritization,_LogP_M31969 - Micro - SCZ Prioritization,_LogP_M31969 - Oligo - AD Prioritization,_LogP_M31969 - Oligo - Data Prioritization,_LogP_M31969 - Oligo - SCZ Prioritization,_LogP_SCZ Prioritization - 0.9-1.1%,_LogP_SCZ Prioritization - 4.5-5.5%,_LogP_SCZ Prioritization - 9.0-11.0%,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,-3.6,-4,-2.7,-7.4,-5.1,-3.5,0,0,0,-5.4,-3.5,0,0,0,0,0,-13,-4.7,-7.5,GO:0001819,positive regulation of cytokine production,M1111110001100000111,11,0
1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,-4.3,-5.9,-3.3,-11,-5.6,-7.6,0,0,0,-2.4,0,0,0,0,-2.9,0,-11,-4.4,-3.7,GO:0030099,myeloid cell differentiation,M1111110001000010111,11,0
1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,-6.3,-2.7,-5,-11,-6.9,-5.5,0,-4.7,0,-3.2,0,0,0,0,0,0,-11,-6.4,-8.2,GO:0051249,regulation of lymphocyte activation,M1111110101000000111,11,0
1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,-4.6,-3.3,-2.4,-4.1,-3.6,-3.8,0,-3.4,0,-2.9,0,0,0,0,0,0,-8.9,-3.1,-4.5,GO:0002703,regulation of leukocyte mediated immunity,M1111110101000000111,11,0
0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,-7.1,0,-8.5,-5.4,-4.6,0,-2,0,-3,-2.8,0,0,0,-4.6,0,-9.4,-5.4,-5.8,GO:0006954,inflammatory response,M0101110101100010111,11,0
1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,-7.5,-2.5,-5.2,-11,-7.8,-6.8,0,-4,0,-3.2,0,0,0,0,0,0,-12,-6.7,-7.7,GO:0002694,regulation of leukocyte activation,M1111110101000000111,11,0
1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,-4.5,-4.4,-3.9,-12,-6.9,-5.6,0,-2.9,0,-2.9,0,0,0,0,0,0,-16,-7.1,-5.3,GO:0002521,leukocyte differentiation,M1111110101000000111,11,0
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,-6,-5.2,-6,-14,-4.8,-3.9,0,0,0,-3.6,-4,0,0,0,0,0,-13,-8.3,-8.3,R-HSA-1280215,Cytokine Signaling in Immune system,M1111110001100000111,11,0
0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,-4.7,-2,-7.5,-5,-3.2,0,-2.3,0,-2.4,-2,0,0,0,0,0,-2.4,-6.6,-4,GO:0002253,activation of immune response,M0111110101100000111,11,0
1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,-2.8,-2.5,-4.4,-4.3,-3.7,-2.5,0,-3.1,0,-2.7,0,0,0,0,0,0,-6.7,-2.2,-4.4,GO:0045582,positive regulation of T cell differentiation,M1111110101000000111,11,0
1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,-6.9,-2.6,-3.9,-11,-4,-2.7,0,-4,0,-2.7,0,0,0,0,0,0,-11,-2.7,-5.8,GO:0051251,positive regulation of lymphocyte activation,M1111110101000000111,11,0
0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,-6.1,-3.7,-11,-6,-3.2,0,-2.3,0,-3.8,-2,0,0,0,0,0,-6.8,-7.9,-6.4,GO:0050778,positive regulation of immune response,M0111110101100000111,11,0
1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,-2.5,0,-2.2,-5.2,-6.8,-3.5,0,-2.5,0,-3.4,-3.3,0,0,0,0,0,-4.4,-2.8,-4.2,GO:0050866,negative regulation of cell activation,M1011110101100000111,11,0
1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,-3.7,-6.7,-3.2,-7.5,-5.4,-2.5,0,0,0,0,-2.3,0,0,0,0,0,-4,-4.6,-2.6,M183,PID IL6 7 PATHWAY,M1111110000100000111,10,0
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,-4,-4.8,-6.1,-5.5,-7.8,-4.8,0,-5.3,0,0,0,0,0,0,0,0,-7,-6.1,-3.8,WP2849,Hematopoietic stem cell differentiation,M1111110100000000111,10,0
1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,-6.5,-2.4,-3.8,-7.9,-3,0,0,-4,0,-3.3,0,0,0,0,0,0,-9.2,-2.7,-4.8,GO:0050870,positive regulation of T cell activation,M1111100101000000111,10,0
1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,-6.3,0,-10,-6.2,-3.8,-3.2,0,-5.2,0,-4.4,0,0,0,0,0,0,-4.4,-2.2,-5.6,R-HSA-9012999,RHO GTPase cycle,M1011110101000000111,10,0
0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,-3.2,-4.7,-3.5,-3,0,-2.8,0,-2.4,-3.2,0,0,0,0,0,-4,-2.3,-3.4,GO:0022408,negative regulation of cell-cell adhesion,M0011110101100000111,10,0
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,-2.1,-3,-4.2,-3.5,-2.4,-3.4,0,0,0,-4.1,-3,0,0,0,0,0,0,-2.6,-4.7,hsa04664,Fc epsilon RI signaling pathway,M1111110001100000011,10,0
0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,-2.1,-4.1,-5.2,-5.1,-4.8,0,0,0,-3,-3.4,0,0,0,0,0,-6.4,-2.6,-6,GO:0002274,myeloid leukocyte activation,M0111110001100000111,10,0
1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,-5.7,-3.7,-2.9,-7.8,-3.5,0,0,-3.2,0,-3.7,0,0,0,0,0,0,-9.2,-2.5,-4.2,GO:0045785,positive regulation of cell adhesion,M1111100101000000111,10,0
0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,-2.7,-3.8,-5.9,-3.7,0,-2.9,0,-4,-3.3,0,0,0,0,0,-4.2,-2.9,-4.9,GO:0002695,negative regulation of leukocyte activation,M0011110101100000111,10,0
0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,-3.4,-2.5,-7.9,-3,-2.6,0,0,0,-4.5,-2.1,0,0,0,0,0,-6.5,-3.1,-5.9,GO:0045087,innate immune response,M0111110001100000111,10,0
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,-3.3,-2.7,-4.4,-4.2,-4.3,-3,0,-2.3,0,0,0,0,0,0,0,0,-8.1,-2.2,-3.8,GO:0045580,regulation of T cell differentiation,M1111110100000000111,10,0
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,-2.2,-3.1,-4.5,-4.5,-3.1,-3.6,0,0,0,-3.5,-2.4,0,0,0,0,0,0,-3.8,-3.9,WP286,IL 3 signaling pathway,M1111110001100000011,10,0
1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,-3.7,0,-2.6,-5.7,-3.5,-3.4,0,-3.2,0,-2.7,-2.1,0,0,0,0,0,-5.6,0,-6.4,GO:0050670,regulation of lymphocyte proliferation,M1011110101100000101,10,0
1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,-2.4,-2.6,0,-3.5,-4.7,-2.3,0,0,0,-2.6,-2.9,0,0,0,0,0,-4,-2.2,-3,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,M1101110001100000111,10,0
1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,-3.6,-2.6,-4.7,-6.5,-4.1,-2.7,0,-2.8,0,-2.5,0,0,0,0,0,0,-8,0,-3.9,GO:0045621,positive regulation of lymphocyte differentiation,M1111110101000000101,10,0
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,-3.9,-2.2,-3.4,-8.3,-6,-4.2,0,-2.6,0,0,0,0,0,0,0,0,-11,-4.3,-3.8,GO:0030098,lymphocyte differentiation,M1111110100000000111,10,0
1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,-3.8,0,-2.6,-5.9,-3.4,-3.8,0,-3.1,0,-3.3,-2.6,0,0,0,0,0,-5.8,0,-6.3,GO:0032944,regulation of mononuclear cell proliferation,M1011110101100000101,10,0
0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-5,-2.6,-7.4,-4.2,-3.6,0,-2.8,0,-2.3,0,0,0,0,0,0,-2.9,-6,-4.8,GO:0002757,immune response-activating signaling pathway,M0111110101000000111,10,0
0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-2.5,-5.5,-3.3,-3.5,-2.1,0,-2.8,0,-4.1,0,0,0,0,0,0,-2.3,-3,-7.5,R-HSA-9658195,Leishmania infection,M0111110101000000111,10,0
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,-3.8,-2.7,-3.9,-8.9,-3.1,-3,0,-2.1,0,0,0,0,0,0,0,0,-12,-2.4,-2.7,GO:1902107,positive regulation of leukocyte differentiation,M1111110100000000111,10,0
1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,-5,-5.1,-2.1,-11,-5.1,-3,0,0,0,-2.2,0,0,0,0,0,0,-9.8,-2.9,-3.8,GO:0071345,cellular response to cytokine stimulus,M1111110001000000111,10,0
0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-2.2,-4.5,-2.8,-3.4,-2.6,0,-4.3,0,-2.8,0,0,0,0,0,0,-4.7,-2.9,-5.2,GO:0046638,positive regulation of alpha-beta T cell differentiation,M0111110101000000111,10,0
1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,-3.1,0,-5.6,0,-3.4,-3.2,0,-3.8,0,-4.9,-2.2,0,0,0,0,0,-3.6,-5.7,-4.3,GO:0043087,regulation of GTPase activity,M1010110101100000111,10,0
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,-3.8,-2.7,-3.9,-8.9,-3.1,-3,0,-2.1,0,0,0,0,0,0,0,0,-12,-2.4,-2.7,GO:1903708,positive regulation of hemopoiesis,M1111110100000000111,10,0
0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,-3.2,-3.6,-4.7,-3.2,0,-3.3,0,-3.6,-3.2,0,0,0,0,0,-3.8,-3.6,-5.7,GO:0051250,negative regulation of lymphocyte activation,M0011110101100000111,10,0
1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,-4.2,-2.7,-2.4,-3.4,-3,0,-2.5,0,0,0,0,-2.1,-2.1,0,0,0,-3,-2.8,0,WP2882,Nuclear receptors meta pathway,M1111101000011000110,10,0
1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,-6.7,-5.8,-3.1,-8.8,-6,-3.9,0,0,0,-3.2,0,0,0,0,0,0,-9.2,-11,-4.7,hsa04380,Osteoclast differentiation,M1111110001000000111,10,0
0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-2.5,-5.5,-3.3,-3.5,-2.1,0,-2.8,0,-4.1,0,0,0,0,0,0,-2.3,-3,-7.5,R-HSA-9824443,Parasitic Infection Pathways,M0111110101000000111,10,0
0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-6,-2.3,-7,-5,-4.2,0,-2.6,0,-2.1,0,0,0,0,0,0,-3.5,-6.7,-4.4,GO:0002764,immune response-regulating signaling pathway,M0111110101000000111,10,0
0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,-3.3,-2.5,-2.6,-4.2,0,-3.9,0,-3.4,-3.3,0,0,0,0,0,-3.5,-3.2,-4.9,GO:1903038,negative regulation of leukocyte cell-cell adhesion,M0011110101100000111,10,0
0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,-3.4,-2.1,-2.9,-4.4,0,-4,0,-3.5,-3.4,0,0,0,0,0,-3.8,-3.3,-5.1,GO:0050868,negative regulation of T cell activation,M0011110101100000111,10,0
1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,-2.9,-3.2,0,-2,-2.1,-2.8,0,-2,0,-2.5,0,0,0,0,0,0,-3.9,-3.1,-2.4,GO:0002698,negative regulation of immune effector process,M1101110101000000111,10,0
1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,-4.9,0,-4.6,-4.8,-3.1,-2,0,-4.9,0,-3.3,0,0,0,0,0,0,-9.1,-2.3,-5.3,GO:0046635,positive regulation of alpha-beta T cell activation,M1011110101000000111,10,0
1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,-5.8,-3.7,-4.5,-8,-3.2,0,0,-3.6,0,-3.7,0,0,0,0,0,0,-10,-3.3,-4.3,GO:1903039,positive regulation of leukocyte cell-cell adhesion,M1111100101000000111,10,0
1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,-2.1,-2.6,0,-2.6,-3.2,-2,0,0,0,-2.8,-2.9,0,0,0,0,0,-3.3,-2.3,-2.8,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,M1101110001100000111,10,0
1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,-6.1,-3.4,-3.9,-7.3,-3.2,0,0,-3.2,0,-3.3,0,0,0,0,0,0,-12,-2.7,-3.8,GO:0022409,positive regulation of cell-cell adhesion,M1111100101000000111,10,0
1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,-5.7,-2.5,-2.8,0,-4.8,-3.1,0,-4,0,-5,-2.8,0,0,0,0,0,0,-3.8,-3.5,GO:0051336,regulation of hydrolase activity,M1110110101100000011,10,0
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,-6.2,-4.3,-2.5,-5.8,-4,-3.3,0,-2.1,0,0,0,0,0,0,0,0,-3.2,-5.5,-4,hsa04662,B cell receptor signaling pathway,M1111110100000000111,10,0
1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,-3.2,0,-2.3,-6,-4.1,-3.9,0,-2.9,0,-3.7,-2.3,0,0,0,0,0,-5.6,0,-6.6,GO:0070663,regulation of leukocyte proliferation,M1011110101100000101,10,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-6,-4.6,-3.5,-11,-5.3,-4.8,0,0,0,0,0,0,0,0,0,0,-15,-6.1,-3.6,GO:1903706,regulation of hemopoiesis,M1111110000000000111,9,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-7.7,-6,-3.3,-6.5,-6.7,-4.5,0,0,0,0,0,0,0,0,0,0,-5.3,-4.9,-5.8,WP23,B cell receptor signaling pathway,M1111110000000000111,9,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-4.4,-2.2,-2.7,-4.2,-5.1,-2.7,0,0,0,0,0,0,0,0,0,0,-2.9,-3.8,-2.2,M10,PID BCR 5PATHWAY,M1111110000000000111,9,0
1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,-2.1,-4,0,-2.8,-3.9,0,0,-3,0,-4.1,0,0,0,0,0,0,-4.6,-4.3,-2.9,GO:0050777,negative regulation of immune response,M1101100101000000111,9,0
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,-2.5,-2.7,-2,-2.1,-2.4,-2.6,0,-2.7,0,0,0,0,0,0,0,0,-5.6,-2.9,0,GO:0031341,regulation of cell killing,M1111110100000000110,9,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-2.8,-3.5,-2.5,-3.7,-2.6,-4.2,0,0,0,0,0,0,0,0,0,0,-3.2,-8.8,-2.1,WP69,T cell receptor signaling pathway,M1111110000000000111,9,0
0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,-4.7,-2,-5.4,-4,-4.1,0,-3.6,0,0,0,0,0,0,0,0,-2.4,-6.7,-4,GO:0002429,immune response-activating cell surface receptor signaling pathway,M0111110100000000111,9,0
1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,-3.1,-4,0,-6,-4.6,-4,0,0,0,-5.9,-2.7,0,0,0,0,0,-4,-3.4,0,GO:0031348,negative regulation of defense response,M1101110001100000110,9,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-4.2,-2.4,-2.2,-2.7,-4.1,-2.2,0,0,0,0,0,0,0,0,0,0,-3,-4.9,-5.6,R-HSA-983705,Signaling by the B Cell Receptor (BCR),M1111110000000000111,9,0
1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,-3.7,0,-5.9,-4.5,0,-2.9,0,-5.5,0,-3.9,0,0,0,0,0,0,-3.9,-2.1,-3.5,R-HSA-9013149,RAC1 GTPase cycle,M1011010101000000111,9,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-3.6,-2.4,-4.3,-6.6,-4.2,-3.3,0,0,0,0,0,0,0,0,0,0,-8.6,-3.2,-3.9,GO:0045619,regulation of lymphocyte differentiation,M1111110000000000111,9,0
0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,-5.1,-5.3,-4.1,-2.5,-4.1,0,0,0,-3.8,0,0,0,0,0,0,-4.3,-3.5,-3,hsa04650,Natural killer cell mediated cytotoxicity,M0111110001000000111,9,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-5.8,-2.2,-4.1,-11,-4.6,-3.8,0,0,0,0,0,0,0,0,0,0,-9.2,-3.6,-3.8,GO:0010720,positive regulation of cell development,M1111110000000000111,9,0
0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,-3.3,-4.8,-2.9,-2.6,-2.9,0,-2.7,0,-2.5,0,0,0,0,0,0,0,-2.2,-4.1,R-HSA-9664407,Parasite infection,M0111110101000000011,9,0
1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,-3.2,0,-2.5,-6.1,-2.5,-2.6,0,-2.4,0,-4.4,0,0,0,0,0,0,-6.1,0,-6.5,GO:0070665,positive regulation of leukocyte proliferation,M1011110101000000101,9,0
1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,-4.5,-2.8,-2.4,-9.7,-5.6,-4.3,0,0,-2.2,0,0,0,0,0,0,0,-6.3,-3.9,0,M167,PID AP1 PATHWAY,M1111110010000000110,9,0
