_MEMBER_AD_imp_1 - 94.0-96.0,_MEMBER_AD_imp_1 - 96.0-98.0,_MEMBER_AD_imp_1 - 98.0-100.0,_LogP_AD_imp_1 - 94.0-96.0,_LogP_AD_imp_1 - 96.0-98.0,_LogP_AD_imp_1 - 98.0-100.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,1,1,0,-2.7,-2.1,GO:0002285,lymphocyte activation involved in immune response,M011,2,0
0,1,1,0,-2.6,-3.4,GO:0060419,heart growth,M011,2,0
0,0,1,0,0,-3.1,GO:0010882,regulation of cardiac muscle contraction by calcium ion signaling,M001,1,0
0,0,1,0,0,-2.7,R-HSA-1980143,Signaling by NOTCH1,M001,1,0
0,0,1,0,0,-2.4,GO:0034392,negative regulation of smooth muscle cell apoptotic process,M001,1,0
0,1,0,0,-2,0,GO:0001819,positive regulation of cytokine production,M010,1,0
0,1,0,0,-3.1,0,GO:0043434,response to peptide hormone,M010,1,0
0,0,1,0,0,-2.4,R-HSA-399956,CRMPs in Sema3A signaling,M001,1,0
0,1,0,0,-2.9,0,GO:0050868,negative regulation of T cell activation,M010,1,0
0,1,0,0,-2.1,0,GO:0035710,"CD4-positive, alpha-beta T cell activation",M010,1,0
0,0,1,0,0,-5.5,hsa05414,Dilated cardiomyopathy,M001,1,0
1,0,0,-3.9,0,0,GO:0009991,response to extracellular stimulus,M100,1,0
0,0,1,0,0,-2.1,WP2032,Thyroid stimulating hormone TSH signaling pathway,M001,1,0
0,0,1,0,0,-3.9,GO:0003015,heart process,M001,1,0
0,1,0,0,-2.4,0,GO:0001886,endothelial cell morphogenesis,M010,1,0
0,0,1,0,0,-2,GO:0071356,cellular response to tumor necrosis factor,M001,1,0
0,1,0,0,-2.2,0,GO:0071375,cellular response to peptide hormone stimulus,M010,1,0
0,0,1,0,0,-2.4,GO:0086003,cardiac muscle cell contraction,M001,1,0
1,0,0,-2,0,0,GO:0043301,negative regulation of leukocyte degranulation,M100,1,0
0,0,1,0,0,-2.3,GO:0021537,telencephalon development,M001,1,0
0,0,1,0,0,-2.2,GO:0001822,kidney development,M001,1,0
0,0,1,0,0,-2.4,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,M001,1,0
0,0,1,0,0,-2.7,GO:0033674,positive regulation of kinase activity,M001,1,0
1,0,0,-3.1,0,0,GO:0038113,interleukin-9-mediated signaling pathway,M100,1,0
0,1,0,0,-6,0,GO:0042110,T cell activation,M010,1,0
0,1,0,0,-2.3,0,GO:0001101,response to acid chemical,M010,1,0
0,0,1,0,0,-2.9,GO:0021952,central nervous system projection neuron axonogenesis,M001,1,0
0,0,1,0,0,-3.7,GO:0014897,striated muscle hypertrophy,M001,1,0
0,0,1,0,0,-3.7,GO:0003300,cardiac muscle hypertrophy,M001,1,0
0,1,0,0,-2.1,0,hsa04666,Fc gamma R-mediated phagocytosis,M010,1,0
0,1,0,0,-2.8,0,WP306,Focal adhesion,M010,1,0
1,0,0,-2.2,0,0,R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants,M100,1,0
0,0,1,0,0,-2.4,R-HSA-9020702,Interleukin-1 signaling,M001,1,0
0,0,1,0,0,-2.8,GO:0014074,response to purine-containing compound,M001,1,0
0,0,1,0,0,-3.2,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,M001,1,0
0,0,1,0,0,-2,GO:0006351,DNA-templated transcription,M001,1,0
0,1,0,0,-2.3,0,GO:1901654,response to ketone,M010,1,0
1,0,0,-2.2,0,0,GO:0070672,response to interleukin-15,M100,1,0
0,0,1,0,0,-2.9,GO:0051282,regulation of sequestering of calcium ion,M001,1,0
0,0,1,0,0,-2.4,GO:0008016,regulation of heart contraction,M001,1,0
0,0,1,0,0,-3.8,WP5083,Neuroinflammation and glutamatergic signaling,M001,1,0
0,1,0,0,-2.8,0,GO:0006909,phagocytosis,M010,1,0
0,1,0,0,-2.7,0,GO:0002643,regulation of tolerance induction,M010,1,0
0,1,0,0,-2,0,GO:0002292,T cell differentiation involved in immune response,M010,1,0
1,0,0,-2.8,0,0,GO:0035914,skeletal muscle cell differentiation,M100,1,0
0,0,1,0,0,-3.4,GO:0086064,cell communication by electrical coupling involved in cardiac conduction,M001,1,0
0,1,0,0,-2.6,0,GO:0030888,regulation of B cell proliferation,M010,1,0
0,0,1,0,0,-2.6,GO:0030900,forebrain development,M001,1,0
0,0,1,0,0,-2,GO:0060396,growth hormone receptor signaling pathway,M001,1,0
1,0,0,-2.4,0,0,WP4784,Proteoglycan biosynthesis,M100,1,0
0,0,1,0,0,-2,GO:0070509,calcium ion import,M001,1,0
0,0,1,0,0,-2.9,GO:0051279,regulation of release of sequestered calcium ion into cytosol,M001,1,0
0,1,0,0,-4,0,GO:0050866,negative regulation of cell activation,M010,1,0
0,0,1,0,0,-2.3,R-HSA-9012852,Signaling by NOTCH3,M001,1,0
0,1,0,0,-2,0,M164,PID ERBB1 DOWNSTREAM PATHWAY,M010,1,0
0,0,1,0,0,-2,GO:0086019,cell-cell signaling involved in cardiac conduction,M001,1,0
0,1,0,0,-3.6,0,WP5087,Pleural mesothelioma,M010,1,0
0,0,1,0,0,-2.6,GO:0003176,aortic valve development,M001,1,0
0,0,1,0,0,-2.9,WP5174,Ulcerative colitis signaling,M001,1,0
1,0,0,-2.3,0,0,GO:0050867,positive regulation of cell activation,M100,1,0
0,0,1,0,0,-2.4,GO:0048663,neuron fate commitment,M001,1,0
0,0,1,0,0,-2.1,M54,PID IL12 2PATHWAY,M001,1,0
0,0,1,0,0,-3.2,GO:0032103,positive regulation of response to external stimulus,M001,1,0
0,0,1,0,0,-3.7,GO:0030953,astral microtubule organization,M001,1,0
0,1,0,0,-2.5,0,GO:0009725,response to hormone,M010,1,0
0,0,1,0,0,-2.9,GO:0055074,calcium ion homeostasis,M001,1,0
0,1,0,0,-2.2,0,GO:0010035,response to inorganic substance,M010,1,0
0,0,1,0,0,-3.8,GO:0003298,physiological muscle hypertrophy,M001,1,0
0,1,0,0,-2.1,0,GO:0035306,positive regulation of dephosphorylation,M010,1,0
0,0,1,0,0,-2.3,GO:0042327,positive regulation of phosphorylation,M001,1,0
0,0,1,0,0,-2.5,GO:0006140,regulation of nucleotide metabolic process,M001,1,0
1,0,0,-2,0,0,GO:0050773,regulation of dendrite development,M100,1,0
1,0,0,-3.4,0,0,WP22,IL 9 signaling pathway,M100,1,0
0,1,0,0,-2,0,WP422,MAPK cascade,M010,1,0
0,1,0,0,-2.2,0,WP3931,Embryonic stem cell pluripotency pathways,M010,1,0
0,0,1,0,0,-2.1,GO:1903580,positive regulation of ATP metabolic process,M001,1,0
0,0,1,0,0,-3.9,GO:0060491,regulation of cell projection assembly,M001,1,0
0,0,1,0,0,-2.2,WP2857,Mesodermal commitment pathway,M001,1,0
1,0,0,-2.2,0,0,GO:0051051,negative regulation of transport,M100,1,0
0,1,0,0,-2,0,GO:0045198,establishment of epithelial cell apical/basal polarity,M010,1,0
0,1,0,0,-2,0,GO:0002295,T-helper cell lineage commitment,M010,1,0
0,1,0,0,-2.7,0,GO:0002698,negative regulation of immune effector process,M010,1,0
0,0,1,0,0,-2.2,GO:0002053,positive regulation of mesenchymal cell proliferation,M001,1,0
0,0,1,0,0,-2.4,GO:0034391,regulation of smooth muscle cell apoptotic process,M001,1,0
1,0,0,-3.1,0,0,GO:0071361,cellular response to ethanol,M100,1,0
0,0,1,0,0,-3.8,R-HSA-112316,Neuronal System,M001,1,0
0,1,0,0,-2.2,0,M36,PID IL27 PATHWAY,M010,1,0
0,0,1,0,0,-2.4,GO:0098660,inorganic ion transmembrane transport,M001,1,0
0,0,1,0,0,-2.9,GO:0061337,cardiac conduction,M001,1,0
1,0,0,-2.4,0,0,R-HSA-2871796,FCERI mediated MAPK activation,M100,1,0
0,0,1,0,0,-3.4,GO:0014706,striated muscle tissue development,M001,1,0
1,0,0,-2,0,0,GO:0051100,negative regulation of binding,M100,1,0
0,1,0,0,-3.4,0,GO:0002252,immune effector process,M010,1,0
0,1,0,0,-2.7,0,GO:0048679,regulation of axon regeneration,M010,1,0
1,0,0,-4,0,0,GO:0031667,response to nutrient levels,M100,1,0
0,1,0,0,-2.5,0,GO:0050864,regulation of B cell activation,M010,1,0
0,1,0,0,-2.1,0,hsa04664,Fc epsilon RI signaling pathway,M010,1,0
0,0,1,0,0,-3.2,GO:0048588,developmental cell growth,M001,1,0
0,0,1,0,0,-2.2,GO:0009615,response to virus,M001,1,0
0,1,0,0,-3.8,0,GO:0032943,mononuclear cell proliferation,M010,1,0
0,0,1,0,0,-2.1,WP706,Sudden infant death syndrome SIDS susceptibility pathways,M001,1,0
0,1,0,0,-2.1,0,GO:0046903,secretion,M010,1,0
0,1,0,0,-2.9,0,hsa04392,Hippo signaling pathway - multiple species,M010,1,0
0,0,1,0,0,-2.3,WP4787,Osteoblast differentiation and related diseases,M001,1,0
1,0,0,-2,0,0,GO:0017157,regulation of exocytosis,M100,1,0
1,0,0,-2.1,0,0,M8,PID ENDOTHELIN PATHWAY,M100,1,0
0,0,1,0,0,-3.2,GO:0048738,cardiac muscle tissue development,M001,1,0
1,0,0,-2.7,0,0,GO:0043569,negative regulation of insulin-like growth factor receptor signaling pathway,M100,1,0
0,0,1,0,0,-2.5,GO:1900542,regulation of purine nucleotide metabolic process,M001,1,0
0,0,1,0,0,-2.1,R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,M001,1,0
0,1,0,0,-2.5,0,GO:0070570,regulation of neuron projection regeneration,M010,1,0
0,1,0,0,-2.9,0,GO:0048661,positive regulation of smooth muscle cell proliferation,M010,1,0
0,0,1,0,0,-2.3,GO:0060760,positive regulation of response to cytokine stimulus,M001,1,0
0,0,1,0,0,-2.3,GO:0061440,kidney vasculature development,M001,1,0
0,1,0,0,-2.2,0,R-HSA-9679191,Potential therapeutics for SARS,M010,1,0
0,0,1,0,0,-2.2,GO:0002208,somatic diversification of immunoglobulins involved in immune response,M001,1,0
0,0,1,0,0,-3.9,GO:0060047,heart contraction,M001,1,0
0,0,1,0,0,-3.3,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,M001,1,0
0,1,0,0,-2.5,0,WP5381,Smith Magenis and Potocki Lupski syndrome copy number variation,M010,1,0
0,0,1,0,0,-2.3,hsa04911,Insulin secretion,M001,1,0
0,1,0,0,-2.4,0,GO:0010656,negative regulation of muscle cell apoptotic process,M010,1,0
0,1,0,0,-2.3,0,GO:0048638,regulation of developmental growth,M010,1,0
0,0,1,0,0,-2.4,GO:0055057,neuroblast division,M001,1,0
0,1,0,0,-2.5,0,M60,PID NFAT TFPATHWAY,M010,1,0
1,0,0,-2.2,0,0,GO:0048934,peripheral nervous system neuron differentiation,M100,1,0
1,0,0,-2.7,0,0,R-HSA-8953750,Transcriptional Regulation by E2F6,M100,1,0
0,0,1,0,0,-2.7,GO:0001763,morphogenesis of a branching structure,M001,1,0
1,0,0,-2.4,0,0,GO:0001666,response to hypoxia,M100,1,0
0,0,1,0,0,-2.4,GO:0055082,intracellular chemical homeostasis,M001,1,0
0,0,1,0,0,-2.4,WP5368,Sulfatase and aromatase pathway,M001,1,0
0,0,1,0,0,-3.5,GO:0045165,cell fate commitment,M001,1,0
1,0,0,-2,0,0,GO:1900006,positive regulation of dendrite development,M100,1,0
1,0,0,-2,0,0,GO:0072075,metanephric mesenchyme development,M100,1,0
0,1,0,0,-3.1,0,GO:0046631,alpha-beta T cell activation,M010,1,0
0,0,1,0,0,-2.2,GO:0002320,lymphoid progenitor cell differentiation,M001,1,0
0,0,1,0,0,-4.7,GO:0003012,muscle system process,M001,1,0
1,0,0,-2.4,0,0,R-HSA-912526,Interleukin receptor SHC signaling,M100,1,0
0,0,1,0,0,-2.3,GO:0140467,integrated stress response signaling,M001,1,0
1,0,0,-4.6,0,0,hsa05161,Hepatitis B,M100,1,0
0,0,1,0,0,-3.5,GO:0009914,hormone transport,M001,1,0
0,1,0,0,-2.6,0,M3008,NABA ECM GLYCOPROTEINS,M010,1,0
0,0,1,0,0,-3.2,GO:0016049,cell growth,M001,1,0
0,1,0,0,-2.7,0,GO:0070571,negative regulation of neuron projection regeneration,M010,1,0
0,1,0,0,-2.2,0,GO:0010469,regulation of signaling receptor activity,M010,1,0
1,0,0,-2,0,0,GO:0055089,fatty acid homeostasis,M100,1,0
0,0,1,0,0,-2.4,GO:0060986,endocrine hormone secretion,M001,1,0
0,0,1,0,0,-2.1,GO:0072091,regulation of stem cell proliferation,M001,1,0
0,1,0,0,-2.6,0,GO:0007162,negative regulation of cell adhesion,M010,1,0
0,0,1,0,0,-2.2,hsa04740,Olfactory transduction,M001,1,0
1,0,0,-2.8,0,0,GO:0060322,head development,M100,1,0
0,0,1,0,0,-2.2,hsa04010,MAPK signaling pathway,M001,1,0
0,0,1,0,0,-2.4,GO:0048844,artery morphogenesis,M001,1,0
1,0,0,-2.5,0,0,R-HSA-187037,Signaling by NTRK1 (TRKA),M100,1,0
0,1,0,0,-2.1,0,GO:0042886,amide transport,M010,1,0
0,0,1,0,0,-2.4,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,M001,1,0
0,0,1,0,0,-2.2,WP4674,Head and neck squamous cell carcinoma,M001,1,0
1,0,0,-3.1,0,0,GO:0071355,cellular response to interleukin-9,M100,1,0
1,0,0,-2.2,0,0,GO:0048935,peripheral nervous system neuron development,M100,1,0
0,1,0,0,-2.1,0,WP5218,Extrafollicular and follicular B cell activation by SARS CoV 2,M010,1,0
1,0,0,-2.2,0,0,hsa01522,Endocrine resistance,M100,1,0
1,0,0,-2.4,0,0,R-HSA-8878166,Transcriptional regulation by RUNX2,M100,1,0
1,0,0,-2.2,0,0,R-HSA-2559583,Cellular Senescence,M100,1,0
0,1,0,0,-2.4,0,GO:1903037,regulation of leukocyte cell-cell adhesion,M010,1,0
1,0,0,-2.7,0,0,GO:0007422,peripheral nervous system development,M100,1,0
0,0,1,0,0,-2.2,R-HSA-5576891,Cardiac conduction,M001,1,0
0,0,1,0,0,-2.7,R-HSA-937039,IRAK1 recruits IKK complex,M001,1,0
0,0,1,0,0,-2.2,GO:0048754,branching morphogenesis of an epithelial tube,M001,1,0
1,0,0,-2.2,0,0,GO:0050680,negative regulation of epithelial cell proliferation,M100,1,0
0,0,1,0,0,-2.4,WP2018,RANKL RANK signaling pathway,M001,1,0
1,0,0,-2.2,0,0,R-HSA-8941855,RUNX3 regulates CDKN1A transcription,M100,1,0
0,0,1,0,0,-2.4,GO:0072001,renal system development,M001,1,0
0,1,0,0,-2.2,0,GO:0097475,motor neuron migration,M010,1,0
0,0,1,0,0,-2.8,GO:0098655,monoatomic cation transmembrane transport,M001,1,0
1,0,0,-2.1,0,0,GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,M100,1,0
0,1,0,0,-2.1,0,GO:0050863,regulation of T cell activation,M010,1,0
0,1,0,0,-2.4,0,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M010,1,0
0,1,0,0,-2,0,GO:0010543,regulation of platelet activation,M010,1,0
0,1,0,0,-2,0,GO:0043065,positive regulation of apoptotic process,M010,1,0
0,1,0,0,-2,0,GO:0048545,response to steroid hormone,M010,1,0
0,1,0,0,-3,0,hsa04912,GnRH signaling pathway,M010,1,0
0,1,0,0,-2.6,0,GO:1901652,response to peptide,M010,1,0
1,0,0,-2.7,0,0,GO:0060037,pharyngeal system development,M100,1,0
0,0,1,0,0,-2.4,GO:0007259,receptor signaling pathway via JAK-STAT,M001,1,0
0,0,1,0,0,-2.1,GO:0019725,cellular homeostasis,M001,1,0
1,0,0,-2,0,0,M1529,SA G1 AND S PHASES,M100,1,0
0,0,1,0,0,-2.1,GO:0002312,B cell activation involved in immune response,M001,1,0
0,1,0,0,-3.1,0,GO:0042130,negative regulation of T cell proliferation,M010,1,0
0,0,1,0,0,-3.1,GO:0010881,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion,M001,1,0
0,1,0,0,-3.4,0,GO:0050670,regulation of lymphocyte proliferation,M010,1,0
0,1,0,0,-2.7,0,GO:0061339,establishment or maintenance of monopolar cell polarity,M010,1,0
0,1,0,0,-2.1,0,GO:0002287,alpha-beta T cell activation involved in immune response,M010,1,0
0,1,0,0,-2.1,0,GO:0032675,regulation of interleukin-6 production,M010,1,0
0,0,1,0,0,-3.9,GO:0120032,regulation of plasma membrane bounded cell projection assembly,M001,1,0
0,0,1,0,0,-2.4,GO:0030048,actin filament-based movement,M001,1,0
0,1,0,0,-3.4,0,GO:0002366,leukocyte activation involved in immune response,M010,1,0
0,1,0,0,-2.1,0,hsa04012,ErbB signaling pathway,M010,1,0
0,1,0,0,-2.4,0,R-HSA-354192,Integrin signaling,M010,1,0
0,1,0,0,-2.3,0,hsa05140,Leishmaniasis,M010,1,0
1,0,0,-2.7,0,0,M88,PID CD8 TCR PATHWAY,M100,1,0
0,1,0,0,-2.9,0,GO:0002694,regulation of leukocyte activation,M010,1,0
0,0,1,0,0,-3.2,GO:0070252,actin-mediated cell contraction,M001,1,0
0,1,0,0,-3,0,GO:0002250,adaptive immune response,M010,1,0
1,0,0,-2.4,0,0,WP3527,Pre implantation embryo,M100,1,0
0,0,1,0,0,-3.5,hsa05145,Toxoplasmosis,M001,1,0
0,0,1,0,0,-2.1,GO:1903131,mononuclear cell differentiation,M001,1,0
0,1,0,0,-2.4,0,WP23,B cell receptor signaling pathway,M010,1,0
0,0,1,0,0,-5.3,hsa04658,Th1 and Th2 cell differentiation,M001,1,0
0,1,0,0,-2.5,0,GO:0045446,endothelial cell differentiation,M010,1,0
0,0,1,0,0,-2.2,GO:0003208,cardiac ventricle morphogenesis,M001,1,0
0,0,1,0,0,-2.5,WP2374,Oncostatin M signaling pathway,M001,1,0
0,1,0,0,-2.4,0,R-HSA-186763,Downstream signal transduction,M010,1,0
0,0,1,0,0,-2.8,GO:1903169,regulation of calcium ion transmembrane transport,M001,1,0
0,0,1,0,0,-2.2,GO:0043470,regulation of carbohydrate catabolic process,M001,1,0
0,0,1,0,0,-3.5,GO:0010562,positive regulation of phosphorus metabolic process,M001,1,0
0,1,0,0,-2.2,0,GO:0002429,immune response-activating cell surface receptor signaling pathway,M010,1,0
0,0,1,0,0,-2.7,GO:0007204,positive regulation of cytosolic calcium ion concentration,M001,1,0
0,0,1,0,0,-2.5,GO:0055080,monoatomic cation homeostasis,M001,1,0
1,0,0,-2.5,0,0,WP49,IL 2 signaling pathway,M100,1,0
0,0,1,0,0,-2.4,GO:1903522,regulation of blood circulation,M001,1,0
1,0,0,-2.5,0,0,WP2011,SREBF and miR33 in cholesterol and lipid homeostasis,M100,1,0
1,0,0,-2.3,0,0,GO:0032868,response to insulin,M100,1,0
1,0,0,-2.6,0,0,GO:0098609,cell-cell adhesion,M100,1,0
0,0,1,0,0,-2.7,GO:0001773,myeloid dendritic cell activation,M001,1,0
0,1,0,0,-2.7,0,GO:0046632,alpha-beta T cell differentiation,M010,1,0
0,0,1,0,0,-2,GO:0033598,mammary gland epithelial cell proliferation,M001,1,0
0,1,0,0,-2.8,0,GO:0008285,negative regulation of cell population proliferation,M010,1,0
0,1,0,0,-3.2,0,GO:0032411,positive regulation of transporter activity,M010,1,0
0,0,1,0,0,-2.4,GO:0033121,regulation of purine nucleotide catabolic process,M001,1,0
1,0,0,-3,0,0,GO:0060538,skeletal muscle organ development,M100,1,0
1,0,0,-2.6,0,0,GO:0045471,response to ethanol,M100,1,0
0,1,0,0,-2.4,0,GO:0071384,cellular response to corticosteroid stimulus,M010,1,0
0,0,1,0,0,-2.4,GO:0046879,hormone secretion,M001,1,0
0,1,0,0,-2.2,0,GO:0001885,endothelial cell development,M010,1,0
0,0,1,0,0,-2.3,GO:0061437,renal system vasculature development,M001,1,0
1,0,0,-2.8,0,0,GO:0030902,hindbrain development,M100,1,0
0,0,1,0,0,-2.4,R-HSA-5621481,C-type lectin receptors (CLRs),M001,1,0
0,0,1,0,0,-2.5,GO:0003177,pulmonary valve development,M001,1,0
0,1,0,0,-2.4,0,GO:0002887,negative regulation of myeloid leukocyte mediated immunity,M010,1,0
0,0,1,0,0,-3.1,GO:1903578,regulation of ATP metabolic process,M001,1,0
0,0,1,0,0,-2.6,WP2118,Arrhythmogenic right ventricular cardiomyopathy,M001,1,0
0,1,0,0,-2.7,0,hsa05165,Human papillomavirus infection,M010,1,0
0,1,0,0,-2.1,0,WP3929,Chemokine signaling pathway,M010,1,0
0,1,0,0,-3,0,GO:0031348,negative regulation of defense response,M010,1,0
0,1,0,0,-2.2,0,R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,M010,1,0
0,0,1,0,0,-2.5,GO:0061138,morphogenesis of a branching epithelium,M001,1,0
0,1,0,0,-2.4,0,GO:0033574,response to testosterone,M010,1,0
0,1,0,0,-3,0,GO:0051056,regulation of small GTPase mediated signal transduction,M010,1,0
1,0,0,-3,0,0,M34,PID TCR PATHWAY,M100,1,0
0,0,1,0,0,-2.7,R-HSA-975144,IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,M001,1,0
1,0,0,-2.1,0,0,GO:0010976,positive regulation of neuron projection development,M100,1,0
1,0,0,-2.4,0,0,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,M100,1,0
0,0,1,0,0,-2,WP4321,Thermogenesis,M001,1,0
0,1,0,0,-4,0,GO:0070664,negative regulation of leukocyte proliferation,M010,1,0
0,0,1,0,0,-2.4,WP3850,Factors and pathways affecting insulin like growth factor IGF1 Akt signaling,M001,1,0
0,1,0,0,-2.1,0,GO:0030308,negative regulation of cell growth,M010,1,0
0,0,1,0,0,-3.5,GO:0044057,regulation of system process,M001,1,0
0,0,1,0,0,-2.6,GO:0043467,regulation of generation of precursor metabolites and energy,M001,1,0
0,0,1,0,0,-2.7,WP4341,Non genomic actions of 1 25 dihydroxyvitamin D3,M001,1,0
1,0,0,-2,0,0,hsa05222,Small cell lung cancer,M100,1,0
0,1,0,0,-2.7,0,GO:0061384,heart trabecula morphogenesis,M010,1,0
0,0,1,0,0,-3.5,hsa04066,HIF-1 signaling pathway,M001,1,0
0,0,1,0,0,-2.5,GO:0046683,response to organophosphorus,M001,1,0
1,0,0,-2.3,0,0,GO:0001656,metanephros development,M100,1,0
0,0,1,0,0,-2.4,GO:0030003,intracellular monoatomic cation homeostasis,M001,1,0
0,0,1,0,0,-3,GO:0098662,inorganic cation transmembrane transport,M001,1,0
1,0,0,-3.4,0,0,R-HSA-8983432,Interleukin-15 signaling,M100,1,0
1,0,0,-2.5,0,0,WP3915,Angiopoietin like protein 8 regulatory pathway,M100,1,0
0,0,1,0,0,-2.5,GO:0003151,outflow tract morphogenesis,M001,1,0
0,1,0,0,-5.3,0,GO:0002683,negative regulation of immune system process,M010,1,0
0,0,1,0,0,-2.2,GO:0019722,calcium-mediated signaling,M001,1,0
