_MEMBER_AD_imp_1 - 94.0-96.0,_MEMBER_AD_imp_1 - 96.0-98.0,_MEMBER_AD_imp_1 - 98.0-100.0,_LogP_AD_imp_1 - 94.0-96.0,_LogP_AD_imp_1 - 96.0-98.0,_LogP_AD_imp_1 - 98.0-100.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,1,1,-2.1,-5.5,-3.7,hsa05167,Kaposi sarcoma-associated herpesvirus infection,M111,3,0
1,1,1,-3.4,-2.4,-3.4,R-HSA-2871796,FCERI mediated MAPK activation,M111,3,0
1,1,1,-3.7,-2.1,-2.5,GO:0003002,regionalization,M111,3,0
1,1,1,-5.7,-4.7,-4.2,GO:0030900,forebrain development,M111,3,0
1,1,1,-7.8,-3.6,-2.5,GO:0070848,response to growth factor,M111,3,0
1,1,1,-5.3,-4.7,-4.2,GO:0021537,telencephalon development,M111,3,0
1,1,1,-3.5,-7.9,-8.5,GO:0002521,leukocyte differentiation,M111,3,0
1,1,1,-3.9,-4.6,-3.2,hsa04928,"Parathyroid hormone synthesis, secretion and action",M111,3,0
1,1,1,-3.5,-2.6,-4,GO:0060485,mesenchyme development,M111,3,0
1,1,1,-3,-2.1,-5.3,GO:0050865,regulation of cell activation,M111,3,0
1,1,1,-2.7,-2.7,-2.7,GO:0060099,"regulation of phagocytosis, engulfment",M111,3,0
1,1,1,-2.1,-2.1,-2.7,GO:0002285,lymphocyte activation involved in immune response,M111,3,0
1,1,1,-4.3,-2.3,-2.6,GO:0048729,tissue morphogenesis,M111,3,0
1,1,1,-5.8,-2.4,-4.5,GO:0009792,embryo development ending in birth or egg hatching,M111,3,0
1,1,1,-2.7,-2.7,-2.7,GO:1905153,regulation of membrane invagination,M111,3,0
1,1,1,-3.4,-4.9,-4.9,GO:0030098,lymphocyte differentiation,M111,3,0
1,1,1,-2.3,-3.7,-2.3,GO:1904888,cranial skeletal system development,M111,3,0
1,1,1,-2,-2.9,-4.7,GO:0001568,blood vessel development,M111,3,0
1,1,1,-7.4,-2.2,-6.7,GO:0051216,cartilage development,M111,3,0
1,1,1,-3.4,-2.5,-4.1,R-HSA-1280215,Cytokine Signaling in Immune system,M111,3,0
1,1,1,-8.1,-7,-7.6,GO:0048568,embryonic organ development,M111,3,0
1,1,1,-3.8,-4.8,-7.5,GO:1902105,regulation of leukocyte differentiation,M111,3,0
1,1,1,-2.2,-2.2,-3.4,GO:2001187,"positive regulation of CD8-positive, alpha-beta T cell activation",M111,3,0
1,1,1,-4.4,-2.6,-5.4,GO:0042110,T cell activation,M111,3,0
1,1,1,-2.4,-2.4,-2.4,GO:0048701,embryonic cranial skeleton morphogenesis,M111,3,0
1,1,1,-2.1,-3.3,-4.7,GO:0072091,regulation of stem cell proliferation,M111,3,0
1,1,1,-2.6,-2.2,-6.3,GO:0050867,positive regulation of cell activation,M111,3,0
1,1,1,-2.6,-3.7,-2.6,R-HSA-9658195,Leishmania infection,M111,3,0
1,1,1,-4.1,-2.1,-5.6,GO:0050863,regulation of T cell activation,M111,3,0
1,1,1,-5.5,-3.3,-6.8,GO:0001775,cell activation,M111,3,0
1,1,1,-2.3,-3.8,-5.6,M10,PID BCR 5PATHWAY,M111,3,0
1,1,1,-6.6,-3.5,-5.8,GO:0002062,chondrocyte differentiation,M111,3,0
1,1,1,-6,-4,-4,GO:0007420,brain development,M111,3,0
1,1,1,-4.5,-2.7,-2.2,GO:0035107,appendage morphogenesis,M111,3,0
1,1,1,-4.2,-7.2,-7.7,GO:1903706,regulation of hemopoiesis,M111,3,0
1,1,1,-3.8,-3,-2,GO:0002009,morphogenesis of an epithelium,M111,3,0
1,1,1,-2.2,-2.2,-2.2,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,M111,3,0
1,1,1,-2.2,-5.2,-4.5,GO:2000628,regulation of miRNA metabolic process,M111,3,0
1,1,1,-4,-4,-3.4,GO:0048839,inner ear development,M111,3,0
1,1,1,-2.8,-3.1,-4.5,GO:0045596,negative regulation of cell differentiation,M111,3,0
1,1,1,-2.7,-6.3,-2.7,WP2840,Hair follicle development cytodifferentiation part 3 of 3,M111,3,0
1,1,1,-3.3,-2.3,-2.8,GO:0021953,central nervous system neuron differentiation,M111,3,0
1,1,1,-5,-3.5,-3.5,GO:0042472,inner ear morphogenesis,M111,3,0
1,1,1,-4.1,-5.6,-7.3,GO:1903131,mononuclear cell differentiation,M111,3,0
1,1,1,-5.2,-5.2,-8.8,GO:0008283,cell population proliferation,M111,3,0
1,1,1,-4.4,-3.8,-2.8,GO:0043583,ear development,M111,3,0
1,1,1,-3.4,-2.9,-4.5,GO:0030217,T cell differentiation,M111,3,0
1,1,1,-2.4,-3.8,-3.1,WP3527,Pre implantation embryo,M111,3,0
1,1,1,-2.3,-3.1,-3.1,WP286,IL 3 signaling pathway,M111,3,0
1,1,1,-3.8,-3.1,-2.4,GO:0030855,epithelial cell differentiation,M111,3,0
1,1,1,-4.6,-3.7,-4.6,R-HSA-449147,Signaling by Interleukins,M111,3,0
1,1,1,-4.6,-3.7,-6.5,GO:0046649,lymphocyte activation,M111,3,0
1,1,1,-3.8,-2.5,-3.3,GO:0001701,in utero embryonic development,M111,3,0
1,1,1,-4,-3.4,-6.4,GO:0045619,regulation of lymphocyte differentiation,M111,3,0
1,1,1,-2.1,-3.1,-3.4,GO:0048514,blood vessel morphogenesis,M111,3,0
1,1,1,-6.6,-4,-10,GO:0045165,cell fate commitment,M111,3,0
1,1,1,-8,-3.5,-3.2,GO:0048598,embryonic morphogenesis,M111,3,0
1,1,1,-4.1,-4.1,-8,GO:0010720,positive regulation of cell development,M111,3,0
1,1,1,-4.5,-3.8,-5.9,GO:0045621,positive regulation of lymphocyte differentiation,M111,3,0
1,1,1,-3.2,-2.6,-3.9,GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",M111,3,0
1,1,1,-2.9,-2.9,-4.8,WP4304,Oligodendrocyte specification and differentiation leading to myelin components for CNS,M111,3,0
1,1,1,-3.4,-2.2,-2.2,GO:0090596,sensory organ morphogenesis,M111,3,0
1,1,1,-3.2,-2.4,-2.4,GO:0021954,central nervous system neuron development,M111,3,0
1,1,1,-2.9,-3.9,-6.3,hsa05202,Transcriptional misregulation in cancer,M111,3,0
1,1,1,-2.6,-2.6,-2.1,R-HSA-168898,Toll-like Receptor Cascades,M111,3,0
1,1,1,-2.3,-5,-4.2,M167,PID AP1 PATHWAY,M111,3,0
1,1,1,-2.1,-4.7,-5.4,WP236,Adipogenesis,M111,3,0
1,1,1,-2.3,-5,-3.5,GO:1902895,positive regulation of miRNA transcription,M111,3,0
1,1,1,-4.5,-2.7,-2.2,GO:0035108,limb morphogenesis,M111,3,0
1,1,1,-2.5,-2.5,-4.8,GO:0030851,granulocyte differentiation,M111,3,0
1,1,1,-2.4,-2.7,-2,GO:0009611,response to wounding,M111,3,0
1,1,1,-2,-5.3,-3.2,GO:2000630,positive regulation of miRNA metabolic process,M111,3,0
1,1,1,-6.3,-2.5,-5.4,GO:0061351,neural precursor cell proliferation,M111,3,0
1,1,1,-2.4,-4.8,-4.8,GO:1902893,regulation of miRNA transcription,M111,3,0
1,1,1,-5.7,-4.1,-4.1,GO:0060322,head development,M111,3,0
1,1,1,-2.5,-2.1,-6.9,GO:0002696,positive regulation of leukocyte activation,M111,3,0
1,1,1,-2.5,-5.2,-3.1,GO:0045639,positive regulation of myeloid cell differentiation,M111,3,0
1,1,1,-5.7,-3.4,-4.5,GO:0048705,skeletal system morphogenesis,M111,3,0
1,1,1,-3.2,-2.2,-6.1,GO:0002694,regulation of leukocyte activation,M111,3,0
1,1,1,-5.9,-2.5,-4.6,GO:0043009,chordate embryonic development,M111,3,0
1,1,1,-4.1,-3.3,-2.9,GO:0007389,pattern specification process,M111,3,0
1,1,1,-3.8,-2.1,-6.1,GO:0051249,regulation of lymphocyte activation,M111,3,0
1,1,1,-2.9,-2.9,-3.5,GO:0050851,antigen receptor-mediated signaling pathway,M111,3,0
1,1,1,-3.2,-4.9,-4.9,GO:1902107,positive regulation of leukocyte differentiation,M111,3,0
1,1,1,-4.5,-3.8,-4.5,GO:0045582,positive regulation of T cell differentiation,M111,3,0
1,1,1,-3.2,-4.9,-4.9,GO:1903708,positive regulation of hemopoiesis,M111,3,0
0,1,1,0,-2.1,-2.1,R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,M011,2,0
1,1,0,-4.1,-2.3,0,GO:0035113,embryonic appendage morphogenesis,M110,2,0
0,1,1,0,-2.7,-2.7,GO:0021846,cell proliferation in forebrain,M011,2,0
0,1,1,0,-3,-2.5,GO:0002757,immune response-activating signaling pathway,M011,2,0
1,1,0,-3.8,-2.1,0,GO:0007507,heart development,M110,2,0
1,0,1,-3.1,0,-3.1,GO:0048341,paraxial mesoderm formation,M101,2,0
0,1,1,0,-2.1,-2.8,M285,PID HNF3A PATHWAY,M011,2,0
1,0,1,-2.9,0,-2.9,GO:0046638,positive regulation of alpha-beta T cell differentiation,M101,2,0
0,1,1,0,-2.2,-2.2,R-HSA-8951671,RUNX3 regulates YAP1-mediated transcription,M011,2,0
0,1,1,0,-2.4,-3.4,GO:0003416,endochondral bone growth,M011,2,0
1,0,1,-2.1,0,-2.1,GO:0030324,lung development,M101,2,0
0,1,1,0,-2.6,-2.6,GO:0045648,positive regulation of erythrocyte differentiation,M011,2,0
0,1,1,0,-4,-3.2,WP5293,Acute myeloid leukemia,M011,2,0
1,1,0,-2.9,-2.9,0,WP5098,T cell activation SARS CoV 2,M110,2,0
1,0,1,-2.1,0,-2.1,GO:2000516,"positive regulation of CD4-positive, alpha-beta T cell activation",M101,2,0
0,1,1,0,-7.8,-8.5,GO:0030099,myeloid cell differentiation,M011,2,0
0,1,1,0,-2.8,-5.3,hsa04662,B cell receptor signaling pathway,M011,2,0
0,1,1,0,-2.1,-2.5,GO:0006366,transcription by RNA polymerase II,M011,2,0
0,1,1,0,-2.5,-3.6,WP3599,Transcription factor regulation in adipogenesis,M011,2,0
1,1,0,-2.4,-2.4,0,GO:0008593,regulation of Notch signaling pathway,M110,2,0
1,0,1,-2.4,0,-2.4,R-HSA-525793,Myogenesis,M101,2,0
0,1,1,0,-2.1,-2.1,M290,PID IL12 STAT4 PATHWAY,M011,2,0
1,1,0,-4.5,-7.5,0,WP2064,Neural crest differentiation,M110,2,0
0,1,1,0,-4.6,-2.8,M183,PID IL6 7 PATHWAY,M011,2,0
0,1,1,0,-2.2,-3.9,GO:0050778,positive regulation of immune response,M011,2,0
0,1,1,0,-4.9,-4.9,R-HSA-9616222,Transcriptional regulation of granulopoiesis,M011,2,0
1,0,1,-3.6,0,-2.4,GO:0007517,muscle organ development,M101,2,0
0,1,1,0,-3,-2.2,GO:0002764,immune response-regulating signaling pathway,M011,2,0
1,0,1,-4.1,0,-2.7,GO:0048704,embryonic skeletal system morphogenesis,M101,2,0
0,1,1,0,-2.5,-3.1,GO:0035265,organ growth,M011,2,0
0,1,1,0,-2.1,-2.1,M8,PID ENDOTHELIN PATHWAY,M011,2,0
1,0,1,-3,0,-3,M186,PID PDGFRB PATHWAY,M101,2,0
1,0,1,-3,0,-4,hsa04664,Fc epsilon RI signaling pathway,M101,2,0
1,0,1,-2,0,-2,GO:0060872,semicircular canal development,M101,2,0
1,0,1,-2.8,0,-2.4,GO:1901342,regulation of vasculature development,M101,2,0
1,1,0,-2.2,-3.3,0,GO:0071407,cellular response to organic cyclic compound,M110,2,0
1,0,1,-2.5,0,-3.8,GO:0001503,ossification,M101,2,0
1,0,1,-2.1,0,-3.5,GO:0060350,endochondral bone morphogenesis,M101,2,0
0,1,1,0,-2.2,-2.2,GO:0009725,response to hormone,M011,2,0
0,1,1,0,-2.7,-4.5,GO:0002697,regulation of immune effector process,M011,2,0
0,1,1,0,-2,-2,hsa05215,Prostate cancer,M011,2,0
1,0,1,-3.6,0,-2.5,R-HSA-9006335,Signaling by Erythropoietin,M101,2,0
1,0,1,-2.4,0,-2.4,GO:0060425,lung morphogenesis,M101,2,0
1,0,1,-2.6,0,-3.2,GO:0021987,cerebral cortex development,M101,2,0
1,0,1,-2.2,0,-2.2,GO:0002053,positive regulation of mesenchymal cell proliferation,M101,2,0
0,1,1,0,-2.6,-3.1,GO:0002429,immune response-activating cell surface receptor signaling pathway,M011,2,0
1,0,1,-2.1,0,-3.3,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,M101,2,0
0,1,1,0,-2,-2,GO:0032870,cellular response to hormone stimulus,M011,2,0
1,0,1,-2.5,0,-2.5,GO:0043010,camera-type eye development,M101,2,0
0,1,1,0,-2.4,-3.1,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,M011,2,0
1,0,1,-4.1,0,-4.1,GO:0045785,positive regulation of cell adhesion,M101,2,0
0,1,1,0,-3.8,-3.8,GO:0046643,regulation of gamma-delta T cell activation,M011,2,0
1,1,0,-2.2,-2.2,0,hsa04010,MAPK signaling pathway,M110,2,0
1,0,1,-2.3,0,-3.9,GO:0045058,T cell selection,M101,2,0
1,0,1,-3.4,0,-2.7,GO:0040017,positive regulation of locomotion,M101,2,0
1,0,1,-3.2,0,-2.7,GO:0009952,anterior/posterior pattern specification,M101,2,0
1,0,1,-2.4,0,-3.7,hsa04611,Platelet activation,M101,2,0
1,0,1,-2.4,0,-2.4,GO:0048844,artery morphogenesis,M101,2,0
0,1,1,0,-2.3,-3.3,GO:0002819,regulation of adaptive immune response,M011,2,0
1,0,1,-2.2,0,-2.2,R-HSA-114604,GPVI-mediated activation cascade,M101,2,0
0,1,1,0,-2.7,-2.7,WP4341,Non genomic actions of 1 25 dihydroxyvitamin D3,M011,2,0
0,1,1,0,-2.4,-2.7,GO:0001525,angiogenesis,M011,2,0
1,0,1,-3.7,0,-3.7,GO:0002828,regulation of type 2 immune response,M101,2,0
0,1,1,0,-2.7,-2.7,GO:0002768,immune response-regulating cell surface receptor signaling pathway,M011,2,0
1,0,1,-2.1,0,-4.3,GO:0002700,regulation of production of molecular mediator of immune response,M101,2,0
1,0,1,-3.4,0,-2.9,GO:0045664,regulation of neuron differentiation,M101,2,0
1,1,0,-2.9,-3.7,0,GO:0048483,autonomic nervous system development,M110,2,0
0,1,1,0,-2.4,-5.1,GO:0050727,regulation of inflammatory response,M011,2,0
1,1,0,-2,-2,0,GO:0045064,T-helper 2 cell differentiation,M110,2,0
1,0,1,-2.3,0,-4.1,GO:1903707,negative regulation of hemopoiesis,M101,2,0
1,0,1,-2,0,-3.1,GO:0001502,cartilage condensation,M101,2,0
0,1,1,0,-2.1,-2.1,R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,M011,2,0
1,1,0,-2,-2,0,R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,M110,2,0
1,0,1,-4.9,0,-2.4,GO:0007405,neuroblast proliferation,M101,2,0
1,0,1,-3.6,0,-3.6,GO:0072132,mesenchyme morphogenesis,M101,2,0
1,1,0,-2,-2,0,R-HSA-9664433,Leishmania parasite growth and survival,M110,2,0
1,0,1,-2.3,0,-2.3,R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",M101,2,0
1,0,1,-2.6,0,-2.6,GO:0002286,T cell activation involved in immune response,M101,2,0
1,0,1,-2,0,-3.1,GO:0098743,cell aggregation,M101,2,0
0,1,1,0,-3.5,-2.8,GO:0034101,erythrocyte homeostasis,M011,2,0
0,1,1,0,-2.9,-2.9,GO:1905155,positive regulation of membrane invagination,M011,2,0
0,1,1,0,-2.4,-3.2,GO:0061515,myeloid cell development,M011,2,0
1,0,1,-4,0,-3.4,GO:0021543,pallium development,M101,2,0
1,0,1,-2.4,0,-2.4,GO:0048340,paraxial mesoderm morphogenesis,M101,2,0
0,1,1,0,-4.1,-4.1,GO:0045586,regulation of gamma-delta T cell differentiation,M011,2,0
0,1,1,0,-3.8,-2.7,M235,PID TCR CALCIUM PATHWAY,M011,2,0
1,0,1,-2.9,0,-2.1,GO:0045765,regulation of angiogenesis,M101,2,0
0,1,1,0,-2,-2,WP4666,Hepatitis B infection,M011,2,0
1,1,0,-2.4,-3.4,0,GO:0060216,definitive hemopoiesis,M110,2,0
1,0,1,-3.6,0,-3.6,GO:0048762,mesenchymal cell differentiation,M101,2,0
0,1,1,0,-2.5,-2.1,GO:0002253,activation of immune response,M011,2,0
1,0,1,-3.7,0,-2.1,GO:0003231,cardiac ventricle development,M101,2,0
1,1,0,-4.3,-2.1,0,GO:0003007,heart morphogenesis,M110,2,0
0,1,1,0,-3,-3,GO:0001892,embryonic placenta development,M011,2,0
0,1,1,0,-2.4,-2.4,hsa04750,Inflammatory mediator regulation of TRP channels,M011,2,0
1,0,1,-2.1,0,-2.1,WP474,Endochondral ossification,M101,2,0
1,1,0,-2.3,-4.8,0,R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,M110,2,0
0,1,1,0,-3.1,-4.4,GO:0046645,positive regulation of gamma-delta T cell activation,M011,2,0
1,0,1,-3.4,0,-2.7,GO:0030335,positive regulation of cell migration,M101,2,0
0,1,1,0,-2.1,-2.8,GO:0045577,regulation of B cell differentiation,M011,2,0
1,0,1,-2.6,0,-4.9,GO:0060348,bone development,M101,2,0
0,1,1,0,-2.3,-3.2,GO:0002699,positive regulation of immune effector process,M011,2,0
1,1,0,-4.1,-2.3,0,GO:0030326,embryonic limb morphogenesis,M110,2,0
0,1,1,0,-3,-3.6,GO:0002761,regulation of myeloid leukocyte differentiation,M011,2,0
0,1,1,0,-3.2,-2.4,M151,PID AR TF PATHWAY,M011,2,0
1,0,1,-3.7,0,-3.7,GO:0010464,regulation of mesenchymal cell proliferation,M101,2,0
1,1,0,-4.3,-2.7,0,GO:0060173,limb development,M110,2,0
1,0,1,-2.5,0,-3.6,GO:0060438,trachea development,M101,2,0
1,0,1,-2.4,0,-4.5,GO:0021781,glial cell fate commitment,M101,2,0
0,1,1,0,-2.1,-2.8,R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,M011,2,0
0,1,1,0,-2.5,-2.5,GO:0060443,mammary gland morphogenesis,M011,2,0
1,0,1,-2.1,0,-2.5,GO:0050866,negative regulation of cell activation,M101,2,0
1,1,0,-5.3,-3.7,0,GO:0035050,embryonic heart tube development,M110,2,0
1,1,0,-2.2,-2.2,0,R-HSA-9031628,NGF-stimulated transcription,M110,2,0
1,0,1,-2.1,0,-2.8,GO:0001654,eye development,M101,2,0
1,0,1,-2.7,0,-2.2,GO:1903038,negative regulation of leukocyte cell-cell adhesion,M101,2,0
0,1,1,0,-2.4,-2.4,GO:0050766,positive regulation of phagocytosis,M011,2,0
1,0,1,-2.8,0,-4.3,GO:0032944,regulation of mononuclear cell proliferation,M101,2,0
1,0,1,-2.5,0,-2.2,R-HSA-109582,Hemostasis,M101,2,0
1,0,1,-2.2,0,-2.6,GO:0050767,regulation of neurogenesis,M101,2,0
0,1,1,0,-3.2,-4.3,WP4211,Transcriptional cascade regulating adipogenesis,M011,2,0
0,1,1,0,-2.1,-3.2,WP366,TGF beta signaling pathway,M011,2,0
1,0,1,-2.9,0,-2.9,GO:0060349,bone morphogenesis,M101,2,0
1,1,0,-5.5,-2.9,0,GO:0097154,GABAergic neuron differentiation,M110,2,0
1,0,1,-2.4,0,-5.3,GO:0070665,positive regulation of leukocyte proliferation,M101,2,0
0,1,1,0,-2.2,-2.2,GO:0061180,mammary gland epithelium development,M011,2,0
0,1,1,0,-3,-2.5,R-HSA-8878171,Transcriptional regulation by RUNX1,M011,2,0
1,0,1,-3.1,0,-3.1,GO:0048663,neuron fate commitment,M101,2,0
1,1,0,-6.9,-3.3,0,GO:0071363,cellular response to growth factor stimulus,M110,2,0
0,1,1,0,-2.1,-2.1,R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,M011,2,0
1,0,1,-3.5,0,-3.5,GO:0022407,regulation of cell-cell adhesion,M101,2,0
1,1,0,-3.5,-2.8,0,GO:0003143,embryonic heart tube morphogenesis,M110,2,0
1,0,1,-2.4,0,-2.4,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,M101,2,0
1,0,1,-2,0,-2,WP4657,22q11 2 copy number variation syndrome,M101,2,0
0,1,1,0,-2.7,-2.7,R-HSA-8939245,RUNX1 regulates transcription of genes involved in BCR signaling,M011,2,0
0,1,1,0,-3.3,-4.2,M60,PID NFAT TFPATHWAY,M011,2,0
0,1,1,0,-2.7,-4.4,WP5083,Neuroinflammation and glutamatergic signaling,M011,2,0
1,0,1,-2.2,0,-2.2,GO:0090102,cochlea development,M101,2,0
1,0,1,-2.5,0,-3.7,GO:0010721,negative regulation of cell development,M101,2,0
0,1,1,0,-2.2,-2.7,GO:0001890,placenta development,M011,2,0
1,0,1,-2.5,0,-3,GO:0051250,negative regulation of lymphocyte activation,M101,2,0
0,1,1,0,-2.2,-3.6,GO:0050764,regulation of phagocytosis,M011,2,0
1,1,0,-2.2,-2.2,0,M34,PID TCR PATHWAY,M110,2,0
0,1,1,0,-2.3,-2.9,R-HSA-9843745,Adipogenesis,M011,2,0
0,1,1,0,-5.7,-5,GO:0002573,myeloid leukocyte differentiation,M011,2,0
0,1,1,0,-3.1,-3.8,hsa04658,Th1 and Th2 cell differentiation,M011,2,0
0,1,1,0,-2.2,-3.2,GO:0098868,bone growth,M011,2,0
1,0,1,-2.4,0,-2.4,GO:0050868,negative regulation of T cell activation,M101,2,0
1,0,1,-2.2,0,-3.6,GO:0001763,morphogenesis of a branching structure,M101,2,0
1,0,1,-2.3,0,-2.3,GO:0051145,smooth muscle cell differentiation,M101,2,0
0,1,1,0,-2.1,-4.4,GO:0010001,glial cell differentiation,M011,2,0
1,0,1,-3.4,0,-3.9,GO:0022409,positive regulation of cell-cell adhesion,M101,2,0
0,1,1,0,-6.9,-4.1,hsa05200,Pathways in cancer,M011,2,0
1,0,1,-3.4,0,-3.4,GO:0021780,glial cell fate specification,M101,2,0
0,1,1,0,-2.8,-4,hsa04659,Th17 cell differentiation,M011,2,0
0,1,1,0,-2.3,-2.3,GO:0071241,cellular response to inorganic substance,M011,2,0
0,1,1,0,-3.7,-8.7,WP23,B cell receptor signaling pathway,M011,2,0
1,0,1,-2.2,0,-4.3,GO:0046635,positive regulation of alpha-beta T cell activation,M101,2,0
1,0,1,-4,0,-2.6,GO:0010632,regulation of epithelial cell migration,M101,2,0
1,0,1,-2.6,0,-2.6,GO:0051960,regulation of nervous system development,M101,2,0
0,1,1,0,-3.5,-2.9,GO:0042113,B cell activation,M011,2,0
0,1,1,0,-2.4,-2.8,GO:0002064,epithelial cell development,M011,2,0
1,1,0,-4.3,-2.7,0,GO:0048736,appendage development,M110,2,0
1,0,1,-2.3,0,-2.8,GO:0002695,negative regulation of leukocyte activation,M101,2,0
0,1,1,0,-2.6,-6,GO:0042063,gliogenesis,M011,2,0
1,0,1,-2.1,0,-2.1,GO:0014032,neural crest cell development,M101,2,0
0,1,1,0,-3.8,-3.1,GO:0030218,erythrocyte differentiation,M011,2,0
1,0,1,-2.9,0,-2.2,GO:0021879,forebrain neuron differentiation,M101,2,0
1,0,1,-3.7,0,-2.9,GO:0021872,forebrain generation of neurons,M101,2,0
0,1,1,0,-3.3,-2.5,GO:0021988,olfactory lobe development,M011,2,0
1,0,1,-2.6,0,-5,GO:0030888,regulation of B cell proliferation,M101,2,0
1,0,1,-2.5,0,-3.9,GO:0050670,regulation of lymphocyte proliferation,M101,2,0
