_MEMBER_SCZ_imp_1 - 94.0-96.0,_MEMBER_SCZ_imp_1 - 96.0-98.0,_MEMBER_SCZ_imp_1 - 98.0-100.0,_LogP_SCZ_imp_1 - 94.0-96.0,_LogP_SCZ_imp_1 - 96.0-98.0,_LogP_SCZ_imp_1 - 98.0-100.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,1,1,0,-3.6,-4.8,GO:0050778,positive regulation of immune response,M011,2,0
0,1,1,0,-3,-4,M290,PID IL12 STAT4 PATHWAY,M011,2,0
0,1,1,0,-3.9,-4.6,GO:0050728,negative regulation of inflammatory response,M011,2,0
1,0,1,-2.5,0,-3.6,WP3599,Transcription factor regulation in adipogenesis,M101,2,0
1,0,1,-4.5,0,-4.5,GO:0003151,outflow tract morphogenesis,M101,2,0
1,0,1,-3.7,0,-4.9,GO:0060348,bone development,M101,2,0
1,0,1,-2.6,0,-3.6,GO:0048729,tissue morphogenesis,M101,2,0
0,1,1,0,-2.4,-2.4,GO:1905459,regulation of vascular associated smooth muscle cell apoptotic process,M011,2,0
0,1,1,0,-3.1,-5.4,GO:0050871,positive regulation of B cell activation,M011,2,0
0,1,1,0,-2.1,-2.1,GO:0051056,regulation of small GTPase mediated signal transduction,M011,2,0
1,0,1,-2.1,0,-3.3,GO:0030111,regulation of Wnt signaling pathway,M101,2,0
0,1,1,0,-2.9,-6.4,GO:0045619,regulation of lymphocyte differentiation,M011,2,0
0,1,1,0,-2.2,-2.2,GO:0002763,positive regulation of myeloid leukocyte differentiation,M011,2,0
0,1,1,0,-2.7,-2.4,GO:0006954,inflammatory response,M011,2,0
0,1,1,0,-2.8,-3.4,GO:0045596,negative regulation of cell differentiation,M011,2,0
1,0,1,-2.4,0,-5,GO:0048706,embryonic skeletal system development,M101,2,0
0,1,1,0,-3.7,-2.7,GO:0002828,regulation of type 2 immune response,M011,2,0
0,1,1,0,-3.5,-2.8,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,M011,2,0
1,0,1,-3.2,0,-3.7,GO:0048736,appendage development,M101,2,0
1,0,1,-2.4,0,-2.9,GO:0060541,respiratory system development,M101,2,0
1,0,1,-2,0,-3,GO:0051146,striated muscle cell differentiation,M101,2,0
0,1,1,0,-2.1,-2.1,GO:0035710,"CD4-positive, alpha-beta T cell activation",M011,2,0
0,1,1,0,-3.8,-3.8,WP4304,Oligodendrocyte specification and differentiation leading to myelin components for CNS,M011,2,0
1,0,1,-2.5,0,-2.5,WP395,IL 4 signaling pathway,M101,2,0
1,1,0,-2.5,-3.9,0,hsa05135,Yersinia infection,M110,2,0
1,0,1,-3.5,0,-3.5,GO:0030326,embryonic limb morphogenesis,M101,2,0
0,1,1,0,-2.9,-3.8,M34,PID TCR PATHWAY,M011,2,0
0,1,1,0,-2.7,-2.4,GO:0045087,innate immune response,M011,2,0
1,1,0,-3.4,-3.4,0,GO:0001779,natural killer cell differentiation,M110,2,0
0,1,1,0,-2.8,-3.3,GO:0002695,negative regulation of leukocyte activation,M011,2,0
1,0,1,-2,0,-4.4,GO:0046645,positive regulation of gamma-delta T cell activation,M101,2,0
0,1,1,0,-2.4,-2.9,GO:0002263,cell activation involved in immune response,M011,2,0
1,1,0,-2.2,-3.3,0,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,M110,2,0
0,1,1,0,-3.2,-5.7,GO:0045580,regulation of T cell differentiation,M011,2,0
1,0,1,-2.2,0,-2.2,GO:0034616,response to laminar fluid shear stress,M101,2,0
0,1,1,0,-3.5,-3.5,GO:0030890,positive regulation of B cell proliferation,M011,2,0
0,1,1,0,-2.1,-2.1,GO:0031295,T cell costimulation,M011,2,0
1,0,1,-3.5,0,-3.5,GO:0035113,embryonic appendage morphogenesis,M101,2,0
0,1,1,0,-3.1,-2.1,GO:0002700,regulation of production of molecular mediator of immune response,M011,2,0
1,1,0,-4.4,-2.9,0,WP2355,Corticotropin releasing hormone signaling pathway,M110,2,0
0,1,1,0,-3.4,-4,GO:0070665,positive regulation of leukocyte proliferation,M011,2,0
1,1,0,-2.2,-2.2,0,R-HSA-448706,Interleukin-1 processing,M110,2,0
1,0,1,-2.7,0,-5.1,GO:0061061,muscle structure development,M101,2,0
1,0,1,-3.3,0,-2.5,GO:0003007,heart morphogenesis,M101,2,0
1,1,0,-2.9,-2.9,0,GO:0010744,positive regulation of macrophage derived foam cell differentiation,M110,2,0
1,1,0,-3.9,-3.3,0,hsa05417,Lipid and atherosclerosis,M110,2,0
1,0,1,-4.4,0,-3,GO:0090596,sensory organ morphogenesis,M101,2,0
1,1,0,-2.7,-2.7,0,hsa04625,C-type lectin receptor signaling pathway,M110,2,0
0,1,1,0,-5.3,-7.6,GO:0050865,regulation of cell activation,M011,2,0
1,0,1,-3.1,0,-3.1,GO:0071499,cellular response to laminar fluid shear stress,M101,2,0
0,1,1,0,-3.3,-2.7,GO:0002702,positive regulation of production of molecular mediator of immune response,M011,2,0
0,1,1,0,-3.8,-7.5,GO:0002696,positive regulation of leukocyte activation,M011,2,0
1,0,1,-5,0,-3,GO:0006351,DNA-templated transcription,M101,2,0
0,1,1,0,-3.8,-2.4,GO:0002703,regulation of leukocyte mediated immunity,M011,2,0
0,1,1,0,-2.6,-4.4,GO:0042063,gliogenesis,M011,2,0
1,0,1,-2.9,0,-6.3,GO:1902893,regulation of miRNA transcription,M101,2,0
0,1,1,0,-2.7,-5.6,GO:1902107,positive regulation of leukocyte differentiation,M011,2,0
0,1,1,0,-2.6,-3.2,GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",M011,2,0
0,1,1,0,-2.4,-5.6,GO:0050727,regulation of inflammatory response,M011,2,0
0,1,1,0,-2.5,-4.7,GO:0050777,negative regulation of immune response,M011,2,0
1,0,1,-2.2,0,-5.5,WP4211,Transcriptional cascade regulating adipogenesis,M101,2,0
0,1,1,0,-2.5,-3.3,GO:0001709,cell fate determination,M011,2,0
0,1,1,0,-2.2,-2.2,GO:1903038,negative regulation of leukocyte cell-cell adhesion,M011,2,0
0,1,1,0,-2.3,-2.3,GO:0043368,positive T cell selection,M011,2,0
1,0,1,-3.9,0,-3.4,GO:0060537,muscle tissue development,M101,2,0
1,0,1,-2,0,-3.1,WP3612,Photodynamic therapy induced NFE2L2 NRF2 survival signaling,M101,2,0
1,0,1,-3.1,0,-4.6,GO:0030218,erythrocyte differentiation,M101,2,0
0,1,1,0,-2.8,-3.3,GO:0032944,regulation of mononuclear cell proliferation,M011,2,0
1,0,1,-2.1,0,-2.1,hsa04666,Fc gamma R-mediated phagocytosis,M101,2,0
0,1,1,0,-2.4,-3.1,GO:0032870,cellular response to hormone stimulus,M011,2,0
0,1,1,0,-3.1,-3.1,R-HSA-9658195,Leishmania infection,M011,2,0
1,1,0,-3.5,-2.7,0,GO:0030101,natural killer cell activation,M110,2,0
1,0,1,-3.1,0,-3.8,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,M101,2,0
0,1,1,0,-2.3,-2.9,GO:0048709,oligodendrocyte differentiation,M011,2,0
0,1,1,0,-3.7,-3.7,CORUM:2693,NFAT-JUN-FOS DNA-protein complex,M011,2,0
1,0,1,-3.4,0,-2.1,GO:0007507,heart development,M101,2,0
0,1,1,0,-3.3,-2.2,GO:0060759,regulation of response to cytokine stimulus,M011,2,0
0,1,1,0,-3.9,-2.8,GO:0002819,regulation of adaptive immune response,M011,2,0
1,1,0,-2.7,-2.7,0,M15,PID LYSOPHOSPHOLIPID PATHWAY,M110,2,0
0,1,1,0,-2.7,-2.7,GO:0045061,thymic T cell selection,M011,2,0
0,1,1,0,-2.4,-2.4,M190,PID TCR JNK PATHWAY,M011,2,0
1,0,1,-2,0,-4.6,hsa05200,Pathways in cancer,M101,2,0
1,0,1,-2,0,-4.3,GO:0048469,cell maturation,M101,2,0
0,1,1,0,-2.6,-2.2,GO:0050769,positive regulation of neurogenesis,M011,2,0
0,1,1,0,-2.8,-3.3,GO:0070663,regulation of leukocyte proliferation,M011,2,0
0,1,1,0,-3.7,-2.5,GO:0060627,regulation of vesicle-mediated transport,M011,2,0
1,0,1,-5.5,0,-2.8,GO:0006366,transcription by RNA polymerase II,M101,2,0
1,0,1,-2.4,0,-3.1,hsa05142,Chagas disease,M101,2,0
1,1,0,-2.3,-2.3,0,WP481,Insulin signaling,M110,2,0
0,1,1,0,-3.1,-3.1,GO:0060368,regulation of Fc receptor mediated stimulatory signaling pathway,M011,2,0
0,1,1,0,-2.9,-4.1,GO:0050851,antigen receptor-mediated signaling pathway,M011,2,0
1,0,1,-2.9,0,-3.5,GO:0060349,bone morphogenesis,M101,2,0
0,1,1,0,-2.3,-2.8,GO:0006909,phagocytosis,M011,2,0
1,0,1,-3.1,0,-2,GO:0007519,skeletal muscle tissue development,M101,2,0
1,0,1,-3.3,0,-4.5,GO:0035108,limb morphogenesis,M101,2,0
0,1,1,0,-2.8,-2.2,GO:0002821,positive regulation of adaptive immune response,M011,2,0
0,1,1,0,-4.5,-4.5,GO:0031348,negative regulation of defense response,M011,2,0
1,0,1,-2.3,0,-7.5,GO:0002062,chondrocyte differentiation,M101,2,0
0,1,1,0,-2.5,-4.3,GO:0046634,regulation of alpha-beta T cell activation,M011,2,0
0,1,1,0,-3.1,-4.1,GO:0002429,immune response-activating cell surface receptor signaling pathway,M011,2,0
0,1,1,0,-3.6,-2.3,GO:0019221,cytokine-mediated signaling pathway,M011,2,0
1,0,1,-2.3,0,-2.3,GO:0014902,myotube differentiation,M101,2,0
1,1,0,-2.2,-3.2,0,GO:0009617,response to bacterium,M110,2,0
0,1,1,0,-2,-2,GO:0035051,cardiocyte differentiation,M011,2,0
0,1,1,0,-3,-3,GO:0050866,negative regulation of cell activation,M011,2,0
0,1,1,0,-3.3,-4.1,GO:0030888,regulation of B cell proliferation,M011,2,0
0,1,1,0,-5.6,-5.1,R-HSA-449147,Signaling by Interleukins,M011,2,0
0,1,1,0,-3.4,-5.1,GO:0030217,T cell differentiation,M011,2,0
1,0,1,-4.9,0,-2.9,GO:0032774,RNA biosynthetic process,M101,2,0
0,1,1,0,-2.1,-4,GO:0072189,ureter development,M011,2,0
0,1,1,0,-2.1,-4,GO:0021801,cerebral cortex radial glia-guided migration,M011,2,0
0,1,1,0,-2.2,-3.4,GO:0021780,glial cell fate specification,M011,2,0
0,1,1,0,-3.6,-3.6,WP3892,Development of pulmonary dendritic cells and macrophage subsets,M011,2,0
1,0,1,-2.2,0,-2.9,GO:0090102,cochlea development,M101,2,0
0,1,1,0,-3.1,-2.1,GO:0050900,leukocyte migration,M011,2,0
0,1,1,0,-2.8,-3.6,GO:0032102,negative regulation of response to external stimulus,M011,2,0
1,0,1,-5.1,0,-2.5,WP2374,Oncostatin M signaling pathway,M101,2,0
0,1,1,0,-2.5,-2.1,GO:0001818,negative regulation of cytokine production,M011,2,0
1,1,0,-2.1,-2.1,0,R-HSA-5607764,CLEC7A (Dectin-1) signaling,M110,2,0
0,1,1,0,-2.5,-2.5,GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",M011,2,0
1,0,1,-2.1,0,-8.1,GO:0061448,connective tissue development,M101,2,0
1,0,1,-4.9,0,-4.2,GO:0042471,ear morphogenesis,M101,2,0
1,0,1,-3.2,0,-2.7,GO:0007517,muscle organ development,M101,2,0
0,1,1,0,-5.3,-5.3,GO:1903039,positive regulation of leukocyte cell-cell adhesion,M011,2,0
0,1,1,0,-2.1,-2.1,GO:0048534,hematopoietic or lymphoid organ development,M011,2,0
0,1,1,0,-3.3,-3.9,GO:0050671,positive regulation of lymphocyte proliferation,M011,2,0
1,0,1,-2.1,0,-4.8,WP5434,Pathways in cancer,M101,2,0
1,1,0,-2.3,-2.3,0,R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade,M110,2,0
0,1,1,0,-2.9,-3.4,GO:0050670,regulation of lymphocyte proliferation,M011,2,0
0,1,1,0,-2.1,-4,GO:0022030,telencephalon glial cell migration,M011,2,0
1,0,1,-3.7,0,-3.7,GO:0060021,roof of mouth development,M101,2,0
1,0,1,-2.2,0,-3.2,GO:0090103,cochlea morphogenesis,M101,2,0
1,0,1,-2.9,0,-3.5,R-HSA-9843745,Adipogenesis,M101,2,0
0,1,1,0,-2.3,-2.3,GO:0002699,positive regulation of immune effector process,M011,2,0
0,1,1,0,-2.4,-2.9,GO:0002366,leukocyte activation involved in immune response,M011,2,0
0,1,1,0,-3.2,-6.5,WP2857,Mesodermal commitment pathway,M011,2,0
0,1,1,0,-2.7,-5.6,GO:1903708,positive regulation of hemopoiesis,M011,2,0
0,1,1,0,-3.1,-2.5,WP5224,2q37 copy number variation syndrome,M011,2,0
1,1,0,-2,-2,0,WP4337,ncRNAs involved in STAT3 signaling in hepatocellular carcinoma,M110,2,0
1,0,1,-3.2,0,-3.7,GO:0060173,limb development,M101,2,0
1,0,1,-3.7,0,-8.5,WP4149,White fat cell differentiation,M101,2,0
0,1,1,0,-5.6,-8.7,GO:0002694,regulation of leukocyte activation,M011,2,0
0,1,1,0,-2.7,-2,hsa04650,Natural killer cell mediated cytotoxicity,M011,2,0
1,0,1,-4,0,-7,R-HSA-9616222,Transcriptional regulation of granulopoiesis,M101,2,0
0,1,1,0,-2.2,-2.2,GO:0060441,epithelial tube branching involved in lung morphogenesis,M011,2,0
0,1,1,0,-4,-11,GO:0045165,cell fate commitment,M011,2,0
1,1,0,-2.6,-2,0,hsa04668,TNF signaling pathway,M110,2,0
0,1,1,0,-2.9,-4.9,GO:0050870,positive regulation of T cell activation,M011,2,0
1,0,1,-2.3,0,-2.3,WP4816,TGF beta receptor signaling in skeletal dysplasias,M101,2,0
0,1,1,0,-2,-4.3,GO:0046631,alpha-beta T cell activation,M011,2,0
0,1,1,0,-3.5,-2.8,GO:0002886,regulation of myeloid leukocyte mediated immunity,M011,2,0
1,0,1,-3.9,0,-7,GO:0048705,skeletal system morphogenesis,M101,2,0
1,1,0,-2.2,-2.2,0,R-HSA-9031628,NGF-stimulated transcription,M110,2,0
1,1,0,-2.5,-4.4,0,hsa05170,Human immunodeficiency virus 1 infection,M110,2,0
1,1,0,-2.1,-2.1,0,hsa05132,Salmonella infection,M110,2,0
1,1,0,-2.2,-2.2,0,R-HSA-73980,RNA Polymerase III Transcription Termination,M110,2,0
0,1,1,0,-4.1,-2.4,GO:0042113,B cell activation,M011,2,0
1,1,0,-2.7,-2.7,0,R-HSA-3134963,DEx/H-box helicases activate type I IFN and inflammatory cytokines production,M110,2,0
0,1,1,0,-2.7,-4.5,WP5198,Inflammatory bowel disease signaling,M011,2,0
1,0,1,-2.4,0,-3,GO:0002262,myeloid cell homeostasis,M101,2,0
0,1,1,0,-2.7,-5.9,M88,PID CD8 TCR PATHWAY,M011,2,0
1,0,1,-2.9,0,-5.7,GO:0001701,in utero embryonic development,M101,2,0
1,1,0,-2.4,-2.4,0,R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,M110,2,0
0,1,1,0,-2.2,-2.9,GO:2000179,positive regulation of neural precursor cell proliferation,M011,2,0
0,1,1,0,-2.9,-3.4,GO:0010001,glial cell differentiation,M011,2,0
1,0,1,-3.8,0,-3.3,GO:0043583,ear development,M101,2,0
1,1,0,-2.7,-2.7,0,M115,PID REG GR PATHWAY,M110,2,0
0,1,1,0,-2.6,-2.6,M236,PID DELTA NP63 PATHWAY,M011,2,0
1,0,1,-2.5,0,-3.3,M272,PID CD8 TCR DOWNSTREAM PATHWAY,M101,2,0
0,1,1,0,-4.6,-5.6,GO:0050863,regulation of T cell activation,M011,2,0
0,1,1,0,-2.4,-3,GO:0009725,response to hormone,M011,2,0
0,1,1,0,-2.4,-4.5,R-HSA-2871796,FCERI mediated MAPK activation,M011,2,0
0,1,1,0,-3.4,-6.9,GO:0050867,positive regulation of cell activation,M011,2,0
0,1,1,0,-2.4,-3.5,GO:0009611,response to wounding,M011,2,0
0,1,1,0,-2.1,-2.1,GO:2000736,regulation of stem cell differentiation,M011,2,0
1,0,1,-2.2,0,-2.6,GO:1901652,response to peptide,M101,2,0
1,0,1,-4.2,0,-5,M167,PID AP1 PATHWAY,M101,2,0
0,1,1,0,-2.6,-2.6,GO:0043300,regulation of leukocyte degranulation,M011,2,0
0,1,1,0,-2.2,-3.4,GO:0002757,immune response-activating signaling pathway,M011,2,0
1,0,1,-2.7,0,-5.9,GO:0045637,regulation of myeloid cell differentiation,M101,2,0
1,0,1,-2,0,-2.6,GO:0021987,cerebral cortex development,M101,2,0
0,1,1,0,-4.9,-5.8,R-HSA-1280215,Cytokine Signaling in Immune system,M011,2,0
1,1,0,-2.6,-4.1,0,hsa04620,Toll-like receptor signaling pathway,M110,2,0
0,1,1,0,-3,-3,GO:0002250,adaptive immune response,M011,2,0
1,1,0,-2.5,-2,0,GO:0060041,retina development in camera-type eye,M110,2,0
0,1,1,0,-2.3,-2.3,GO:0002637,regulation of immunoglobulin production,M011,2,0
1,0,1,-2.2,0,-3.4,hsa04659,Th17 cell differentiation,M101,2,0
0,1,1,0,-2.3,-2.8,GO:0030100,regulation of endocytosis,M011,2,0
0,1,1,0,-2.2,-4.3,GO:0046641,positive regulation of alpha-beta T cell proliferation,M011,2,0
0,1,1,0,-2.5,-2.1,GO:0051962,positive regulation of nervous system development,M011,2,0
0,1,1,0,-4.9,-4.9,GO:0022409,positive regulation of cell-cell adhesion,M011,2,0
0,1,1,0,-2.5,-3.3,GO:0021799,cerebral cortex radially oriented cell migration,M011,2,0
0,1,1,0,-2.1,-5.9,GO:0045621,positive regulation of lymphocyte differentiation,M011,2,0
1,1,0,-3,-2.1,0,WP408,Oxidative stress response,M110,2,0
0,1,1,0,-4.8,-2.2,R-HSA-8951671,RUNX3 regulates YAP1-mediated transcription,M011,2,0
1,0,1,-2.7,0,-6.6,GO:0001944,vasculature development,M101,2,0
0,1,1,0,-3.3,-2,M124,PID CXCR4 PATHWAY,M011,2,0
0,1,1,0,-2.2,-3.4,GO:0002252,immune effector process,M011,2,0
1,0,1,-3.1,0,-5.1,GO:0048514,blood vessel morphogenesis,M101,2,0
0,1,1,0,-3,-6.6,M10,PID BCR 5PATHWAY,M011,2,0
0,1,1,0,-3.1,-3.1,R-HSA-9824443,Parasitic Infection Pathways,M011,2,0
1,0,1,-2.7,0,-3.8,GO:0046643,regulation of gamma-delta T cell activation,M101,2,0
0,1,1,0,-5.6,-5.1,GO:1903037,regulation of leukocyte cell-cell adhesion,M011,2,0
0,1,1,0,-3.1,-5,GO:0050864,regulation of B cell activation,M011,2,0
1,1,0,-3.8,-3.8,0,WP2064,Neural crest differentiation,M110,2,0
0,1,1,0,-2.7,-2.7,GO:2000739,regulation of mesenchymal stem cell differentiation,M011,2,0
1,0,1,-2,0,-2,GO:0055001,muscle cell development,M101,2,0
1,1,0,-2.1,-3.6,0,WP706,Sudden infant death syndrome SIDS susceptibility pathways,M110,2,0
1,0,1,-2.4,0,-7,GO:0045646,regulation of erythrocyte differentiation,M101,2,0
