_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.6,C1257931,M1,1,0,DisGeNET,35,"Mammary Neoplasms, Human",,-2.6,6.8,4.5,30304,527,34,4,12,5.5,6926|6935|26040|26508,TBX3|ZEB1|SETBP1|HEYL,-0.17,0
1,-2.5,C0008924,M1,1,0,DisGeNET,35,Cleft upper lip,,-2.5,10,5.1,30304,255,34,3,8.8,4.9,860|6909|9935,RUNX2|TBX2|MAFB,-0.17,0
1,-2.5,C1535926,M1,1,0,DisGeNET,35,Neurodevelopmental Disorders,,-2.5,6.7,4.4,30304,534,34,4,12,5.5,2028|6660|26040|64919,ENPEP|SOX5|SETBP1|BCL11B,-0.17,0
1,-2.5,C1319315,M1,1,0,DisGeNET,35,Adenocarcinoma of large intestine,,-2.5,6.6,4.4,30304,543,34,4,12,5.5,860|6926|6935|23007,RUNX2|TBX3|ZEB1|PLCH1,-0.17,0
1,-2.5,C4704874,M1,1,0,DisGeNET,35,"Mammary Carcinoma, Human",,-2.5,6.5,4.4,30304,545,34,4,12,5.5,6926|6935|26040|26508,TBX3|ZEB1|SETBP1|HEYL,-0.16,0
1,-2.5,C0024138,M1,1,0,DisGeNET,35,"Lupus Erythematosus, Discoid",,-2.5,6.5,4.3,30304,552,34,4,12,5.5,5467|6935|22926|84959,PPARD|ZEB1|ATF6|UBASH3B,-0.16,0
1,-2.5,C0409974,M1,1,0,DisGeNET,35,Lupus Erythematosus,,-2.5,6.4,4.3,30304,558,34,4,12,5.5,5467|6935|22926|84959,PPARD|ZEB1|ATF6|UBASH3B,-0.16,0
1,-2.4,C0009081,M1,1,0,DisGeNET,35,Congenital clubfoot,,-2.4,9.4,4.8,30304,285,34,3,8.8,4.9,658|9935|26040,BMPR1B|MAFB|SETBP1,-0.12,0
1,-2.4,C0424605,M1,1,0,DisGeNET,35,Developmental delay (disorder),,-2.4,6.1,4.2,30304,584,34,4,12,5.5,6660|6938|26040|65217,SOX5|TCF12|SETBP1|PCDH15,-0.12,0
1,-2.4,C0025990,M1,1,0,DisGeNET,35,Micrognathism,,-2.4,6.1,4.2,30304,586,34,4,12,5.5,860|9935|26040|64919,RUNX2|MAFB|SETBP1|BCL11B,-0.12,0
1,-2.4,C0521525,M1,1,0,DisGeNET,35,Short neck,,-2.4,9.3,4.7,30304,288,34,3,8.8,4.9,6909|9935|26040,TBX2|MAFB|SETBP1,-0.11,0
1,-2.3,C0005699,M1,1,0,DisGeNET,35,Blast Phase,,-2.3,8.9,4.6,30304,299,34,3,8.8,4.9,2028|3394|64919,ENPEP|IRF8|BCL11B,-0.078,0
1,-2.3,C0025322,M1,1,0,DisGeNET,35,Premature Menopause,,-2.3,8.9,4.6,30304,299,34,3,8.8,4.9,658|860|1750,BMPR1B|RUNX2|DLX6,-0.078,0
1,-2.2,C0153690,M1,1,0,DisGeNET,35,Secondary malignant neoplasm of bone,,-2.2,5.5,3.9,30304,647,34,4,12,5.5,860|6660|6909|6935,RUNX2|SOX5|TBX2|ZEB1,0,0
1,-2.2,C0085215,M1,1,0,DisGeNET,35,"Ovarian Failure, Premature",,-2.2,8,4.3,30304,333,34,3,8.8,4.9,658|860|1750,BMPR1B|RUNX2|DLX6,0,0
1,-2.2,C0026010,M1,1,0,DisGeNET,35,Microphthalmos,,-2.2,8,4.3,30304,336,34,3,8.8,4.9,6935|30812|55553,ZEB1|SOX8|SOX6,0,0
1,-2.2,C0023508,M1,1,0,DisGeNET,35,White Blood Cell Count procedure,,-2.2,5.2,3.7,30304,681,34,4,12,5.5,860|9586|22926|55553,RUNX2|CREB5|ATF6|SOX6,0,0
1,-2.2,C1328504,M1,1,0,DisGeNET,35,Hormone refractory prostate cancer,,-2.2,5.2,3.7,30304,683,34,4,12,5.5,860|2028|5074|22926,RUNX2|ENPEP|PAWR|ATF6,0,0
1,-2.2,C0302142,M1,1,0,DisGeNET,35,Deformity,,-2.2,7.6,4.2,30304,350,34,3,8.8,4.9,658|1750|6909,BMPR1B|DLX6|TBX2,0,0
1,-2.1,C0008073,M1,1,0,DisGeNET,35,Developmental Disabilities,,-2.1,7.5,4.1,30304,355,34,3,8.8,4.9,6909|6926|26040,TBX2|TBX3|SETBP1,0,0
1,-2.1,C0038013,M1,1,0,DisGeNET,35,Ankylosing spondylitis,,-2.1,5,3.6,30304,710,34,4,12,5.5,860|3394|64919|84959,RUNX2|IRF8|BCL11B|UBASH3B,0,0
1,-2.1,C0014772,M1,1,0,DisGeNET,35,Red Blood Cell Count measurement,,-2.1,5,3.6,30304,717,34,4,12,5.5,8537|55553|64919|84959,BCAS1|SOX6|BCL11B|UBASH3B,0,0
1,-2.1,C3875321,M1,1,0,DisGeNET,35,Inflammatory dermatosis,,-2.1,7,4,30304,382,34,3,8.8,4.9,5467|64919|84959,PPARD|BCL11B|UBASH3B,0,0
1,-2,C1854301,M1,1,0,DisGeNET,35,Motor delay,,-2,7,3.9,30304,384,34,3,8.8,4.9,6660|26040|65217,SOX5|SETBP1|PCDH15,0,0
1,-2,C1384666,M1,1,0,DisGeNET,35,hearing impairment,,-2,4.8,3.5,30304,739,34,4,12,5.5,860|4094|6938|65217,RUNX2|MAF|TCF12|PCDH15,0,0
1,-2,C0520947,M1,1,0,DisGeNET,35,Clumsiness - motor delay,,-2,6.8,3.9,30304,393,34,3,8.8,4.9,6660|26040|65217,SOX5|SETBP1|PCDH15,0,0
1,-2,C1739135,M1,1,0,DisGeNET,35,Progression of prostate cancer,,-2,6.7,3.8,30304,398,34,3,8.8,4.9,860|6660|6935,RUNX2|SOX5|ZEB1,0,0
