_MEMBER_data_imp_1 - 1.8-2.2,_MEMBER_data_imp_1 - 4.5-5.5,_MEMBER_data_imp_1 - 9.0-11.0,_LogP_data_imp_1 - 1.8-2.2,_LogP_data_imp_1 - 4.5-5.5,_LogP_data_imp_1 - 9.0-11.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,1,1,-4.9,-3.1,-2.4,M164,PID ERBB1 DOWNSTREAM PATHWAY,M111,3,0
1,1,1,-3.6,-3.2,-4.7,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,M111,3,0
1,1,1,-2.7,-4.2,-3.4,GO:1902107,positive regulation of leukocyte differentiation,M111,3,0
1,1,1,-11,-5,-11,GO:0030098,lymphocyte differentiation,M111,3,0
1,1,1,-3.4,-4.8,-2.4,WP2374,Oncostatin M signaling pathway,M111,3,0
1,1,1,-2.6,-3.5,-2.4,R-HSA-2559583,Cellular Senescence,M111,3,0
1,1,1,-3.2,-2.6,-3,M122,PID IL2 1PATHWAY,M111,3,0
1,1,1,-2.9,-4.8,-2.6,WP5373,Role of hypoxia angiogenesis and FGF pathway in OA chondrocyte hypertrophy,M111,3,0
1,1,1,-2.8,-4,-2.4,R-HSA-975155,MyD88 dependent cascade initiated on endosome,M111,3,0
1,1,1,-2.8,-5.7,-3,GO:0001709,cell fate determination,M111,3,0
1,1,1,-8.2,-2.7,-2.5,GO:1902894,negative regulation of miRNA transcription,M111,3,0
1,1,1,-4.2,-3.4,-2.2,GO:0002695,negative regulation of leukocyte activation,M111,3,0
1,1,1,-3.5,-2.1,-4.5,GO:0001649,osteoblast differentiation,M111,3,0
1,1,1,-4.7,-2.5,-2.1,GO:0040007,growth,M111,3,0
1,1,1,-2.5,-3.1,-4.5,GO:0042475,odontogenesis of dentin-containing tooth,M111,3,0
1,1,1,-3.9,-2.7,-2.1,GO:0006111,regulation of gluconeogenesis,M111,3,0
1,1,1,-3.9,-3.7,-5.5,M235,PID TCR CALCIUM PATHWAY,M111,3,0
1,1,1,-2.2,-3.2,-2,GO:0010464,regulation of mesenchymal cell proliferation,M111,3,0
1,1,1,-4.5,-2.8,-3,hsa05215,Prostate cancer,M111,3,0
1,1,1,-3.6,-7,-2.3,M290,PID IL12 STAT4 PATHWAY,M111,3,0
1,1,1,-2.4,-2.2,-2.9,GO:0007219,Notch signaling pathway,M111,3,0
1,1,1,-5.5,-7.7,-6.3,GO:0010720,positive regulation of cell development,M111,3,0
1,1,1,-3.7,-2.6,-2.9,GO:0030278,regulation of ossification,M111,3,0
1,1,1,-6.2,-5.5,-5.2,M183,PID IL6 7 PATHWAY,M111,3,0
1,1,1,-2.9,-3.3,-3.3,WP5098,T cell activation SARS CoV 2,M111,3,0
1,1,1,-3.6,-3.3,-2.2,M115,PID REG GR PATHWAY,M111,3,0
1,1,1,-2.5,-4.1,-2.6,R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,M111,3,0
1,1,1,-5.5,-3.4,-2.4,GO:0048844,artery morphogenesis,M111,3,0
1,1,1,-5.5,-3.8,-2.6,hsa05169,Epstein-Barr virus infection,M111,3,0
1,1,1,-2.1,-3.5,-2.2,GO:0032663,regulation of interleukin-2 production,M111,3,0
1,1,1,-8.7,-9.8,-2.4,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,M111,3,0
1,1,1,-10,-5.7,-6.3,GO:0001944,vasculature development,M111,3,0
1,1,1,-3.8,-2.8,-3.1,GO:2000177,regulation of neural precursor cell proliferation,M111,3,0
1,1,1,-4.3,-6.4,-3.8,GO:0002764,immune response-regulating signaling pathway,M111,3,0
1,1,1,-2.4,-3.3,-4,GO:0048483,autonomic nervous system development,M111,3,0
1,1,1,-5.4,-3.8,-3.5,GO:0003151,outflow tract morphogenesis,M111,3,0
1,1,1,-2.7,-4.2,-3.4,GO:1903708,positive regulation of hemopoiesis,M111,3,0
1,1,1,-2.2,-2.4,-2.8,WP3893,Development and heterogeneity of the ILC family,M111,3,0
1,1,1,-4.4,-2.2,-3.4,GO:0060349,bone morphogenesis,M111,3,0
1,1,1,-3.3,-2.7,-4.9,M8626,SIG BCR SIGNALING PATHWAY,M111,3,0
1,1,1,-14,-4.7,-5.7,GO:0043009,chordate embryonic development,M111,3,0
1,1,1,-3.6,-5.5,-2.5,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,M111,3,0
1,1,1,-3.2,-3.2,-2.6,GO:0032922,circadian regulation of gene expression,M111,3,0
1,1,1,-3.5,-2.4,-3.7,GO:0048663,neuron fate commitment,M111,3,0
1,1,1,-6.3,-4.5,-2.2,GO:0007623,circadian rhythm,M111,3,0
1,1,1,-8.7,-7.1,-3.9,GO:0007507,heart development,M111,3,0
1,1,1,-7.3,-6.8,-2.6,R-HSA-166520,Signaling by NTRKs,M111,3,0
1,1,1,-4.6,-4.3,-5,GO:0045637,regulation of myeloid cell differentiation,M111,3,0
1,1,1,-11,-3.6,-4,GO:0030900,forebrain development,M111,3,0
1,1,1,-2.4,-2.5,-3.9,GO:0030851,granulocyte differentiation,M111,3,0
1,1,1,-9.1,-5.1,-2.1,hsa04659,Th17 cell differentiation,M111,3,0
1,1,1,-11,-6.1,-6.6,GO:0001568,blood vessel development,M111,3,0
1,1,1,-4.3,-2.3,-3,GO:0001892,embryonic placenta development,M111,3,0
1,1,1,-2.5,-2.5,-2.4,WP4258,lncRNA in canonical Wnt signaling and colorectal cancer,M111,3,0
1,1,1,-6.9,-9.9,-4.9,GO:0071363,cellular response to growth factor stimulus,M111,3,0
1,1,1,-2.5,-4.1,-2.6,R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,M111,3,0
1,1,1,-7,-3.4,-4.9,GO:0140467,integrated stress response signaling,M111,3,0
1,1,1,-5.8,-6.7,-3.2,GO:0042471,ear morphogenesis,M111,3,0
1,1,1,-4.3,-2.3,-2.2,GO:0051101,regulation of DNA binding,M111,3,0
1,1,1,-4,-3.3,-3.5,GO:0045619,regulation of lymphocyte differentiation,M111,3,0
1,1,1,-3.9,-2,-7.3,hsa04662,B cell receptor signaling pathway,M111,3,0
1,1,1,-2.2,-2.1,-2.6,GO:0007224,smoothened signaling pathway,M111,3,0
1,1,1,-3.2,-2.2,-3.4,GO:0050853,B cell receptor signaling pathway,M111,3,0
1,1,1,-9.3,-7.4,-5.7,hsa05167,Kaposi sarcoma-associated herpesvirus infection,M111,3,0
1,1,1,-6.5,-2.1,-2.8,GO:0021543,pallium development,M111,3,0
1,1,1,-2.4,-2.7,-2.6,GO:2000107,negative regulation of leukocyte apoptotic process,M111,3,0
1,1,1,-3.3,-4,-3,GO:0051250,negative regulation of lymphocyte activation,M111,3,0
1,1,1,-9,-5,-2.2,GO:0003007,heart morphogenesis,M111,3,0
1,1,1,-6.4,-5.7,-2.1,GO:1901699,cellular response to nitrogen compound,M111,3,0
1,1,1,-5.1,-3.7,-3,GO:0007498,mesoderm development,M111,3,0
1,1,1,-3.8,-4.5,-3.2,GO:0002520,immune system development,M111,3,0
1,1,1,-3.6,-4.5,-4.2,WP4844,Influence of laminopathies on Wnt signaling,M111,3,0
1,1,1,-3.6,-5,-6.8,WP286,IL 3 signaling pathway,M111,3,0
1,1,1,-3.9,-2.7,-2.1,GO:0046643,regulation of gamma-delta T cell activation,M111,3,0
1,1,1,-2.9,-4.6,-2.6,GO:0045580,regulation of T cell differentiation,M111,3,0
1,1,1,-2.2,-3.9,-3.9,R-HSA-5621481,C-type lectin receptors (CLRs),M111,3,0
1,1,1,-3.9,-3.6,-2.9,M166,PID ATF2 PATHWAY,M111,3,0
1,1,1,-5.1,-7.5,-2.9,GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,M111,3,0
1,1,1,-9.4,-8.6,-2.5,R-HSA-198725,Nuclear Events (kinase and transcription factor activation),M111,3,0
1,1,1,-4.7,-2.5,-2.1,GO:0048589,developmental growth,M111,3,0
1,1,1,-3.4,-2.5,-2.4,GO:0060443,mammary gland morphogenesis,M111,3,0
1,1,1,-4.6,-2,-3.1,WP4816,TGF beta receptor signaling in skeletal dysplasias,M111,3,0
1,1,1,-3,-2.8,-3.1,GO:0001764,neuron migration,M111,3,0
1,1,1,-3.6,-4.5,-4.2,M272,PID CD8 TCR DOWNSTREAM PATHWAY,M111,3,0
1,1,1,-3.2,-3.2,-5.5,R-HSA-983705,Signaling by the B Cell Receptor (BCR),M111,3,0
1,1,1,-10,-6.9,-7.7,GO:0048562,embryonic organ morphogenesis,M111,3,0
1,1,1,-4.3,-3.3,-2.4,GO:0060411,cardiac septum morphogenesis,M111,3,0
1,1,1,-17,-7.9,-5.8,GO:0140747,regulation of ncRNA transcription,M111,3,0
1,1,1,-4.1,-4,-2.4,GO:0045599,negative regulation of fat cell differentiation,M111,3,0
1,1,1,-3.5,-3.3,-2.6,GO:0002294,"CD4-positive, alpha-beta T cell differentiation involved in immune response",M111,3,0
1,1,1,-6.4,-6.2,-2.3,GO:0002697,regulation of immune effector process,M111,3,0
1,1,1,-4.9,-5.9,-5.1,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,M111,3,0
1,1,1,-4.7,-3.7,-3.6,GO:0051962,positive regulation of nervous system development,M111,3,0
1,1,1,-4,-3.4,-2.7,GO:0072089,stem cell proliferation,M111,3,0
1,1,1,-9.2,-4.7,-7.3,WP23,B cell receptor signaling pathway,M111,3,0
1,1,1,-4,-6.2,-4.5,GO:0002252,immune effector process,M111,3,0
1,1,1,-2.9,-2.1,-3.3,GO:0035136,forelimb morphogenesis,M111,3,0
1,1,1,-15,-7.3,-6.8,GO:0035239,tube morphogenesis,M111,3,0
1,1,1,-8.4,-6,-5.6,WP706,Sudden infant death syndrome SIDS susceptibility pathways,M111,3,0
1,1,1,-8.3,-8,-2.3,GO:0030855,epithelial cell differentiation,M111,3,0
1,1,1,-8.6,-4,-5.2,GO:0048514,blood vessel morphogenesis,M111,3,0
1,1,1,-9,-2.1,-2.6,hsa04935,"Growth hormone synthesis, secretion and action",M111,3,0
1,1,1,-5.4,-4.3,-4,hsa05224,Breast cancer,M111,3,0
1,1,1,-3.2,-3.1,-2,R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,M111,3,0
1,1,1,-8.2,-2.7,-2.5,GO:2000629,negative regulation of miRNA metabolic process,M111,3,0
1,1,1,-2.9,-2.8,-2.3,GO:0048534,hematopoietic or lymphoid organ development,M111,3,0
1,1,1,-2.9,-2.5,-2.2,GO:0043299,leukocyte degranulation,M111,3,0
1,1,1,-3.7,-3,-4.4,GO:0030183,B cell differentiation,M111,3,0
1,1,1,-4.8,-2.1,-3.3,GO:0061180,mammary gland epithelium development,M111,3,0
1,1,1,-4.8,-2.4,-2.1,R-HSA-4090294,SUMOylation of intracellular receptors,M111,3,0
1,1,1,-3.5,-4,-3.2,GO:0050851,antigen receptor-mediated signaling pathway,M111,3,0
1,1,1,-3.6,-3.8,-3,GO:0002292,T cell differentiation involved in immune response,M111,3,0
1,1,1,-14,-6.2,-3.4,GO:0009725,response to hormone,M111,3,0
1,1,1,-6.1,-6.1,-2.3,GO:0071417,cellular response to organonitrogen compound,M111,3,0
1,1,1,-2.9,-2.7,-2.7,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",M111,3,0
1,1,1,-2.5,-4.1,-2.6,R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,M111,3,0
1,1,1,-14,-5.3,-3.2,GO:0008285,negative regulation of cell population proliferation,M111,3,0
1,1,1,-4.4,-2.5,-2.9,GO:0071695,anatomical structure maturation,M111,3,0
1,1,1,-2.3,-4.3,-2.4,GO:0046660,female sex differentiation,M111,3,0
1,1,1,-6.9,-4.3,-5.2,GO:0002694,regulation of leukocyte activation,M111,3,0
1,1,1,-3.1,-2.3,-2.8,GO:0061035,regulation of cartilage development,M111,3,0
1,1,1,-12,-11,-12,GO:0046649,lymphocyte activation,M111,3,0
1,1,1,-6,-3.5,-2.4,GO:0034101,erythrocyte homeostasis,M111,3,0
1,1,1,-2.9,-4.4,-4.1,GO:0045639,positive regulation of myeloid cell differentiation,M111,3,0
1,1,1,-4.6,-2.8,-3.7,hsa05417,Lipid and atherosclerosis,M111,3,0
1,1,1,-11,-6.5,-4.1,GO:2000630,positive regulation of miRNA metabolic process,M111,3,0
1,1,1,-3.9,-3.7,-4.4,GO:0050769,positive regulation of neurogenesis,M111,3,0
1,1,1,-2.8,-5,-5.1,GO:0030509,BMP signaling pathway,M111,3,0
1,1,1,-7.9,-4,-4.5,GO:0050767,regulation of neurogenesis,M111,3,0
1,1,1,-4.6,-2.4,-2,GO:0030324,lung development,M111,3,0
1,1,1,-10,-12,-8,GO:0045165,cell fate commitment,M111,3,0
1,1,1,-6,-3.5,-2.9,WP170,Nuclear receptors,M111,3,0
1,1,1,-3.3,-5.4,-3,M186,PID PDGFRB PATHWAY,M111,3,0
1,1,1,-6.2,-3.8,-3,GO:0060840,artery development,M111,3,0
1,1,1,-9.8,-6.8,-6.6,GO:0007389,pattern specification process,M111,3,0
1,1,1,-4.1,-5,-4.1,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,M111,3,0
1,1,1,-6.6,-4.1,-3.1,hsa04928,"Parathyroid hormone synthesis, secretion and action",M111,3,0
1,1,1,-4.1,-4.8,-4.8,GO:0002573,myeloid leukocyte differentiation,M111,3,0
1,1,1,-3.2,-3.1,-2,R-HSA-975871,MyD88 cascade initiated on plasma membrane,M111,3,0
1,1,1,-2.7,-2.6,-3.1,M54,PID IL12 2PATHWAY,M111,3,0
1,1,1,-9.6,-7.7,-5.2,GO:0050678,regulation of epithelial cell proliferation,M111,3,0
1,1,1,-3.9,-2.2,-2.3,GO:0048709,oligodendrocyte differentiation,M111,3,0
1,1,1,-8.4,-7.9,-8.7,GO:0030099,myeloid cell differentiation,M111,3,0
1,1,1,-2.7,-2.4,-2.8,GO:0021879,forebrain neuron differentiation,M111,3,0
1,1,1,-4.4,-2.1,-6.7,WP3945,TYROBP causal network in microglia,M111,3,0
1,1,1,-6.4,-3.9,-2.6,GO:0030218,erythrocyte differentiation,M111,3,0
1,1,1,-2.3,-2.8,-2.9,GO:0014015,positive regulation of gliogenesis,M111,3,0
1,1,1,-4.2,-2.2,-2.6,GO:0014013,regulation of gliogenesis,M111,3,0
1,1,1,-4.3,-2.7,-2.3,GO:0030111,regulation of Wnt signaling pathway,M111,3,0
1,1,1,-7,-6.4,-2.3,R-HSA-9616222,Transcriptional regulation of granulopoiesis,M111,3,0
1,1,1,-4.4,-3.5,-2.1,GO:0019221,cytokine-mediated signaling pathway,M111,3,0
1,1,1,-2.4,-2.3,-2.8,GO:0035710,"CD4-positive, alpha-beta T cell activation",M111,3,0
1,1,1,-2.1,-2.4,-2.1,WP4304,Oligodendrocyte specification and differentiation leading to myelin components for CNS,M111,3,0
1,1,1,-4.5,-2.4,-3,WP4540,Hippo signaling regulation pathways,M111,3,0
1,1,1,-12,-6.1,-5.7,GO:0007423,sensory organ development,M111,3,0
1,1,1,-4.8,-4.5,-3.3,GO:0022409,positive regulation of cell-cell adhesion,M111,3,0
1,1,1,-16,-11,-18,GO:0030097,hemopoiesis,M111,3,0
1,1,1,-5.1,-4.4,-3.1,GO:0002696,positive regulation of leukocyte activation,M111,3,0
1,1,1,-4.9,-5.7,-5,WP2849,Hematopoietic stem cell differentiation,M111,3,0
1,1,1,-2.1,-2.2,-2.1,GO:0002275,myeloid cell activation involved in immune response,M111,3,0
1,1,1,-8.8,-7.9,-3.1,R-HSA-187037,Signaling by NTRK1 (TRKA),M111,3,0
1,1,1,-7.3,-5.8,-3.5,GO:0045444,fat cell differentiation,M111,3,0
1,1,1,-9.9,-7.8,-5.5,WP236,Adipogenesis,M111,3,0
1,1,1,-4.6,-4.2,-4,WP4262,Breast cancer pathway,M111,3,0
1,1,1,-4.2,-6.2,-6.1,GO:1902105,regulation of leukocyte differentiation,M111,3,0
1,1,1,-10,-8.1,-7.8,M167,PID AP1 PATHWAY,M111,3,0
1,1,1,-3,-3.1,-2.4,GO:1902692,regulation of neuroblast proliferation,M111,3,0
1,1,1,-13,-3.8,-3.5,GO:0032870,cellular response to hormone stimulus,M111,3,0
1,1,1,-4.1,-4.3,-3.7,R-HSA-168898,Toll-like Receptor Cascades,M111,3,0
1,1,1,-7.3,-2.9,-6.6,GO:0048705,skeletal system morphogenesis,M111,3,0
1,1,1,-5.8,-3.2,-4.2,GO:0051216,cartilage development,M111,3,0
1,1,1,-5.9,-3.5,-4.9,GO:0042063,gliogenesis,M111,3,0
1,1,1,-9.3,-3.5,-3.9,hsa05161,Hepatitis B,M111,3,0
1,1,1,-2.4,-2.5,-2.8,R-HSA-8951671,RUNX3 regulates YAP1-mediated transcription,M111,3,0
1,1,1,-14,-5.4,-2.5,hsa05166,Human T-cell leukemia virus 1 infection,M111,3,0
1,1,1,-3.5,-2.8,-3.1,GO:0048565,digestive tract development,M111,3,0
1,1,1,-3.3,-3.2,-2.5,GO:0003143,embryonic heart tube morphogenesis,M111,3,0
1,1,1,-5.6,-3.5,-4,GO:0048754,branching morphogenesis of an epithelial tube,M111,3,0
1,1,1,-2.1,-2.4,-4.2,CORUM:2536,PLC-gamma-2-SLP-76-Lyn-Grb2 complex,M111,3,0
1,1,1,-9.3,-4.6,-3.9,GO:0045598,regulation of fat cell differentiation,M111,3,0
1,1,1,-4.4,-2.4,-7.3,GO:0048701,embryonic cranial skeleton morphogenesis,M111,3,0
1,1,1,-2.1,-5.6,-2.5,GO:1903038,negative regulation of leukocyte cell-cell adhesion,M111,3,0
1,1,1,-2.1,-5,-4.9,GO:0002761,regulation of myeloid leukocyte differentiation,M111,3,0
1,1,1,-3.5,-3.3,-2.6,GO:0042093,T-helper cell differentiation,M111,3,0
1,1,1,-2.1,-3.5,-4.5,R-HSA-9658195,Leishmania infection,M111,3,0
1,1,1,-9.4,-11,-5.8,GO:0070848,response to growth factor,M111,3,0
1,1,1,-5.6,-4.7,-5,GO:0061138,morphogenesis of a branching epithelium,M111,3,0
1,1,1,-8.9,-6.6,-5.7,GO:0003002,regionalization,M111,3,0
1,1,1,-10,-5.4,-7,hsa05202,Transcriptional misregulation in cancer,M111,3,0
1,1,1,-6.2,-5.4,-2.9,GO:0022612,gland morphogenesis,M111,3,0
1,1,1,-2.7,-2.6,-3.9,WP69,T cell receptor signaling pathway,M111,3,0
1,1,1,-3.6,-4.6,-2.3,WP5102,Familial partial lipodystrophy,M111,3,0
1,1,1,-16,-7.5,-6.1,GO:1902893,regulation of miRNA transcription,M111,3,0
1,1,1,-3.2,-2.2,-2.6,GO:0021602,cranial nerve morphogenesis,M111,3,0
1,1,1,-3.6,-2.5,-3.3,GO:0001890,placenta development,M111,3,0
1,1,1,-2.4,-2.9,-2.5,GO:0048486,parasympathetic nervous system development,M111,3,0
1,1,1,-6.8,-4.1,-3,GO:0090596,sensory organ morphogenesis,M111,3,0
1,1,1,-7,-6,-2.7,M2,PID SMAD2 3NUCLEAR PATHWAY,M111,3,0
1,1,1,-7.2,-3.5,-2.5,GO:0060541,respiratory system development,M111,3,0
1,1,1,-11,-4.6,-3.6,GO:0048511,rhythmic process,M111,3,0
1,1,1,-3.9,-3.9,-3.1,GO:0002287,alpha-beta T cell activation involved in immune response,M111,3,0
1,1,1,-8.3,-2.5,-5.4,GO:0021537,telencephalon development,M111,3,0
1,1,1,-4.5,-3.4,-5,GO:0030326,embryonic limb morphogenesis,M111,3,0
1,1,1,-5.6,-5.3,-4.7,WP3527,Pre implantation embryo,M111,3,0
1,1,1,-6.8,-3.7,-4.4,GO:0045664,regulation of neuron differentiation,M111,3,0
1,1,1,-4.2,-2.2,-2.5,GO:0046645,positive regulation of gamma-delta T cell activation,M111,3,0
1,1,1,-11,-4.1,-2.5,hsa05207,Chemical carcinogenesis - receptor activation,M111,3,0
1,1,1,-6.8,-4.6,-6.4,GO:0021953,central nervous system neuron differentiation,M111,3,0
1,1,1,-3.1,-2.4,-2.9,GO:0007405,neuroblast proliferation,M111,3,0
1,1,1,-8,-5.5,-3.1,hsa04658,Th1 and Th2 cell differentiation,M111,3,0
1,1,1,-4.8,-2.2,-2.1,GO:0032102,negative regulation of response to external stimulus,M111,3,0
1,1,1,-4.3,-4.2,-3.5,WP4879,Overlap between signal transduction pathways contributing to LMNA laminopathies,M111,3,0
