_MEMBER_0.0,_MEMBER_1.0,_MEMBER_2.0,_MEMBER_3.0,_MEMBER_4.0,_LogP_0.0,_LogP_1.0,_LogP_2.0,_LogP_3.0,_LogP_4.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,0,1,0,0,0,0,-2.1,0,GO:2000278,regulation of DNA biosynthetic process,M00010,1,0
1,0,0,0,0,-2.2,0,0,0,0,GO:0035967,cellular response to topologically incorrect protein,M10000,1,0
0,0,1,0,0,0,0,-4.4,0,0,R-HSA-1592230,Mitochondrial biogenesis,M00100,1,0
0,0,1,0,0,0,0,-2.5,0,0,R-HSA-5693538,Homology Directed Repair,M00100,1,0
0,0,1,0,0,0,0,-2.5,0,0,GO:1904753,negative regulation of vascular associated smooth muscle cell migration,M00100,1,0
0,0,1,0,0,0,0,-2.1,0,0,WP4753,Nucleotide excision repair,M00100,1,0
0,0,1,0,0,0,0,-3,0,0,WP61,Notch signaling,M00100,1,0
0,0,1,0,0,0,0,-2.1,0,0,M139,PID MYC PATHWAY,M00100,1,0
0,0,0,1,0,0,0,0,-2.6,0,GO:1904356,regulation of telomere maintenance via telomere lengthening,M00010,1,0
0,0,1,0,0,0,0,-4.7,0,0,R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,M00100,1,0
0,1,0,0,0,0,-2.7,0,0,0,R-HSA-73772,RNA Polymerase I Promoter Escape,M01000,1,0
1,0,0,0,0,-2,0,0,0,0,GO:0062013,positive regulation of small molecule metabolic process,M10000,1,0
0,0,1,0,0,0,0,-2.5,0,0,M2,PID SMAD2 3NUCLEAR PATHWAY,M00100,1,0
1,0,0,0,0,-2.5,0,0,0,0,GO:0045721,negative regulation of gluconeogenesis,M10000,1,0
1,0,0,0,0,-2.2,0,0,0,0,GO:0043470,regulation of carbohydrate catabolic process,M10000,1,0
1,0,0,0,0,-2.6,0,0,0,0,GO:0034620,cellular response to unfolded protein,M10000,1,0
0,1,0,0,0,0,-3.4,0,0,0,GO:0048854,brain morphogenesis,M01000,1,0
0,0,1,0,0,0,0,-2.6,0,0,GO:0071498,cellular response to fluid shear stress,M00100,1,0
0,1,0,0,0,0,-2.7,0,0,0,GO:0060633,negative regulation of transcription initiation by RNA polymerase II,M01000,1,0
1,0,0,0,0,-2.1,0,0,0,0,WP3995,Prion disease pathway,M10000,1,0
0,1,0,0,0,0,-3.1,0,0,0,R-HSA-674695,RNA Polymerase II Pre-transcription Events,M01000,1,0
0,0,1,0,0,0,0,-2.3,0,0,R-HSA-9833109,Evasion by RSV of host interferon responses,M00100,1,0
0,1,0,0,0,0,-3.2,0,0,0,R-HSA-9617828,FOXO-mediated transcription of cell cycle genes,M01000,1,0
0,0,1,0,0,0,0,-3.1,0,0,R-HSA-72172,mRNA Splicing,M00100,1,0
0,0,1,0,0,0,0,-2.8,0,0,WP4495,IL10 anti inflammatory signaling,M00100,1,0
1,0,0,0,0,-2.2,0,0,0,0,WP5477,Molecular pathway for oxidative stress,M10000,1,0
1,0,0,0,0,-3.6,0,0,0,0,R-HSA-6807505,RNA polymerase II transcribes snRNA genes,M10000,1,0
1,0,0,0,0,-3.1,0,0,0,0,GO:0006354,DNA-templated transcription elongation,M10000,1,0
1,0,0,0,0,-2.9,0,0,0,0,WP170,Nuclear receptors,M10000,1,0
1,0,0,0,0,-2.2,0,0,0,0,WP1982,Sterol regulatory element binding proteins SREBP signaling,M10000,1,0
0,0,0,1,0,0,0,0,-3.5,0,WP5049,Glycolysis in senescence,M00010,1,0
0,0,0,1,0,0,0,0,-2.1,0,GO:0043488,regulation of mRNA stability,M00010,1,0
0,1,0,0,0,0,-2.4,0,0,0,R-HSA-6790901,rRNA modification in the nucleus and cytosol,M01000,1,0
1,0,0,0,0,-4.2,0,0,0,0,GO:0080135,regulation of cellular response to stress,M10000,1,0
1,0,0,0,0,-2.2,0,0,0,0,GO:2000291,regulation of myoblast proliferation,M10000,1,0
1,0,0,0,0,-2.5,0,0,0,0,R-HSA-8874211,CREB3 factors activate genes,M10000,1,0
0,0,1,0,0,0,0,-2.5,0,0,R-HSA-5696400,Dual Incision in GG-NER,M00100,1,0
0,1,0,0,0,0,-2.7,0,0,0,GO:0070897,transcription preinitiation complex assembly,M01000,1,0
0,1,0,0,0,0,-2.4,0,0,0,R-HSA-73863,RNA Polymerase I Transcription Termination,M01000,1,0
1,0,0,0,0,-3.4,0,0,0,0,CORUM:1521,p300-SMAD1-STAT3 complex,M10000,1,0
0,0,0,0,1,0,0,0,0,-2.3,WP138,Androgen receptor signaling,M00001,1,0
1,0,0,0,0,-2.6,0,0,0,0,GO:1905564,positive regulation of vascular endothelial cell proliferation,M10000,1,0
0,0,1,0,0,0,0,-2.2,0,0,GO:0048232,male gamete generation,M00100,1,0
0,0,1,0,0,0,0,-2.1,0,0,GO:0045943,positive regulation of transcription by RNA polymerase I,M00100,1,0
1,0,0,0,0,-2.9,0,0,0,0,WP2324,AGE RAGE pathway,M10000,1,0
1,0,0,0,0,-2,0,0,0,0,R-HSA-452723,Transcriptional regulation of pluripotent stem cells,M10000,1,0
1,0,0,0,0,-2.1,0,0,0,0,R-HSA-9614085,FOXO-mediated transcription,M10000,1,0
1,0,0,0,0,-2.3,0,0,0,0,hsa05030,Cocaine addiction,M10000,1,0
1,0,0,0,0,-2.5,0,0,0,0,WP4666,Hepatitis B infection,M10000,1,0
0,1,0,0,0,0,-2.5,0,0,0,GO:0051151,negative regulation of smooth muscle cell differentiation,M01000,1,0
0,0,0,0,1,0,0,0,0,-2.5,GO:0033143,regulation of intracellular steroid hormone receptor signaling pathway,M00001,1,0
1,0,0,0,0,-2,0,0,0,0,GO:0042752,regulation of circadian rhythm,M10000,1,0
0,0,1,0,0,0,0,-2.6,0,0,R-HSA-9909396,Circadian clock,M00100,1,0
0,0,1,0,0,0,0,-2.3,0,0,WP4912,SARS coronavirus and innate immunity,M00100,1,0
1,0,0,0,0,-2.9,0,0,0,0,R-HSA-74158,RNA Polymerase III Transcription,M10000,1,0
0,0,0,0,1,0,0,0,0,-2.1,WP179,Cell cycle,M00001,1,0
0,1,0,0,0,0,-2,0,0,0,GO:0006334,nucleosome assembly,M01000,1,0
0,0,1,0,0,0,0,-2.1,0,0,WP4312,Rett syndrome,M00100,1,0
0,0,0,0,1,0,0,0,0,-2,hsa04110,Cell cycle,M00001,1,0
1,0,0,0,0,-2.6,0,0,0,0,WP2112,IL17 signaling,M10000,1,0
1,0,0,0,0,-2.2,0,0,0,0,WP49,IL2 signaling,M10000,1,0
1,0,0,0,0,-2.1,0,0,0,0,WP2034,Leptin signaling,M10000,1,0
1,0,0,0,0,-3.2,0,0,0,0,GO:0030968,endoplasmic reticulum unfolded protein response,M10000,1,0
1,0,0,0,0,-2.4,0,0,0,0,R-HSA-381119,Unfolded Protein Response (UPR),M10000,1,0
0,1,0,0,0,0,-2.4,0,0,0,R-HSA-73854,RNA Polymerase I Promoter Clearance,M01000,1,0
1,0,0,0,0,-2.4,0,0,0,0,R-HSA-76071,RNA Polymerase III Transcription Initiation From Type 3 Promoter,M10000,1,0
1,0,0,0,0,-3.4,0,0,0,0,M115,PID REG GR PATHWAY,M10000,1,0
0,0,0,1,0,0,0,0,-2.2,0,GO:1903312,negative regulation of mRNA metabolic process,M00010,1,0
0,0,1,0,0,0,0,-2.1,0,0,R-HSA-8953854,Metabolism of RNA,M00100,1,0
0,0,1,0,0,0,0,-2.3,0,0,WP3584,MECP2 and associated Rett syndrome,M00100,1,0
0,0,0,1,0,0,0,0,-3.1,0,M223,PID BETA CATENIN NUC PATHWAY,M00010,1,0
0,0,1,0,0,0,0,-2.1,0,0,GO:0007623,circadian rhythm,M00100,1,0
0,0,0,0,1,0,0,0,0,-2.2,WP2263,Androgen receptor network in prostate cancer,M00001,1,0
1,0,0,0,0,-2.6,0,0,0,0,R-HSA-73856,RNA Polymerase II Transcription Termination,M10000,1,0
1,0,0,0,0,-2.5,0,0,0,0,GO:0006109,regulation of carbohydrate metabolic process,M10000,1,0
0,0,1,0,0,0,0,-3.4,0,0,GO:2000736,regulation of stem cell differentiation,M00100,1,0
1,0,0,0,0,-2.1,0,0,0,0,GO:0006111,regulation of gluconeogenesis,M10000,1,0
0,1,0,0,0,0,-2.7,0,0,0,GO:1903925,response to bisphenol A,M01000,1,0
0,1,0,0,0,0,-4.9,0,0,0,GO:0065004,protein-DNA complex assembly,M01000,1,0
1,0,0,0,0,-2.4,0,0,0,0,WP5331,Autophagy in pancreatic ductal adenocarcinoma,M10000,1,0
0,1,0,0,0,0,-2,0,0,0,R-HSA-162587,HIV Life Cycle,M01000,1,0
1,0,0,0,0,-2.1,0,0,0,0,WP395,IL4 signaling,M10000,1,0
0,1,0,0,0,0,-3.4,0,0,0,WP5563,RNA Polymerase II transcription the preinitiation complex,M01000,1,0
1,0,0,0,0,-2.3,0,0,0,0,GO:0045739,positive regulation of DNA repair,M10000,1,0
1,0,0,0,0,-2.8,0,0,0,0,GO:0090043,regulation of tubulin deacetylation,M10000,1,0
1,0,0,0,0,-2.3,0,0,0,0,GO:0006986,response to unfolded protein,M10000,1,0
1,0,0,0,0,-2.5,0,0,0,0,GO:0060612,adipose tissue development,M10000,1,0
1,0,0,0,0,-2.9,0,0,0,0,GO:0019216,regulation of lipid metabolic process,M10000,1,0
0,0,1,0,0,0,0,-3.3,0,0,R-HSA-6782135,Dual incision in TC-NER,M00100,1,0
0,0,1,0,0,0,0,-2.3,0,0,GO:0060337,type I interferon-mediated signaling pathway,M00100,1,0
0,0,0,1,0,0,0,0,-3.2,0,GO:1904357,negative regulation of telomere maintenance via telomere lengthening,M00010,1,0
0,0,1,0,0,0,0,-3.8,0,0,GO:0098935,dendritic transport,M00100,1,0
1,0,0,0,0,-2.4,0,0,0,0,R-HSA-9614657,FOXO-mediated transcription of cell death genes,M10000,1,0
0,0,1,0,0,0,0,-4.2,0,0,R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),M00100,1,0
1,0,0,0,0,-2.5,0,0,0,0,WP4553,FBXL10 enhancement of MAP ERK signaling in diffuse large B cell lymphoma,M10000,1,0
1,0,0,0,0,-2.6,0,0,0,0,GO:0021522,spinal cord motor neuron differentiation,M10000,1,0
1,0,0,0,0,-2.2,0,0,0,0,GO:2000288,positive regulation of myoblast proliferation,M10000,1,0
0,0,1,0,0,0,0,-2.2,0,0,GO:0048715,negative regulation of oligodendrocyte differentiation,M00100,1,0
0,1,0,0,0,0,-2.2,0,0,0,GO:0021591,ventricular system development,M01000,1,0
0,0,0,1,0,0,0,0,-2.4,0,GO:0060218,hematopoietic stem cell differentiation,M00010,1,0
0,0,1,0,0,0,0,-3,0,0,R-HSA-5696397,Gap-filling DNA repair synthesis and ligation in GG-NER,M00100,1,0
0,0,1,0,0,0,0,-2.2,0,0,WP4880,Host pathogen interaction of human coronaviruses interferon induction,M00100,1,0
0,0,0,1,0,0,0,0,-2.1,0,hsa03015,mRNA surveillance pathway,M00010,1,0
1,0,0,0,0,-3.2,0,0,0,0,hsa04935,"Growth hormone synthesis, secretion and action",M10000,1,0
0,1,0,0,0,0,-2.2,0,0,0,GO:0006352,DNA-templated transcription initiation,M01000,1,0
1,0,0,0,0,-2.6,0,0,0,0,GO:0045648,positive regulation of erythrocyte differentiation,M10000,1,0
1,0,0,0,0,-3.2,0,0,0,0,R-HSA-9006931,Signaling by Nuclear Receptors,M10000,1,0
0,1,0,0,0,0,-2.4,0,0,0,R-HSA-73864,RNA Polymerase I Transcription,M01000,1,0
0,0,1,0,0,0,0,-2,0,0,GO:0006397,mRNA processing,M00100,1,0
1,0,0,0,0,-2.5,0,0,0,0,GO:0045165,cell fate commitment,M10000,1,0
0,0,0,1,0,0,0,0,-2.7,0,GO:0048255,mRNA stabilization,M00010,1,0
0,0,1,0,0,0,0,-2.3,0,0,GO:0071357,cellular response to type I interferon,M00100,1,0
0,1,0,0,0,0,-2.4,0,0,0,R-HSA-162599,Late Phase of HIV Life Cycle,M01000,1,0
0,0,1,0,0,0,0,-2.8,0,0,CORUM:2685,RNA polymerase II (RNAPII),M00100,1,0
0,0,0,0,1,0,0,0,0,-2.2,R-HSA-5633007,Regulation of TP53 Activity,M00001,1,0
1,0,0,0,0,-3.1,0,0,0,0,GO:0006368,transcription elongation by RNA polymerase II,M10000,1,0
0,1,0,0,0,0,-3.4,0,0,0,GO:0097284,hepatocyte apoptotic process,M01000,1,0
0,0,1,0,0,0,0,-2.1,0,0,GO:0045686,negative regulation of glial cell differentiation,M00100,1,0
1,0,0,0,0,-2,0,0,0,0,WP5474,Catabolism of skeletal muscle in cachexia,M10000,1,0
0,0,1,0,0,0,0,-2.5,0,0,GO:0048384,retinoic acid receptor signaling pathway,M00100,1,0
0,0,1,0,0,0,0,-2.6,0,0,WP5114,Nucleotide excision repair in xeroderma pigmentosum,M00100,1,0
0,0,0,1,0,0,0,0,-2.1,0,GO:0001701,in utero embryonic development,M00010,1,0
0,1,0,0,0,0,-2.7,0,0,0,GO:1903943,regulation of hepatocyte apoptotic process,M01000,1,0
0,0,1,0,0,0,0,-2.5,0,0,WP560,TGF beta receptor signaling,M00100,1,0
1,0,0,0,0,-2.1,0,0,0,0,R-HSA-3899300,SUMOylation of transcription cofactors,M10000,1,0
1,0,0,0,0,-2.2,0,0,0,0,WP5516,IL23 inhibitors in inflammatory bowel disease,M10000,1,0
0,0,0,1,0,0,0,0,-2.2,0,GO:0006007,glucose catabolic process,M00010,1,0
0,0,1,0,0,0,0,-2.5,0,0,WP4816,TGF beta receptor signaling in skeletal dysplasias,M00100,1,0
0,0,0,0,1,0,0,0,0,-2.2,GO:0003179,heart valve morphogenesis,M00001,1,0
0,0,0,1,0,0,0,0,-2.9,0,GO:0032205,negative regulation of telomere maintenance,M00010,1,0
1,0,0,0,0,-2.6,0,0,0,0,hsa04211,Longevity regulating pathway,M10000,1,0
0,1,0,0,0,0,-2.5,0,0,0,GO:0043045,epigenetic programming of gene expression,M01000,1,0
0,1,0,0,0,0,-2,0,0,0,R-HSA-9841251,Mitochondrial unfolded protein response (UPRmt),M01000,1,0
0,0,1,0,0,0,0,-2.8,0,0,CORUM:3066,"RNA polymerase II complex, chromatin structure modifying",M00100,1,0
1,0,0,0,0,-2.4,0,0,0,0,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,M10000,1,0
0,0,1,0,0,0,0,-3.9,0,0,CORUM:1183,CDC5L complex,M00100,1,0
1,0,0,0,0,-2.2,0,0,0,0,GO:0045454,cell redox homeostasis,M10000,1,0
0,0,1,0,0,0,0,-2.3,0,0,R-HSA-9623433,NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,M00100,1,0
1,0,0,0,0,-2.1,0,0,0,0,GO:1902459,positive regulation of stem cell population maintenance,M10000,1,0
1,0,0,0,0,-3.6,0,0,0,0,R-HSA-9018519,Estrogen-dependent gene expression,M10000,1,0
0,0,1,0,0,0,0,-2.5,0,0,R-HSA-525793,Myogenesis,M00100,1,0
0,0,1,0,0,0,0,-2.1,0,0,GO:0032922,circadian regulation of gene expression,M00100,1,0
1,0,0,0,0,-3.6,0,0,0,0,R-HSA-76046,RNA Polymerase III Transcription Initiation,M10000,1,0
0,0,1,0,0,0,0,-2.3,0,0,hsa05202,Transcriptional misregulation in cancer,M00100,1,0
0,1,0,0,0,0,-2.2,0,0,0,GO:0034728,nucleosome organization,M01000,1,0
0,0,0,1,0,0,0,0,-3.5,0,GO:0032211,negative regulation of telomere maintenance via telomerase,M00010,1,0
0,0,1,0,0,0,0,-2.5,0,0,R-HSA-5656121,Translesion synthesis by POLI,M00100,1,0
0,1,0,0,0,0,-2.2,0,0,0,CORUM:282,SNF2h-cohesin-NuRD complex,M01000,1,0
0,1,0,0,0,0,-4.9,0,0,0,GO:0071824,protein-DNA complex organization,M01000,1,0
0,0,0,0,1,0,0,0,0,-2.6,WP1984,Integrated breast cancer pathway,M00001,1,0
0,0,1,0,0,0,0,-3,0,0,R-HSA-72165,mRNA Splicing - Minor Pathway,M00100,1,0
0,0,1,0,0,0,0,-2.5,0,0,WP2038,Microtubule cytoskeleton regulation,M00100,1,0
1,0,0,0,0,-4.7,0,0,0,0,GO:1905897,regulation of response to endoplasmic reticulum stress,M10000,1,0
0,0,1,0,0,0,0,-3.7,0,0,WP2023,Cell differentiation expanded index,M00100,1,0
0,0,0,1,0,0,0,0,-2.5,0,GO:1902373,negative regulation of mRNA catabolic process,M00010,1,0
0,1,0,0,0,0,-2.2,0,0,0,WP3657,Hematopoietic stem cell gene regulation by GABP alpha beta complex,M01000,1,0
0,0,1,0,0,0,0,-2.7,0,0,R-HSA-73894,DNA Repair,M00100,1,0
1,0,0,0,0,-3.4,0,0,0,0,GO:0036500,ATF6-mediated unfolded protein response,M10000,1,0
0,0,1,0,0,0,0,-2.3,0,0,M203,PID ALK2 PATHWAY,M00100,1,0
0,0,0,1,0,0,0,0,-2.3,0,GO:0051052,regulation of DNA metabolic process,M00010,1,0
0,1,0,0,0,0,-2.7,0,0,0,GO:0009791,post-embryonic development,M01000,1,0
0,0,1,0,0,0,0,-2.2,0,0,WP5130,Th17 cell differentiation pathway,M00100,1,0
0,1,0,0,0,0,-2.2,0,0,0,CORUM:633,anti-BHC110 complex,M01000,1,0
0,1,0,0,0,0,-3.4,0,0,0,GO:0006346,DNA methylation-dependent constitutive heterochromatin formation,M01000,1,0
0,0,1,0,0,0,0,-3.3,0,0,R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER,M00100,1,0
0,0,1,0,0,0,0,-3.9,0,0,GO:1902036,regulation of hematopoietic stem cell differentiation,M00100,1,0
0,1,0,0,0,0,-2.7,0,0,0,GO:1903944,negative regulation of hepatocyte apoptotic process,M01000,1,0
0,0,1,0,0,0,0,-2.7,0,0,WP5381,Smith Magenis and Potocki Lupski syndrome copy number variation,M00100,1,0
1,0,0,0,0,-2.4,0,0,0,0,GO:0009792,embryo development ending in birth or egg hatching,M10000,1,0
1,0,0,0,0,-2.2,0,0,0,0,GO:0010906,regulation of glucose metabolic process,M10000,1,0
0,0,1,0,0,0,0,-2.3,0,0,CORUM:103,RNA polymerase II holoenzyme complex,M00100,1,0
0,0,1,0,0,0,0,-2.1,0,0,CORUM:2825,BRCA1-RNA polymerase II complex,M00100,1,0
