_MEMBER_SCZ_imp_1 - 94.0-96.0,_MEMBER_SCZ_imp_1 - 96.0-98.0,_MEMBER_SCZ_imp_1 - 98.0-100.0,_LogP_SCZ_imp_1 - 94.0-96.0,_LogP_SCZ_imp_1 - 96.0-98.0,_LogP_SCZ_imp_1 - 98.0-100.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,1,1,-2.4,-3.5,-2.9,GO:0042471,ear morphogenesis,M111,3,0
1,1,1,-3.6,-3.6,-4.6,GO:0002697,regulation of immune effector process,M111,3,0
1,1,1,-2,-3.1,-4.3,GO:0048469,cell maturation,M111,3,0
1,1,1,-2,-3.1,-4.3,GO:0046634,regulation of alpha-beta T cell activation,M111,3,0
1,1,1,-2.5,-3.1,-5,GO:0046631,alpha-beta T cell activation,M111,3,0
1,1,1,-3,-4.4,-7.8,WP23,B cell receptor signaling pathway,M111,3,0
1,1,1,-2.6,-3.4,-3.5,GO:0022409,positive regulation of cell-cell adhesion,M111,3,0
1,1,1,-2.1,-2.1,-2.1,WP3678,Amplification and expansion of oncogenic pathways as metastatic traits,M111,3,0
1,1,1,-2,-3.2,-5.6,GO:0001568,blood vessel development,M111,3,0
1,1,1,-3.5,-4.4,-4.4,hsa04662,B cell receptor signaling pathway,M111,3,0
1,1,1,-2.1,-2.8,-2.8,M285,PID HNF3A PATHWAY,M111,3,0
1,1,1,-2.3,-2.3,-2.3,R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",M111,3,0
1,1,1,-2.9,-5,-4.2,GO:1902895,positive regulation of miRNA transcription,M111,3,0
1,1,1,-4.3,-3.9,-6.2,GO:0002694,regulation of leukocyte activation,M111,3,0
1,1,1,-2.7,-2.7,-3.3,GO:0001708,cell fate specification,M111,3,0
1,1,1,-2.2,-2.2,-3.8,WP4304,Oligodendrocyte specification and differentiation leading to myelin components for CNS,M111,3,0
1,1,1,-3.3,-6.4,-8.1,GO:0010720,positive regulation of cell development,M111,3,0
1,1,1,-2.2,-2.2,-3.2,M17200,SA B CELL RECEPTOR COMPLEXES,M111,3,0
1,1,1,-3.4,-4.3,-5.8,GO:0050867,positive regulation of cell activation,M111,3,0
1,1,1,-3.3,-3.3,-3.9,GO:0002703,regulation of leukocyte mediated immunity,M111,3,0
1,1,1,-3.1,-3.1,-3.1,WP286,IL 3 signaling pathway,M111,3,0
1,1,1,-3.5,-5,-13,GO:0045165,cell fate commitment,M111,3,0
1,1,1,-3.4,-4.5,-4,GO:0021700,developmental maturation,M111,3,0
1,1,1,-3.4,-3.4,-4,GO:0030217,T cell differentiation,M111,3,0
1,1,1,-3.1,-3.1,-2.4,R-HSA-983705,Signaling by the B Cell Receptor (BCR),M111,3,0
1,1,1,-6.6,-4.2,-4.2,M167,PID AP1 PATHWAY,M111,3,0
1,1,1,-3.5,-2,-6,GO:0050777,negative regulation of immune response,M111,3,0
1,1,1,-3.4,-4.6,-4.7,GO:0061061,muscle structure development,M111,3,0
1,1,1,-2,-3.4,-5.8,GO:0045619,regulation of lymphocyte differentiation,M111,3,0
1,1,1,-2.9,-2.9,-5.1,R-HSA-449147,Signaling by Interleukins,M111,3,0
1,1,1,-2.9,-3.4,-3.4,GO:0051962,positive regulation of nervous system development,M111,3,0
1,1,1,-2.9,-2.9,-3.7,GO:0007389,pattern specification process,M111,3,0
1,1,1,-3.2,-3.7,-3.7,GO:1903039,positive regulation of leukocyte cell-cell adhesion,M111,3,0
1,1,1,-2.5,-2.5,-5.2,GO:0031348,negative regulation of defense response,M111,3,0
1,1,1,-2.5,-4.9,-4.4,GO:0010001,glial cell differentiation,M111,3,0
1,1,1,-2.6,-2.6,-4.4,GO:0002700,regulation of production of molecular mediator of immune response,M111,3,0
1,1,1,-2.6,-3.4,-2.6,GO:0002252,immune effector process,M111,3,0
1,1,1,-3.8,-4.2,-5.7,GO:0051249,regulation of lymphocyte activation,M111,3,0
1,1,1,-2.2,-3,-5.7,GO:0030900,forebrain development,M111,3,0
1,1,1,-2.4,-2.7,-5.6,GO:0050727,regulation of inflammatory response,M111,3,0
1,1,1,-4.9,-4.9,-5,GO:0042110,T cell activation,M111,3,0
1,1,1,-3.4,-4,-5.4,GO:0140747,regulation of ncRNA transcription,M111,3,0
1,1,1,-2.7,-4.1,-2.4,GO:0007517,muscle organ development,M111,3,0
1,1,1,-2.3,-8.7,-8.8,GO:0048568,embryonic organ development,M111,3,0
1,1,1,-3.8,-2.4,-3.8,hsa04658,Th1 and Th2 cell differentiation,M111,3,0
1,1,1,-3.5,-4.1,-5.6,GO:1902893,regulation of miRNA transcription,M111,3,0
1,1,1,-2.5,-3.2,-4.6,GO:0061351,neural precursor cell proliferation,M111,3,0
1,1,1,-2.4,-4.6,-3.8,WP3527,Pre implantation embryo,M111,3,0
1,1,1,-2.7,-2.7,-5,WP5218,Extrafollicular and follicular B cell activation by SARS CoV 2,M111,3,0
1,1,1,-3.3,-3.9,-5.2,GO:2000628,regulation of miRNA metabolic process,M111,3,0
1,1,1,-5.3,-7.2,-6.7,GO:0045321,leukocyte activation,M111,3,0
1,1,1,-2.3,-3.7,-6.5,GO:0035239,tube morphogenesis,M111,3,0
1,1,1,-4.6,-3,-4.7,M10,PID BCR 5PATHWAY,M111,3,0
1,1,1,-5.1,-3.3,-4.2,M60,PID NFAT TFPATHWAY,M111,3,0
1,1,1,-5.7,-3.6,-3.3,GO:0070848,response to growth factor,M111,3,0
1,1,1,-2.5,-4.8,-3.6,WP3599,Transcription factor regulation in adipogenesis,M111,3,0
1,1,1,-4.5,-4.1,-5.4,GO:0050865,regulation of cell activation,M111,3,0
1,1,1,-2.6,-3.1,-3.6,GO:0071695,anatomical structure maturation,M111,3,0
1,1,1,-6.8,-6.8,-6.9,GO:0001775,cell activation,M111,3,0
1,1,1,-2.1,-2.1,-4.7,GO:0010721,negative regulation of cell development,M111,3,0
1,1,1,-4.8,-2.4,-2.4,GO:0009611,response to wounding,M111,3,0
1,1,1,-4,-2.9,-2.2,R-HSA-109582,Hemostasis,M111,3,0
1,1,1,-2.8,-6.5,-9.3,GO:0030099,myeloid cell differentiation,M111,3,0
1,1,1,-3.3,-4.2,-6.4,GO:0002696,positive regulation of leukocyte activation,M111,3,0
1,1,1,-2.6,-2.2,-2.2,GO:0002250,adaptive immune response,M111,3,0
1,1,1,-5.4,-6,-4.4,GO:0030098,lymphocyte differentiation,M111,3,0
1,1,1,-3.9,-4.6,-2.6,hsa04928,"Parathyroid hormone synthesis, secretion and action",M111,3,0
1,1,1,-2.6,-3.7,-2.6,R-HSA-9658195,Leishmania infection,M111,3,0
1,1,1,-2.4,-4.9,-5.9,R-HSA-9616222,Transcriptional regulation of granulopoiesis,M111,3,0
1,1,1,-2.9,-5,-3.3,GO:0050767,regulation of neurogenesis,M111,3,0
1,1,1,-2.1,-5.4,-4.8,WP236,Adipogenesis,M111,3,0
1,1,1,-3.2,-2.4,-4.1,GO:0032102,negative regulation of response to external stimulus,M111,3,0
1,1,1,-2.3,-2.3,-5,GO:0048709,oligodendrocyte differentiation,M111,3,0
1,1,1,-2.9,-3.5,-3.5,GO:0002718,regulation of cytokine production involved in immune response,M111,3,0
1,1,1,-3.9,-2.4,-6.8,GO:0002683,negative regulation of immune system process,M111,3,0
1,1,1,-2.1,-3.8,-3.2,WP366,TGF beta signaling pathway,M111,3,0
1,1,1,-2.1,-2.1,-2.7,GO:0002285,lymphocyte activation involved in immune response,M111,3,0
1,1,1,-2.2,-7.3,-4.2,GO:0045637,regulation of myeloid cell differentiation,M111,3,0
1,1,1,-2.6,-4.6,-3.9,GO:2000630,positive regulation of miRNA metabolic process,M111,3,0
1,1,1,-2.1,-2.1,-2.1,M290,PID IL12 STAT4 PATHWAY,M111,3,0
1,1,1,-6.3,-9.1,-8,GO:0002521,leukocyte differentiation,M111,3,0
1,1,1,-3.7,-5.6,-8.4,GO:0008283,cell population proliferation,M111,3,0
1,1,1,-2.5,-2.5,-3.7,GO:0003002,regionalization,M111,3,0
1,1,1,-3.9,-3.5,-3.5,GO:0022407,regulation of cell-cell adhesion,M111,3,0
1,1,1,-4.3,-4.9,-3.7,hsa05167,Kaposi sarcoma-associated herpesvirus infection,M111,3,0
1,1,1,-2.6,-3.3,-3.4,GO:0045785,positive regulation of cell adhesion,M111,3,0
1,1,1,-2.3,-2.3,-3.3,GO:0002699,positive regulation of immune effector process,M111,3,0
1,1,1,-2.4,-2.4,-3.8,GO:0048663,neuron fate commitment,M111,3,0
1,1,1,-2.8,-2.5,-4.6,R-HSA-1280215,Cytokine Signaling in Immune system,M111,3,0
1,1,1,-7,-8.7,-6.1,GO:0046649,lymphocyte activation,M111,3,0
1,1,1,-2.7,-2.7,-2.7,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,M111,3,0
1,1,1,-5.4,-10,-12,GO:0030097,hemopoiesis,M111,3,0
1,1,1,-3,-4,-3.6,GO:0050769,positive regulation of neurogenesis,M111,3,0
1,1,1,-3,-3.9,-6.1,GO:0051251,positive regulation of lymphocyte activation,M111,3,0
1,1,1,-2.5,-3.2,-4.1,GO:0071396,cellular response to lipid,M111,3,0
1,1,1,-2.7,-2,-2.1,GO:0032870,cellular response to hormone stimulus,M111,3,0
1,1,0,-2.9,-2.9,0,R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,M110,2,0
0,1,1,0,-2.3,-3.5,R-HSA-9843745,Adipogenesis,M011,2,0
0,1,1,0,-2.3,-3,GO:0006351,DNA-templated transcription,M011,2,0
0,1,1,0,-3.6,-4.8,GO:0030851,granulocyte differentiation,M011,2,0
1,1,0,-2.5,-2.1,0,GO:0099536,synaptic signaling,M110,2,0
1,0,1,-3.8,0,-2.1,WP2064,Neural crest differentiation,M101,2,0
1,0,1,-2.7,0,-2.7,GO:1902170,cellular response to reactive nitrogen species,M101,2,0
1,1,0,-3.6,-2.3,0,GO:0071772,response to BMP,M110,2,0
0,1,1,0,-2.5,-2.5,WP2023,Cell differentiation expanded index,M011,2,0
0,1,1,0,-3.7,-5,GO:0002573,myeloid leukocyte differentiation,M011,2,0
1,0,1,-2.2,0,-3.2,GO:0098868,bone growth,M101,2,0
0,1,1,0,-5.2,-3.1,GO:0045639,positive regulation of myeloid cell differentiation,M011,2,0
1,1,0,-2.1,-2.8,0,M54,PID IL12 2PATHWAY,M110,2,0
0,1,1,0,-2.2,-2.2,WP1991,SRF and miRs in smooth muscle differentiation and proliferation,M011,2,0
0,1,1,0,-2.2,-3.6,GO:0050778,positive regulation of immune response,M011,2,0
0,1,1,0,-2.6,-2.6,GO:0032675,regulation of interleukin-6 production,M011,2,0
0,1,1,0,-6.7,-2.8,M183,PID IL6 7 PATHWAY,M011,2,0
1,0,1,-3.8,0,-2.4,GO:1905459,regulation of vascular associated smooth muscle cell apoptotic process,M101,2,0
1,0,1,-2.1,0,-4.1,hsa04664,Fc epsilon RI signaling pathway,M101,2,0
0,1,1,0,-6,-5.5,GO:0042063,gliogenesis,M011,2,0
1,1,0,-2.5,-2.5,0,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,M110,2,0
0,1,1,0,-2.1,-2.5,GO:0071248,cellular response to metal ion,M011,2,0
0,1,1,0,-2.7,-5.7,GO:0045580,regulation of T cell differentiation,M011,2,0
0,1,1,0,-2.2,-2.2,R-HSA-8951671,RUNX3 regulates YAP1-mediated transcription,M011,2,0
1,0,1,-2.2,0,-2.2,GO:0061180,mammary gland epithelium development,M101,2,0
0,1,1,0,-4.4,-3,GO:0060021,roof of mouth development,M011,2,0
0,1,1,0,-2.5,-2.5,M223,PID BETA CATENIN NUC PATHWAY,M011,2,0
0,1,1,0,-2.5,-2.5,WP4842,Mammalian disorder of sexual development,M011,2,0
0,1,1,0,-5.1,-4.3,GO:0048598,embryonic morphogenesis,M011,2,0
1,1,0,-2.5,-5.4,0,M272,PID CD8 TCR DOWNSTREAM PATHWAY,M110,2,0
1,1,0,-2,-4.4,0,GO:0060074,synapse maturation,M110,2,0
1,0,1,-2.7,0,-2.7,GO:0021895,cerebral cortex neuron differentiation,M101,2,0
1,0,1,-2.5,0,-2.5,GO:0051056,regulation of small GTPase mediated signal transduction,M101,2,0
1,0,1,-2.9,0,-2.9,GO:0043304,regulation of mast cell degranulation,M101,2,0
1,0,1,-3.7,0,-2.4,hsa04921,Oxytocin signaling pathway,M101,2,0
0,1,1,0,-3,-2.5,GO:0014013,regulation of gliogenesis,M011,2,0
1,1,0,-2.4,-3.5,0,GO:0060538,skeletal muscle organ development,M110,2,0
1,1,0,-2.2,-2.2,0,R-HSA-4420332,Defective B3GALT6 causes EDSP2 and SEMDJL1,M110,2,0
0,1,1,0,-3.2,-4,GO:0061515,myeloid cell development,M011,2,0
1,1,0,-2.2,-2.2,0,R-HSA-3560801,Defective B3GAT3 causes JDSSDHD,M110,2,0
0,1,1,0,-2.7,-2.1,GO:0006959,humoral immune response,M011,2,0
0,1,1,0,-4.2,-3.5,GO:0042472,inner ear morphogenesis,M011,2,0
1,0,1,-3.9,0,-2.1,hsa05166,Human T-cell leukemia virus 1 infection,M101,2,0
1,1,0,-2.2,-3.4,0,R-HSA-2022923,Dermatan sulfate biosynthesis,M110,2,0
1,1,0,-2.5,-2.5,0,GO:0098815,modulation of excitatory postsynaptic potential,M110,2,0
0,1,1,0,-2,-3.1,GO:0002009,morphogenesis of an epithelium,M011,2,0
1,0,1,-4.7,0,-2.4,GO:0071417,cellular response to organonitrogen compound,M101,2,0
1,1,0,-2.9,-2.9,0,R-HSA-9031628,NGF-stimulated transcription,M110,2,0
1,0,1,-3.1,0,-2.1,WP4666,Hepatitis B infection,M101,2,0
1,0,1,-2.3,0,-3.1,GO:0045058,T cell selection,M101,2,0
1,1,0,-2.5,-2.5,0,R-HSA-9664417,Leishmania phagocytosis,M110,2,0
0,1,1,0,-2.3,-3,GO:0032774,RNA biosynthetic process,M011,2,0
0,1,1,0,-2.6,-3.6,GO:0048729,tissue morphogenesis,M011,2,0
0,1,1,0,-2.4,-3.4,WP2877,Vitamin D receptor pathway,M011,2,0
1,0,1,-2.4,0,-3.7,hsa04611,Platelet activation,M101,2,0
0,1,1,0,-5.2,-5.3,GO:0007423,sensory organ development,M011,2,0
0,1,1,0,-2.2,-2.2,R-HSA-450282,MAPK targets/ Nuclear events mediated by MAP kinases,M011,2,0
0,1,1,0,-2.4,-2.8,GO:0001654,eye development,M011,2,0
0,1,1,0,-5.9,-4,GO:0045646,regulation of erythrocyte differentiation,M011,2,0
0,1,1,0,-4.3,-4.3,WP4211,Transcriptional cascade regulating adipogenesis,M011,2,0
1,0,1,-5.2,0,-2.4,GO:1901699,cellular response to nitrogen compound,M101,2,0
1,0,1,-2.2,0,-3.7,GO:0001763,morphogenesis of a branching structure,M101,2,0
0,1,1,0,-2.8,-3.5,GO:0046635,positive regulation of alpha-beta T cell activation,M011,2,0
1,0,1,-3.2,0,-2.4,WP2018,RANKL RANK signaling pathway,M101,2,0
1,0,1,-2.7,0,-2.7,GO:0042088,T-helper 1 type immune response,M101,2,0
0,1,1,0,-3,-2.7,GO:0060537,muscle tissue development,M011,2,0
0,1,1,0,-2.6,-2.6,GO:0030879,mammary gland development,M011,2,0
1,0,1,-2.4,0,-4,M7,PID FCER1 PATHWAY,M101,2,0
0,1,1,0,-2.5,-4,WP4879,Overlap between signal transduction pathways contributing to LMNA laminopathies,M011,2,0
0,1,1,0,-2.8,-2.5,GO:0048732,gland development,M011,2,0
1,1,0,-2.2,-2.2,0,WP4585,Cancer immunotherapy by PD 1 blockade,M110,2,0
1,0,1,-3.3,0,-4.2,M28,PID IL4 2PATHWAY,M101,2,0
1,1,0,-2.5,-2.5,0,R-HSA-9664422,FCGR3A-mediated phagocytosis,M110,2,0
1,1,0,-3.7,-2.9,0,GO:0071407,cellular response to organic cyclic compound,M110,2,0
0,1,1,0,-2.7,-2.4,GO:0048589,developmental growth,M011,2,0
1,0,1,-2.7,0,-2.7,GO:0002698,negative regulation of immune effector process,M101,2,0
1,0,1,-2.7,0,-2.7,GO:0048704,embryonic skeletal system morphogenesis,M101,2,0
1,0,1,-2.3,0,-2.4,GO:0032655,regulation of interleukin-12 production,M101,2,0
0,1,1,0,-2.6,-2.2,GO:0002764,immune response-regulating signaling pathway,M011,2,0
0,1,1,0,-3,-4.4,GO:0046637,regulation of alpha-beta T cell differentiation,M011,2,0
0,1,1,0,-6,-5.2,GO:0045444,fat cell differentiation,M011,2,0
1,1,0,-3.1,-3.1,0,R-HSA-187037,Signaling by NTRK1 (TRKA),M110,2,0
0,1,1,0,-3.7,-3.7,CORUM:2693,NFAT-JUN-FOS DNA-protein complex,M011,2,0
1,0,1,-3.1,0,-2,GO:1990840,response to lectin,M101,2,0
1,0,1,-3,0,-2.3,GO:1904888,cranial skeletal system development,M101,2,0
1,0,1,-2.3,0,-3.3,GO:0002695,negative regulation of leukocyte activation,M101,2,0
1,0,1,-3.1,0,-2,GO:0002223,stimulatory C-type lectin receptor signaling pathway,M101,2,0
1,0,1,-2.6,0,-6.8,GO:0051216,cartilage development,M101,2,0
1,1,0,-3.7,-2.2,0,R-HSA-9679191,Potential therapeutics for SARS,M110,2,0
1,0,1,-2.1,0,-2.2,GO:0120035,regulation of plasma membrane bounded cell projection organization,M101,2,0
0,1,1,0,-2.7,-3.8,GO:0048821,erythrocyte development,M011,2,0
1,1,0,-3,-2.2,0,GO:0051090,regulation of DNA-binding transcription factor activity,M110,2,0
0,1,1,0,-2.3,-3.4,GO:0002819,regulation of adaptive immune response,M011,2,0
0,1,1,0,-4.4,-4.4,WP2857,Mesodermal commitment pathway,M011,2,0
0,1,1,0,-2.6,-3.4,GO:0048880,sensory system development,M011,2,0
0,1,1,0,-2.2,-3.4,GO:2001187,"positive regulation of CD8-positive, alpha-beta T cell activation",M011,2,0
1,0,1,-3.2,0,-2.1,hsa05215,Prostate cancer,M101,2,0
1,0,1,-2.5,0,-3,GO:0051250,negative regulation of lymphocyte activation,M101,2,0
0,1,1,0,-3.9,-2.7,GO:0001890,placenta development,M011,2,0
0,1,1,0,-2.6,-3.4,hsa05221,Acute myeloid leukemia,M011,2,0
1,0,1,-2.2,0,-2.2,GO:0009725,response to hormone,M101,2,0
1,0,1,-2.2,0,-2.2,M22,PID GMCSF PATHWAY,M101,2,0
0,1,1,0,-3.6,-3.1,GO:0002429,immune response-activating cell surface receptor signaling pathway,M011,2,0
1,0,1,-3.4,0,-2.4,GO:0034391,regulation of smooth muscle cell apoptotic process,M101,2,0
1,1,0,-2.6,-2.6,0,hsa04015,Rap1 signaling pathway,M110,2,0
0,1,1,0,-2.5,-2.5,GO:0045661,regulation of myoblast differentiation,M011,2,0
0,1,1,0,-2.2,-2.2,GO:0034616,response to laminar fluid shear stress,M011,2,0
1,1,0,-2.1,-2.1,0,GO:0007268,chemical synaptic transmission,M110,2,0
1,1,0,-2.1,-2.8,0,WP69,T cell receptor signaling pathway,M110,2,0
1,0,1,-3.1,0,-3.1,R-HSA-5621480,Dectin-2 family,M101,2,0
1,1,0,-2.2,-2.2,0,R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",M110,2,0
0,1,1,0,-2.3,-3.3,GO:0071241,cellular response to inorganic substance,M011,2,0
0,1,1,0,-2.1,-3.5,R-HSA-76002,"Platelet activation, signaling and aggregation",M011,2,0
0,1,1,0,-3.2,-5,GO:1902107,positive regulation of leukocyte differentiation,M011,2,0
0,1,1,0,-2.6,-2.6,GO:0045648,positive regulation of erythrocyte differentiation,M011,2,0
1,1,0,-2.7,-2.7,0,R-HSA-166520,Signaling by NTRKs,M110,2,0
0,1,1,0,-3.1,-2,GO:0008285,negative regulation of cell population proliferation,M011,2,0
0,1,1,0,-3,-2.6,GO:0002757,immune response-activating signaling pathway,M011,2,0
0,1,1,0,-4.3,-2.9,GO:0014015,positive regulation of gliogenesis,M011,2,0
0,1,1,0,-3.1,-3.8,GO:0030218,erythrocyte differentiation,M011,2,0
1,0,1,-2.4,0,-3.4,GO:0003416,endochondral bone growth,M101,2,0
1,0,1,-2.1,0,-2.2,GO:0030324,lung development,M101,2,0
0,1,1,0,-2.5,-2.2,GO:0009617,response to bacterium,M011,2,0
1,0,1,-3.3,0,-3.3,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,M101,2,0
0,1,1,0,-2.4,-3.8,GO:0032944,regulation of mononuclear cell proliferation,M011,2,0
0,1,1,0,-2.5,-2,GO:0002705,positive regulation of leukocyte mediated immunity,M011,2,0
0,1,1,0,-3.7,-6.8,GO:0009792,embryo development ending in birth or egg hatching,M011,2,0
0,1,1,0,-2.1,-2.1,GO:0006954,inflammatory response,M011,2,0
0,1,1,0,-2.4,-3.8,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,M011,2,0
0,1,1,0,-4.8,-4.8,GO:0007420,brain development,M011,2,0
0,1,1,0,-2,-3.1,WP3612,Photodynamic therapy induced NFE2L2 NRF2 survival signaling,M011,2,0
0,1,1,0,-2.2,-2.9,GO:0046638,positive regulation of alpha-beta T cell differentiation,M011,2,0
0,1,1,0,-2.5,-3.3,WP5293,Acute myeloid leukemia,M011,2,0
0,1,1,0,-3,-4.1,WP5102,Familial partial lipodystrophy,M011,2,0
0,1,1,0,-2.7,-4.1,WP5130,Th17 cell differentiation pathway,M011,2,0
1,1,0,-2.2,-2.2,0,WP4172,PI3K Akt signaling pathway,M110,2,0
0,1,1,0,-2.7,-5.6,GO:0072091,regulation of stem cell proliferation,M011,2,0
0,1,1,0,-2.7,-2.2,R-HSA-8878159,Transcriptional regulation by RUNX3,M011,2,0
1,1,0,-2,-2.4,0,hsa04151,PI3K-Akt signaling pathway,M110,2,0
1,0,1,-3.2,0,-2.2,R-HSA-114604,GPVI-mediated activation cascade,M101,2,0
1,0,1,-2.4,0,-3.4,GO:0002263,cell activation involved in immune response,M101,2,0
1,1,0,-2,-2,0,GO:0035235,ionotropic glutamate receptor signaling pathway,M110,2,0
0,1,1,0,-2.9,-3.4,GO:0045664,regulation of neuron differentiation,M011,2,0
1,0,1,-2.4,0,-3.4,GO:0002366,leukocyte activation involved in immune response,M101,2,0
0,1,1,0,-2.3,-2.8,WP2882,Nuclear receptors meta pathway,M011,2,0
0,1,1,0,-8.5,-8.6,WP4149,White fat cell differentiation,M011,2,0
1,0,1,-2.4,0,-4.3,GO:0048706,embryonic skeletal system development,M101,2,0
0,1,1,0,-3.1,-2.7,GO:0002768,immune response-regulating cell surface receptor signaling pathway,M011,2,0
1,1,0,-2.6,-2.6,0,GO:0035249,"synaptic transmission, glutamatergic",M110,2,0
0,1,1,0,-2.7,-2.2,GO:0035108,limb morphogenesis,M011,2,0
1,0,1,-2.2,0,-2.7,GO:0048754,branching morphogenesis of an epithelial tube,M101,2,0
0,1,1,0,-2.8,-2.2,GO:0045665,negative regulation of neuron differentiation,M011,2,0
1,1,0,-3.6,-2.3,0,GO:0071773,cellular response to BMP stimulus,M110,2,0
0,1,1,0,-2,-4.4,GO:0046645,positive regulation of gamma-delta T cell activation,M011,2,0
1,0,1,-2.3,0,-4.6,GO:0050728,negative regulation of inflammatory response,M101,2,0
1,0,1,-3.8,0,-2.9,M1315,SIG PIP3 SIGNALING IN B LYMPHOCYTES,M101,2,0
0,1,1,0,-2.5,-4.5,GO:0045582,positive regulation of T cell differentiation,M011,2,0
0,1,1,0,-4.5,-6.3,hsa05202,Transcriptional misregulation in cancer,M011,2,0
1,0,1,-2.4,0,-3.8,GO:0071277,cellular response to calcium ion,M101,2,0
0,1,1,0,-2.6,-2,GO:1901655,cellular response to ketone,M011,2,0
1,1,0,-2.6,-3.7,0,GO:0007519,skeletal muscle tissue development,M110,2,0
0,1,1,0,-2.4,-4.3,GO:0070663,regulation of leukocyte proliferation,M011,2,0
1,0,1,-2,0,-3.5,GO:0061138,morphogenesis of a branching epithelium,M101,2,0
0,1,1,0,-2.5,-2.5,M141,PID PI3KCI PATHWAY,M011,2,0
1,0,1,-2,0,-2.1,GO:0030323,respiratory tube development,M101,2,0
1,0,1,-2.2,0,-2.3,GO:0051282,regulation of sequestering of calcium ion,M101,2,0
