_MEMBER_SCZ_imp_1 - 94.0-96.0,_MEMBER_SCZ_imp_1 - 96.0-98.0,_MEMBER_SCZ_imp_1 - 98.0-100.0,_LogP_SCZ_imp_1 - 94.0-96.0,_LogP_SCZ_imp_1 - 96.0-98.0,_LogP_SCZ_imp_1 - 98.0-100.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,1,0,0,-3,GO:0048812,neuron projection morphogenesis,M001,1,0
1,0,0,-2.3,0,0,R-HSA-112316,Neuronal System,M100,1,0
1,0,0,-2.4,0,0,M44,PID HIF2PATHWAY,M100,1,0
1,0,0,-3.1,0,0,GO:1904889,regulation of excitatory synapse assembly,M100,1,0
0,1,0,0,-2.9,0,WP61,Notch signaling pathway,M010,1,0
0,0,1,0,0,-2.6,GO:0002250,adaptive immune response,M001,1,0
0,0,1,0,0,-4.4,GO:0030098,lymphocyte differentiation,M001,1,0
0,0,1,0,0,-2.5,WP3599,Transcription factor regulation in adipogenesis,M001,1,0
0,0,1,0,0,-2.1,GO:1901653,cellular response to peptide,M001,1,0
0,1,0,0,-2.7,0,GO:0003159,morphogenesis of an endothelium,M010,1,0
0,0,1,0,0,-2,GO:0061043,regulation of vascular wound healing,M001,1,0
0,0,1,0,0,-2.1,GO:0031960,response to corticosteroid,M001,1,0
0,0,1,0,0,-2.2,GO:0061744,motor behavior,M001,1,0
0,0,1,0,0,-2.1,GO:0006984,ER-nucleus signaling pathway,M001,1,0
0,1,0,0,-2.1,0,GO:0003143,embryonic heart tube morphogenesis,M010,1,0
1,0,0,-2.3,0,0,GO:0071229,cellular response to acid chemical,M100,1,0
1,0,0,-2,0,0,GO:0072001,renal system development,M100,1,0
0,0,1,0,0,-2.1,WP4559,Interactions between immune cells and microRNAs in tumor microenvironment,M001,1,0
0,1,0,0,-2.1,0,R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,M010,1,0
1,0,0,-2.3,0,0,GO:0071363,cellular response to growth factor stimulus,M100,1,0
1,0,0,-2.4,0,0,GO:0060538,skeletal muscle organ development,M100,1,0
1,0,0,-3.3,0,0,GO:0042060,wound healing,M100,1,0
0,1,0,0,-2.2,0,GO:0033147,negative regulation of intracellular estrogen receptor signaling pathway,M010,1,0
0,0,1,0,0,-2.2,hsa05167,Kaposi sarcoma-associated herpesvirus infection,M001,1,0
0,0,1,0,0,-2.2,GO:0045637,regulation of myeloid cell differentiation,M001,1,0
0,0,1,0,0,-2.9,GO:0061180,mammary gland epithelium development,M001,1,0
0,1,0,0,-2.7,0,GO:0006959,humoral immune response,M010,1,0
0,1,0,0,-3.7,0,GO:0071695,anatomical structure maturation,M010,1,0
1,0,0,-3.7,0,0,hsa05415,Diabetic cardiomyopathy,M100,1,0
0,1,0,0,-2.5,0,GO:0055008,cardiac muscle tissue morphogenesis,M010,1,0
1,0,0,-2.2,0,0,WP5083,Neuroinflammation and glutamatergic signaling,M100,1,0
0,0,1,0,0,-3.1,GO:1904149,regulation of microglial cell mediated cytotoxicity,M001,1,0
1,0,0,-2.4,0,0,GO:0003018,vascular process in circulatory system,M100,1,0
0,0,1,0,0,-3.6,GO:0120031,plasma membrane bounded cell projection assembly,M001,1,0
0,0,1,0,0,-3,M290,PID IL12 STAT4 PATHWAY,M001,1,0
0,0,1,0,0,-2.2,GO:0050778,positive regulation of immune response,M001,1,0
1,0,0,-2.8,0,0,GO:0002683,negative regulation of immune system process,M100,1,0
0,0,1,0,0,-2.1,GO:0022029,telencephalon cell migration,M001,1,0
1,0,0,-2.7,0,0,GO:0010936,negative regulation of macrophage cytokine production,M100,1,0
1,0,0,-2.7,0,0,GO:0060099,"regulation of phagocytosis, engulfment",M100,1,0
0,1,0,0,-2.3,0,GO:0001974,blood vessel remodeling,M010,1,0
0,0,1,0,0,-2.1,GO:0048511,rhythmic process,M001,1,0
0,0,1,0,0,-2.7,GO:0045475,locomotor rhythm,M001,1,0
1,0,0,-3.1,0,0,GO:0033123,positive regulation of purine nucleotide catabolic process,M100,1,0
0,1,0,0,-2,0,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,M010,1,0
1,0,0,-2.3,0,0,GO:0034103,regulation of tissue remodeling,M100,1,0
0,0,1,0,0,-3.7,WP5362,TAR syndrome,M001,1,0
0,0,1,0,0,-2.4,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,M001,1,0
1,0,0,-2.1,0,0,GO:0043588,skin development,M100,1,0
0,1,0,0,-2.1,0,R-HSA-193648,NRAGE signals death through JNK,M010,1,0
1,0,0,-4.4,0,0,WP5087,Pleural mesothelioma,M100,1,0
1,0,0,-3.5,0,0,R-HSA-163685,Integration of energy metabolism,M100,1,0
0,1,0,0,-2.4,0,GO:0072012,glomerulus vasculature development,M010,1,0
0,0,1,0,0,-3.7,R-HSA-2025928,Calcineurin activates NFAT,M001,1,0
1,0,0,-2.3,0,0,GO:1903578,regulation of ATP metabolic process,M100,1,0
1,0,0,-2.4,0,0,WP5411,Phosphatidyl inositol phosphate pathway,M100,1,0
1,0,0,-2.4,0,0,GO:0034755,iron ion transmembrane transport,M100,1,0
1,0,0,-3.2,0,0,hsa04922,Glucagon signaling pathway,M100,1,0
1,0,0,-2.4,0,0,GO:0043583,ear development,M100,1,0
0,0,1,0,0,-4.6,GO:1903131,mononuclear cell differentiation,M001,1,0
0,0,1,0,0,-3.3,GO:0060443,mammary gland morphogenesis,M001,1,0
1,0,0,-2.8,0,0,GO:0055123,digestive system development,M100,1,0
0,0,1,0,0,-3.2,R-HSA-422475,Axon guidance,M001,1,0
0,0,1,0,0,-2.3,GO:0021953,central nervous system neuron differentiation,M001,1,0
0,0,1,0,0,-3,GO:0048596,embryonic camera-type eye morphogenesis,M001,1,0
0,1,0,0,-2,0,GO:0140448,signaling receptor ligand precursor processing,M010,1,0
1,0,0,-4,0,0,hsa00562,Inositol phosphate metabolism,M100,1,0
0,0,1,0,0,-2.4,GO:0021781,glial cell fate commitment,M001,1,0
1,0,0,-2,0,0,GO:0006650,glycerophospholipid metabolic process,M100,1,0
0,0,1,0,0,-2.2,GO:0097720,calcineurin-mediated signaling,M001,1,0
0,0,1,0,0,-2.2,WP3888,VEGFA VEGFR2 signaling,M001,1,0
1,0,0,-2.5,0,0,GO:0050995,negative regulation of lipid catabolic process,M100,1,0
0,1,0,0,-2.9,0,GO:0035907,dorsal aorta development,M010,1,0
1,0,0,-2.4,0,0,GO:0062012,regulation of small molecule metabolic process,M100,1,0
0,1,0,0,-2.2,0,GO:0010761,fibroblast migration,M010,1,0
0,1,0,0,-2.2,0,GO:0034329,cell junction assembly,M010,1,0
1,0,0,-3.4,0,0,GO:0048705,skeletal system morphogenesis,M100,1,0
0,0,1,0,0,-2.2,GO:1905145,cellular response to acetylcholine,M001,1,0
1,0,0,-2.8,0,0,GO:0043009,chordate embryonic development,M100,1,0
0,0,1,0,0,-2,GO:0050864,regulation of B cell activation,M001,1,0
1,0,0,-2.9,0,0,GO:0050994,regulation of lipid catabolic process,M100,1,0
1,0,0,-3,0,0,GO:0031329,regulation of cellular catabolic process,M100,1,0
1,0,0,-2.5,0,0,GO:0046486,glycerolipid metabolic process,M100,1,0
1,0,0,-2.4,0,0,hsa04927,Cortisol synthesis and secretion,M100,1,0
1,0,0,-2.4,0,0,GO:0045664,regulation of neuron differentiation,M100,1,0
0,1,0,0,-2.4,0,WP2882,Nuclear receptors meta pathway,M010,1,0
0,0,1,0,0,-2.5,GO:0010517,regulation of phospholipase activity,M001,1,0
0,0,1,0,0,-2.1,GO:0002700,regulation of production of molecular mediator of immune response,M001,1,0
0,1,0,0,-2.1,0,GO:1990869,cellular response to chemokine,M010,1,0
0,1,0,0,-2.4,0,WP4255,Non small cell lung cancer,M010,1,0
1,0,0,-3.7,0,0,GO:0099150,regulation of postsynaptic specialization assembly,M100,1,0
0,0,1,0,0,-2.9,GO:0021978,telencephalon regionalization,M001,1,0
0,0,1,0,0,-2.1,GO:0046890,regulation of lipid biosynthetic process,M001,1,0
0,0,1,0,0,-2.5,WP5381,Smith Magenis and Potocki Lupski syndrome copy number variation,M001,1,0
0,1,0,0,-2.2,0,GO:0086064,cell communication by electrical coupling involved in cardiac conduction,M010,1,0
0,1,0,0,-2.1,0,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcription,M010,1,0
0,0,1,0,0,-3.8,GO:0008037,cell recognition,M001,1,0
1,0,0,-2.4,0,0,hsa04750,Inflammatory mediator regulation of TRP channels,M100,1,0
0,1,0,0,-2,0,GO:0060411,cardiac septum morphogenesis,M010,1,0
0,0,1,0,0,-4.4,hsa04360,Axon guidance,M001,1,0
0,0,1,0,0,-4,GO:0043368,positive T cell selection,M001,1,0
0,1,0,0,-2,0,GO:0003184,pulmonary valve morphogenesis,M010,1,0
1,0,0,-2,0,0,GO:0007519,skeletal muscle tissue development,M100,1,0
1,0,0,-2,0,0,WP4685,Melanoma,M100,1,0
0,1,0,0,-2,0,GO:0016322,neuron remodeling,M010,1,0
1,0,0,-2.5,0,0,WP3932,Focal adhesion PI3K Akt mTOR signaling pathway,M100,1,0
0,0,1,0,0,-2.1,GO:0010518,positive regulation of phospholipase activity,M001,1,0
0,0,1,0,0,-2.5,WP4844,Influence of laminopathies on Wnt signaling,M001,1,0
1,0,0,-2.2,0,0,GO:0090183,regulation of kidney development,M100,1,0
0,0,1,0,0,-3.3,GO:0016032,viral process,M001,1,0
0,0,1,0,0,-3.1,GO:0048048,embryonic eye morphogenesis,M001,1,0
0,0,1,0,0,-2.1,WP3929,Chemokine signaling pathway,M001,1,0
1,0,0,-2.6,0,0,GO:0071230,cellular response to amino acid stimulus,M100,1,0
0,0,1,0,0,-2.5,GO:0030522,intracellular receptor signaling pathway,M001,1,0
0,0,1,0,0,-2.2,GO:0035108,limb morphogenesis,M001,1,0
0,0,1,0,0,-2.5,GO:0051345,positive regulation of hydrolase activity,M001,1,0
0,1,0,0,-3.1,0,GO:2000242,negative regulation of reproductive process,M010,1,0
0,1,0,0,-2.2,0,GO:0018208,peptidyl-proline modification,M010,1,0
0,1,0,0,-2.2,0,R-HSA-198753,ERK/MAPK targets,M010,1,0
0,0,1,0,0,-2.1,GO:0097581,lamellipodium organization,M001,1,0
1,0,0,-2,0,0,GO:0060911,cardiac cell fate commitment,M100,1,0
1,0,0,-2.1,0,0,GO:0035914,skeletal muscle cell differentiation,M100,1,0
0,1,0,0,-3.6,0,WP2431,Spinal cord injury,M010,1,0
0,0,1,0,0,-2.3,GO:0030326,embryonic limb morphogenesis,M001,1,0
1,0,0,-2.3,0,0,R-HSA-416482,G alpha (12/13) signalling events,M100,1,0
0,0,1,0,0,-5.5,GO:0046649,lymphocyte activation,M001,1,0
1,0,0,-2.9,0,0,R-HSA-112315,Transmission across Chemical Synapses,M100,1,0
1,0,0,-2.9,0,0,GO:0071549,cellular response to dexamethasone stimulus,M100,1,0
0,1,0,0,-2.5,0,R-HSA-9682385,FLT3 signaling in disease,M010,1,0
0,0,1,0,0,-3.1,WP5235,Estradiol regulation in porto sinusoidal vascular disease,M001,1,0
0,0,1,0,0,-2.2,GO:0060348,bone development,M001,1,0
0,0,1,0,0,-2.4,GO:0021859,pyramidal neuron differentiation,M001,1,0
0,0,1,0,0,-2.6,GO:0045471,response to ethanol,M001,1,0
1,0,0,-2.7,0,0,R-HSA-5578768,Physiological factors,M100,1,0
0,1,0,0,-2.2,0,GO:0098883,synapse pruning,M010,1,0
0,1,0,0,-3.9,0,WP673,ErbB signaling pathway,M010,1,0
0,0,1,0,0,-3,GO:1902893,regulation of miRNA transcription,M001,1,0
0,1,0,0,-3.9,0,GO:0048010,vascular endothelial growth factor receptor signaling pathway,M010,1,0
0,0,1,0,0,-2.3,hsa04911,Insulin secretion,M001,1,0
0,1,0,0,-2.2,0,GO:0010522,regulation of calcium ion transport into cytosol,M010,1,0
1,0,0,-2.3,0,0,GO:0008544,epidermis development,M100,1,0
0,1,0,0,-2.4,0,GO:0060397,growth hormone receptor signaling pathway via JAK-STAT,M010,1,0
0,0,1,0,0,-3.6,WP69,T cell receptor signaling pathway,M001,1,0
1,0,0,-2.9,0,0,GO:0048565,digestive tract development,M100,1,0
0,0,1,0,0,-2.2,GO:1905898,positive regulation of response to endoplasmic reticulum stress,M001,1,0
1,0,0,-2.2,0,0,WP1471,Target of rapamycin signaling,M100,1,0
1,0,0,-2.3,0,0,GO:0031667,response to nutrient levels,M100,1,0
0,0,1,0,0,-3.1,R-HSA-428543,Inactivation of CDC42 and RAC1,M001,1,0
